film_id,categoria_id
159,5
833,3
572,14
780,8
715,8
346,4
484,4
79,7
636,12
27,15
233,16
149,3
323,15
246,9
854,11
279,15
760,13
110,3
563,10
380,9
420,15
987,12
922,11
108,13
151,14
55,14
934,10
507,10
741,12
706,7
979,7
35,11
338,14
78,2
951,4
268,2
468,3
218,7
324,5
46,10
415,11
770,9
872,16
452,9
813,15
942,7
471,4
353,9
410,5
288,16
588,3
762,10
559,14
301,11
158,12
387,10
705,9
938,5
154,2
764,15
400,6
536,4
7,5
827,7
103,16
649,2
457,6
450,3
369,14
342,16
782,15
716,11
157,3
266,4
908,9
438,10
11,9
496,16
874,4
510,2
442,8
584,9
719,15
429,15
511,1
626,3
416,9
831,14
569,2
247,5
661,9
709,7
73,14
41,16
447,10
878,16
227,10
177,14
224,16
795,8
687,6
954,13
669,9
345,8
412,6
444,5
109,13
856,11
121,2
56,1
682,8
860,14
341,4
914,16
190,4
904,11
858,5
394,14
337,9
77,13
641,9
391,8
946,8
193,2
847,13
656,16
701,10
488,15
829,8
766,7
645,16
291,15
845,9
120,15
262,8
140,14
122,11
169,16
47,9
74,12
783,16
13,11
126,1
788,6
498,8
44,14
381,10
699,10
890,15
881,11
250,1
19,1
127,5
28,5
90,13
506,11
256,15
755,3
164,6
179,7
272,7
59,3
898,15
271,1
888,6
610,8
737,11
837,5
743,2
866,8
312,14
958,7
859,2
211,10
221,6
941,10
10,15
597,10
494,11
207,9
217,10
277,11
304,3
5,8
798,14
534,8
528,8
195,14
901,2
435,9
317,5
350,14
219,6
573,3
128,9
363,12
148,9
175,8
183,8
251,13
742,10
639,8
756,5
948,13
385,5
601,16
328,3
807,10
711,14
539,7
680,5
143,7
708,6
740,11
445,4
607,9
259,2
598,15
634,8
192,9
404,5
981,16
873,3
270,13
116,4
144,13
419,8
405,16
94,8
378,12
913,13
918,3
808,4
189,10
547,3
252,1
843,4
620,14
398,12
785,16
100,9
284,12
644,2
269,8
990,11
314,2
240,14
657,5
674,9
171,11
848,16
787,16
142,6
472,16
483,10
283,13
822,8
197,15
685,13
793,1
911,1
628,15
188,5
104,9
461,2
619,15
751,13
145,8
947,9
994,13
880,2
727,8
4,11
362,10
176,15
105,1
816,2
869,1
248,6
707,1
294,16
714,14
358,4
260,15
62,6
36,2
962,4
402,2
555,5
900,9
437,8
995,11
225,7
982,1
370,3
319,14
599,15
969,7
166,4
832,8
725,4
776,6
921,12
299,16
305,13
953,2
508,10
356,3
857,5
205,1
75,16
889,3
912,14
52,9
926,6
775,7
750,13
784,16
683,7
924,14
935,13
191,3
842,10
653,11
735,3
679,8
489,2
51,12
449,14
448,13
876,11
431,9
899,4
502,5
933,13
713,6
731,4
646,10
717,1
557,8
868,16
697,1
729,15
635,13
759,13
194,1
612,15
986,2
388,5
844,15
423,3
541,2
519,15
902,15
315,8
916,2
34,11
895,4
439,7
550,8
642,16
970,4
130,1
894,16
792,9
993,3
334,11
753,8
675,13
318,1
726,9
851,15
917,15
800,11
659,1
446,15
76,12
883,3
712,6
526,16
124,3
1000,5
216,13
348,8
906,5
767,12
230,7
213,8
455,9
520,14
39,14
347,16
9,11
984,9
87,16
170,9
700,8
855,6
728,7
768,3
93,13
828,4
624,10
352,10
310,10
593,11
978,5
340,13
264,10
424,3
54,12
383,15
542,1
165,14
531,9
893,14
907,7
497,6
896,3
422,14
736,8
32,13
316,10
710,8
48,3
799,11
952,6
336,6
517,15
236,10
663,4
932,5
418,7
237,15
821,9
33,7
163,13
395,1
88,16
963,2
681,15
300,2
377,8
781,10
721,12
464,2
303,1
486,9
66,3
101,6
231,8
909,11
632,13
583,2
704,5
915,1
425,4
228,4
24,11
535,11
102,15
514,7
523,4
366,7
393,6
543,16
411,12
434,16
585,7
45,13
49,14
343,3
185,9
794,1
287,1
789,9
42,15
929,9
879,12
117,10
525,4
249,4
150,6
181,16
560,10
648,16
570,15
571,6
162,1
254,15
178,5
125,16
467,9
372,15
290,9
330,2
664,1
983,12
810,8
136,13
285,14
877,12
980,12
643,7
638,5
433,2
298,14
476,8
688,3
654,10
360,1
421,9
891,4
616,6
532,15
466,6
803,7
818,7
40,6
631,15
311,9
210,1
432,4
521,7
886,2
892,2
817,14
413,5
14,4
897,7
809,15
870,11
72,6
443,5
469,4
684,10
658,11
678,15
566,9
796,15
137,14
991,1
374,14
997,12
470,2
811,16
582,2
695,8
390,14
138,14
458,8
473,7
964,1
733,15
182,5
3,6
71,8
666,7
546,10
967,14
591,10
365,5
23,2
720,13
373,3
474,15
463,15
327,1
925,6
992,6
820,2
306,10
693,2
574,1
480,4
501,1
734,6
651,2
401,7
280,3
172,7
406,10
836,15
864,3
630,7
417,1
333,12
384,12
614,10
332,5
747,10
265,5
86,12
282,7
565,9
139,8
309,8
927,1
81,14
119,5
477,12
131,4
112,9
609,16
399,9
441,6
15,9
244,12
147,8
206,6
595,9
99,5
748,1
950,4
513,16
812,6
199,6
289,13
910,7
187,15
749,11
326,2
504,7
815,4
275,11
155,13
69,14
242,5
985,14
703,2
21,1
201,9
804,11
293,15
580,13
67,1
368,7
778,8
931,16
403,7
746,10
63,8
544,6
329,1
339,16
919,10
564,2
937,13
608,3
38,1
871,5
286,16
603,8
308,5
146,7
26,14
8,11
95,13
834,6
258,11
724,8
475,11
903,16
668,15
956,10
960,6
357,4
955,3
160,2
835,10
965,11
972,14
490,13
198,9
840,10
436,13
389,15
696,2
973,6
801,3
686,13
959,3
203,14
208,2
590,13
961,9
349,2
426,12
774,5
60,4
988,16
276,5
462,12
212,1
64,7
226,13
202,5
802,1
971,9
665,11
936,12
690,2
819,12
752,12
460,9
371,1
691,15
82,8
153,14
745,15
587,6
114,14
623,9
790,7
245,2
361,15
627,6
29,1
313,11
625,14
22,13
241,2
930,14
885,11
307,16
538,13
850,1
321,13
692,2
754,5
600,11
660,5
989,16
379,7
825,1
132,14
257,16
167,16
156,6
861,10
568,5
320,13
694,4
615,2
274,6
174,12
359,8
530,1
255,12
491,3
998,11
482,4
671,15
451,16
882,7
141,10
515,3
396,7
453,15
676,15
592,12
1,6
524,5
650,6
180,4
220,12
647,12
408,10
133,12
465,13
243,2
596,10
20,12
354,3
976,10
923,7
70,2
613,5
253,1
761,3
322,15
718,12
838,1
824,8
115,1
234,14
786,3
16,9
500,9
481,13
89,2
487,4
604,5
428,8
551,13
730,13
846,13
757,6
302,10
773,15
