first_name,film_id,last_name,actor_id
PENELOPE,1,GUINESS,1
PENELOPE,23,GUINESS,1
PENELOPE,25,GUINESS,1
PENELOPE,106,GUINESS,1
PENELOPE,140,GUINESS,1
PENELOPE,166,GUINESS,1
PENELOPE,277,GUINESS,1
PENELOPE,361,GUINESS,1
PENELOPE,438,GUINESS,1
PENELOPE,499,GUINESS,1
PENELOPE,506,GUINESS,1
PENELOPE,509,GUINESS,1
PENELOPE,605,GUINESS,1
PENELOPE,635,GUINESS,1
PENELOPE,749,GUINESS,1
PENELOPE,832,GUINESS,1
PENELOPE,939,GUINESS,1
PENELOPE,970,GUINESS,1
PENELOPE,980,GUINESS,1
NICK,3,WAHLBERG,2
NICK,31,WAHLBERG,2
NICK,47,WAHLBERG,2
NICK,105,WAHLBERG,2
NICK,132,WAHLBERG,2
NICK,145,WAHLBERG,2
NICK,226,WAHLBERG,2
NICK,249,WAHLBERG,2
NICK,314,WAHLBERG,2
NICK,321,WAHLBERG,2
NICK,357,WAHLBERG,2
NICK,369,WAHLBERG,2
NICK,399,WAHLBERG,2
NICK,458,WAHLBERG,2
NICK,481,WAHLBERG,2
NICK,485,WAHLBERG,2
NICK,518,WAHLBERG,2
NICK,540,WAHLBERG,2
NICK,550,WAHLBERG,2
NICK,555,WAHLBERG,2
NICK,561,WAHLBERG,2
NICK,742,WAHLBERG,2
NICK,754,WAHLBERG,2
NICK,811,WAHLBERG,2
NICK,958,WAHLBERG,2
ED,17,CHASE,3
ED,40,CHASE,3
ED,42,CHASE,3
ED,87,CHASE,3
ED,111,CHASE,3
ED,185,CHASE,3
ED,289,CHASE,3
ED,329,CHASE,3
ED,336,CHASE,3
ED,341,CHASE,3
ED,393,CHASE,3
ED,441,CHASE,3
ED,453,CHASE,3
ED,480,CHASE,3
ED,539,CHASE,3
ED,618,CHASE,3
ED,685,CHASE,3
ED,827,CHASE,3
ED,966,CHASE,3
ED,967,CHASE,3
ED,971,CHASE,3
ED,996,CHASE,3
JENNIFER,23,DAVIS,4
JENNIFER,25,DAVIS,4
JENNIFER,56,DAVIS,4
JENNIFER,62,DAVIS,4
JENNIFER,79,DAVIS,4
JENNIFER,87,DAVIS,4
JENNIFER,355,DAVIS,4
JENNIFER,379,DAVIS,4
JENNIFER,398,DAVIS,4
JENNIFER,463,DAVIS,4
JENNIFER,490,DAVIS,4
JENNIFER,616,DAVIS,4
JENNIFER,635,DAVIS,4
JENNIFER,691,DAVIS,4
JENNIFER,712,DAVIS,4
JENNIFER,714,DAVIS,4
JENNIFER,721,DAVIS,4
JENNIFER,798,DAVIS,4
JENNIFER,832,DAVIS,4
JENNIFER,858,DAVIS,4
JENNIFER,909,DAVIS,4
JENNIFER,924,DAVIS,4
JOHNNY,19,LOLLOBRIGIDA,5
JOHNNY,54,LOLLOBRIGIDA,5
JOHNNY,85,LOLLOBRIGIDA,5
JOHNNY,146,LOLLOBRIGIDA,5
JOHNNY,171,LOLLOBRIGIDA,5
JOHNNY,172,LOLLOBRIGIDA,5
JOHNNY,202,LOLLOBRIGIDA,5
JOHNNY,203,LOLLOBRIGIDA,5
JOHNNY,286,LOLLOBRIGIDA,5
JOHNNY,288,LOLLOBRIGIDA,5
JOHNNY,316,LOLLOBRIGIDA,5
JOHNNY,340,LOLLOBRIGIDA,5
JOHNNY,369,LOLLOBRIGIDA,5
JOHNNY,375,LOLLOBRIGIDA,5
JOHNNY,383,LOLLOBRIGIDA,5
JOHNNY,392,LOLLOBRIGIDA,5
JOHNNY,411,LOLLOBRIGIDA,5
JOHNNY,503,LOLLOBRIGIDA,5
JOHNNY,535,LOLLOBRIGIDA,5
JOHNNY,571,LOLLOBRIGIDA,5
JOHNNY,650,LOLLOBRIGIDA,5
JOHNNY,665,LOLLOBRIGIDA,5
JOHNNY,687,LOLLOBRIGIDA,5
JOHNNY,730,LOLLOBRIGIDA,5
JOHNNY,732,LOLLOBRIGIDA,5
JOHNNY,811,LOLLOBRIGIDA,5
JOHNNY,817,LOLLOBRIGIDA,5
JOHNNY,841,LOLLOBRIGIDA,5
JOHNNY,865,LOLLOBRIGIDA,5
BETTE,29,NICHOLSON,6
BETTE,53,NICHOLSON,6
BETTE,60,NICHOLSON,6
BETTE,70,NICHOLSON,6
BETTE,112,NICHOLSON,6
BETTE,164,NICHOLSON,6
BETTE,165,NICHOLSON,6
BETTE,193,NICHOLSON,6
BETTE,256,NICHOLSON,6
BETTE,451,NICHOLSON,6
BETTE,503,NICHOLSON,6
BETTE,509,NICHOLSON,6
BETTE,517,NICHOLSON,6
BETTE,519,NICHOLSON,6
BETTE,605,NICHOLSON,6
BETTE,692,NICHOLSON,6
BETTE,826,NICHOLSON,6
BETTE,892,NICHOLSON,6
BETTE,902,NICHOLSON,6
BETTE,994,NICHOLSON,6
GRACE,25,MOSTEL,7
GRACE,27,MOSTEL,7
GRACE,35,MOSTEL,7
GRACE,67,MOSTEL,7
GRACE,96,MOSTEL,7
GRACE,170,MOSTEL,7
GRACE,173,MOSTEL,7
GRACE,217,MOSTEL,7
GRACE,218,MOSTEL,7
GRACE,225,MOSTEL,7
GRACE,292,MOSTEL,7
GRACE,351,MOSTEL,7
GRACE,414,MOSTEL,7
GRACE,463,MOSTEL,7
GRACE,554,MOSTEL,7
GRACE,618,MOSTEL,7
GRACE,633,MOSTEL,7
GRACE,637,MOSTEL,7
GRACE,691,MOSTEL,7
GRACE,758,MOSTEL,7
GRACE,766,MOSTEL,7
GRACE,770,MOSTEL,7
GRACE,805,MOSTEL,7
GRACE,806,MOSTEL,7
GRACE,846,MOSTEL,7
GRACE,900,MOSTEL,7
GRACE,901,MOSTEL,7
GRACE,910,MOSTEL,7
GRACE,957,MOSTEL,7
GRACE,959,MOSTEL,7
MATTHEW,47,JOHANSSON,8
MATTHEW,115,JOHANSSON,8
MATTHEW,158,JOHANSSON,8
MATTHEW,179,JOHANSSON,8
MATTHEW,195,JOHANSSON,8
MATTHEW,205,JOHANSSON,8
MATTHEW,255,JOHANSSON,8
MATTHEW,263,JOHANSSON,8
MATTHEW,321,JOHANSSON,8
MATTHEW,396,JOHANSSON,8
MATTHEW,458,JOHANSSON,8
MATTHEW,523,JOHANSSON,8
MATTHEW,532,JOHANSSON,8
MATTHEW,554,JOHANSSON,8
MATTHEW,752,JOHANSSON,8
MATTHEW,769,JOHANSSON,8
MATTHEW,771,JOHANSSON,8
MATTHEW,859,JOHANSSON,8
MATTHEW,895,JOHANSSON,8
MATTHEW,936,JOHANSSON,8
JOE,30,SWANK,9
JOE,74,SWANK,9
JOE,147,SWANK,9
JOE,148,SWANK,9
JOE,191,SWANK,9
JOE,200,SWANK,9
JOE,204,SWANK,9
JOE,434,SWANK,9
JOE,510,SWANK,9
JOE,514,SWANK,9
JOE,552,SWANK,9
