webpage,genderType,motherName,kind,religionLabel,twitterUsername,musicianName,spouse,kickoff,familyName,NChildren,geniusNameLabel,residence,birthDate,city,forename,recordCompany,ethnicity,fatherName,musicianID
http://snoopdogg.com/,m,,African-American music,Islam,snoopdogg,Bigg Snoop Dogg,,1991-01-01T00:00:00Z,Broadus,4.0,Snoop-dogg,,1971-10-20T00:00:00Z,Long Beach,Cordozar,Death Row Records,African Americans,,http://www.wikidata.org/entity/Q6096
http://www.buddyholly.com,m,,rock and roll,Baptists,,00085469927 IPI,Maria Elena Holly,1952-01-01T00:00:00Z,Holley,,Buddy-holly,,1936-09-07T00:00:00Z,Lubbock,Hardin,Brunswick,,,http://www.wikidata.org/entity/Q5977
http://weirdal.com/,m,Mary Yankovic,humor,Christianity,alyankovic,Al Yankovic,Suzanne Yankovic,1976-01-01T00:00:00Z,Yankovic,,Weird-al-yankovic,,1959-10-23T00:00:00Z,Downey,Alfred,Volcano Entertainment,,Nick Louis Yankovic,http://www.wikidata.org/entity/Q8349
http://www.louisarmstronghouse.org/,m,,popular music,,,Pops,Lil Hardin Armstrong,1914-01-01T00:00:00Z,Armstrong,,,,1901-08-04T00:00:00Z,New Orleans,Louis,Decca,African Americans,,http://www.wikidata.org/entity/Q1779
http://blink-182.com/,m,,pop music,,tomdelonge,Ava DeLonge,Jennifer DeLonge,1992-01-01T00:00:00Z,Delonge,,Tom-delonge,Del Mar,1975-12-13T00:00:00Z,Poway,Thomas,DGC Records,,,http://www.wikidata.org/entity/Q4270
,f,,,,AnnaKFaris,Ana faris,"Christopher Michael ""Chris"" Pratt",1991-01-01T00:00:00Z,Faris,1.0,Anna-faris,Los Angeles,1976-11-29T00:00:00Z,Baltimore,Anna,,,,http://www.wikidata.org/entity/Q4491
http://www.2pac.com,m,Afeni Shakur,African-American music,,2pac,Makaveli,Keisha Morris-Shakur,1989-01-01T00:00:00Z,Shakur,,2pac,Las Vegas,1971-06-16T00:00:00Z,New York City,Tupac,Death Row Records,African Americans,Billy Garland,http://www.wikidata.org/entity/Q6107
http://www.neilyoungarchives.com/,m,,rock music,,Neilyoung,00033411035 IPI,Carrie Snodgress,1961-01-01T00:00:00Z,Young,,,Toronto,1945-11-12T00:00:00Z,Toronto,Percival,Warner Bros. Records,,Scott Alexander Young,http://www.wikidata.org/entity/Q633
https://www.princeestate.com/,m,Mattie Della,rock music,Jehovah's Witnesses,prince,Christopher,Manuela Testolini,1978-01-01T00:00:00Z,Nelson,,Prince,Chanhassen,1958-06-07T00:00:00Z,Minneapolis,Rogers,Arista,African Americans,Prince Rogers,http://www.wikidata.org/entity/Q7542
http://www.steviewonder.net,m,Lula Mae Hardaway,popular music,,,00581621451 IPI,Syreeta Wright,1961-01-01T00:00:00Z,Morris,,Stevie-wonder,,1950-05-13T00:00:00Z,Saginaw,Stevland,Motown,African Americans,,http://www.wikidata.org/entity/Q714
https://www.madonna.com/,f,,popular music,,Madonna,Madonna Louise Ciccone,Pappy Pariah,1979-01-01T00:00:00Z,Ciccone,6.0,Madonna,Lisbon,1958-08-16T00:00:00Z,Bay City,Veronica,Maverick,French Canadian,,http://www.wikidata.org/entity/Q1744
http://www.ellafitzgerald.com/,f,,popular music,,,Ella Jane Fitzgerald,Raymond Matthews Brown,1934-01-01T00:00:00Z,Fitzgerald,,Ella-fitzgerald,,1917-04-25T00:00:00Z,Newport News,Ella,Decca,African Americans,,http://www.wikidata.org/entity/Q1768
http://www.frankblack.net/,m,,country music,,,Frank Black,,1986-01-01T00:00:00Z,Thompson,,,,1965-04-06T00:00:00Z,Boston,Charles Michael,American Recordings,,,http://www.wikidata.org/entity/Q11627
http://britneyspears.com,f,Lynne Irene Bridges,pop music,Southern Baptist Convention,britneyspears,Britney Jean Spears,Justin Randall Timberlake,1992-01-01T00:00:00Z,Spears,,Britney-spears,Kentwood,1981-12-02T00:00:00Z,McComb,Britney,Legacy,,,http://www.wikidata.org/entity/Q11975
http://www.janisjoplin.com/,f,,rock music,,janisjoplin,Pearl,,1962-01-01T00:00:00Z,Joplin,,,,1943-01-19T00:00:00Z,Port Arthur,Janis,Columbia Records,White American,,http://www.wikidata.org/entity/Q1514
http://www.elvis.com,m,Gladys Smith,rock and roll,,elvispresley,Elvis,Priscilla Ann Presley,1954-01-01T00:00:00Z,Presley,,,Graceland,1935-01-08T00:00:00Z,Tupelo,Elvis,Sun Records,,Vernon Presley,http://www.wikidata.org/entity/Q303
http://www.marilynmonroe.com/,f,,,Christianity,,MM,The Yankee Clipper,1947-01-01T00:00:00Z,Monroe,,Marilyn-monroe,,1926-06-01T00:00:00Z,Los Angeles,Marilyn,RCA Records,,,http://www.wikidata.org/entity/Q4616
https://www.cyndilauper.com/,f,,music,,cyndilauper,Cynthia Ann Stephanie Lauper,David Thornton,1977-01-01T00:00:00Z,Lauper,1.0,,,1953-06-22T00:00:00Z,New York City,Cynthia,Epic,,,http://www.wikidata.org/entity/Q1545
http://www.foofighters.com,m,,rock music,,foofightersdave,00234720196 IPI,,1981-01-01T00:00:00Z,Grohl,,Dave-grohl,,1969-01-14T00:00:00Z,Warren,David,Geffen Records,White American,,http://www.wikidata.org/entity/Q12006
http://www.thejudyroom.com/,f,,,Episcopal Church,,Frances Ethel Gumm,David Rose,1924-01-01T00:00:00Z,Gumm,,,Lancaster,1922-06-10T00:00:00Z,Grand Rapids,Ethel,Decca,,,http://www.wikidata.org/entity/Q11637
http://www.barbrastreisand.com/,f,,popular music,,BarbraStreisand,Barbara Joan Streisand,James Brolin,1960-01-01T00:00:00Z,Streisand,,Barbra-streisand,Woodland Hills,1942-04-24T00:00:00Z,New York City,Barbara,Decca,Jewish people,,http://www.wikidata.org/entity/Q4636
http://www.beck.com,m,Bibbe Hansen,rock music,Scientology,beck,Beck Hansen,Santina Marissa Ribisi,1989-01-01T00:00:00Z,Beck,,,,1970-07-08T00:00:00Z,Los Angeles,,XL Recordings,,David Richard Campbell,http://www.wikidata.org/entity/Q11901
,m,,alternative rock,,,Kurdt Kobain,Courtney Michelle Love,1982-01-01T00:00:00Z,Cobain,,Kurt-cobain,,1967-02-20T00:00:00Z,Aberdeen,Donald,Sub Pop,,,http://www.wikidata.org/entity/Q8446
http://www.chuckberry.com/,m,,popular music,Baptists,,00002948497 IPI,,1953-01-01T00:00:00Z,Berry,4.0,Chuck-berry,The Ville,1926-10-18T00:00:00Z,St. Louis,Chuck,Mercury Records,African Americans,,http://www.wikidata.org/entity/Q5921
