attore_id,film_id
176,320
28,994
48,245
38,241
3,618
126,369
125,238
122,961
53,576
125,557
98,765
120,513
156,844
13,203
95,207
146,278
168,32
48,570
79,788
1,499
32,219
24,704
128,965
194,88
103,643
12,812
188,988
136,420
103,956
43,598
93,325
37,785
64,307
24,194
108,350
154,276
196,939
167,692
198,628
62,719
20,165
160,826
101,66
57,592
136,33
185,494
68,45
26,564
125,623
52,515
188,51
120,489
60,783
77,694
158,64
135,41
92,838
113,921
82,551
138,214
146,314
128,774
70,53
147,554
133,806
95,619
84,414
190,874
42,867
43,89
154,954
62,231
92,545
61,990
173,188
138,8
115,985
18,842
21,142
13,337
96,572
105,12
1,980
85,761
95,813
173,564
28,953
151,570
183,390
97,370
63,893
142,906
197,995
47,777
142,199
198,545
141,589
70,453
94,551
169,634
50,417
19,2
166,580
16,967
144,396
17,378
167,17
57,258
85,14
97,561
62,398
21,530
97,143
77,442
140,373
59,88
66,230
15,817
101,608
136,61
40,466
177,12
185,965
142,470
42,24
155,220
7,758
91,493
88,4
15,626
75,445
193,109
162,33
115,966
90,676
4,463
18,462
145,457
82,242
126,194
110,435
189,820
102,431
41,596
58,128
93,453
125,584
14,253
76,958
181,381
56,862
187,417
64,469
62,385
8,523
5,286
185,510
20,54
92,505
84,281
167,923
107,548
11,433
107,973
180,12
100,118
154,170
24,832
192,622
149,811
136,781
174,11
39,920
128,462
128,899
66,143
37,663
87,570
103,356
64,291
42,876
31,380
118,399
88,620
57,267
170,184
68,839
146,427
93,124
179,415
38,876
63,517
15,31
76,122
64,646
92,568
18,268
20,531
76,68
84,529
180,955
32,585
179,769
58,254
111,325
172,215
158,799
143,232
118,957
200,714
23,212
142,759
164,347
96,661
181,874
178,708
10,236
127,763
142,999
79,141
148,718
144,776
199,640
117,298
118,695
43,827
11,395
47,790
24,83
126,860
83,777
97,947
166,361
18,44
148,342
45,502
167,628
111,744
102,796
145,475
106,83
197,129
168,619
118,938
166,326
170,996
156,349
16,886
128,168
19,670
104,313
151,170
77,73
99,250
199,541
28,287
61,585
150,270
86,163
29,723
91,48
144,540
53,492
49,151
10,703
12,838
86,857
136,193
7,637
130,725
51,974
45,164
149,153
194,786
156,593
59,130
149,193
38,516
84,317
13,254
45,767
130,43
53,725
63,763
177,751
159,549
191,830
59,694
108,696
157,122
50,306
188,412
138,553
176,839
135,269
147,957
61,508
50,303
129,684
101,988
90,363
104,984
22,731
16,221
69,88
50,672
177,39
150,446
125,683
190,173
121,884
145,409
149,159
23,491
100,877
158,102
39,648
173,550
198,499
9,148
193,103
62,198
30,64
124,113
52,474
40,747
141,607
42,865
124,190
129,348
63,781
26,715
84,540
130,981
106,457
44,902
157,353
188,506
196,795
144,125
102,837
30,69
150,551
85,383
101,511
10,929
65,347
114,841
85,92
49,407
66,361
39,415
158,32
196,473
64,543
168,92
39,703
82,17
66,957
162,844
16,503
138,61
138,125
78,852
26,327
183,40
20,538
9,671
22,688
39,290
5,811
71,26
41,60
141,43
149,339
124,997
157,217
196,908
13,154
193,164
130,478
11,567
88,908
114,827
90,858
60,133
142,186
106,559
76,234
190,62
11,205
73,45
15,280
113,890
60,376
196,541
50,243
2,561
13,110
27,34
162,85
7,351
179,159
185,138
38,24
160,275
69,374
99,726
52,108
106,687
118,788
30,301
187,976
200,149
21,702
112,700
79,634
42,665
143,906
98,990
96,8
101,289
80,436
81,564
15,275
50,591
198,264
171,219
17,478
174,852
118,136
132,698
82,33
198,806
75,498
1,749
119,570
64,569
144,272
178,30
82,839
151,658
150,962
107,781
76,95
106,108
87,250
170,358
5,369
155,688
164,367
143,687
109,885
34,493
66,928
27,679
90,303
198,379
7,27
3,185
118,384
83,369
59,46
22,536
155,785
56,750
186,983
131,206
15,795
158,437
88,717
50,520
13,346
183,388
190,959
32,815
120,659
107,574
85,678
99,325
113,969
185,665
123,860
191,969
155,249
60,952
37,253
146,429
118,553
105,530
191,296
40,463
187,354
20,589
125,175
92,547
198,588
164,15
56,868
163,239
103,271
94,473
157,496
28,679
192,680
162,415
172,345
101,662
24,969
160,579
32,980
71,532
33,473
40,11
142,540
146,945
74,503
60,436
63,73
165,798
158,121
45,484
174,722
9,74
184,684
196,524
2,249
171,318
149,810
41,159
121,654
24,199
91,13
133,652
28,827
155,361
88,929
68,347
106,229
142,914
183,715
71,956
171,645
56,354
87,199
22,111
17,313
109,190
119,394
86,929
30,321
40,835
41,678
195,962
