film_id,actor_id,first_name,last_name,title,description,release_year,language,original_language_id,rental_duration,rental_rate,length,replacement_cost,rating
286,30,SANDRA,PECK,ENOUGH RAGING,A Astounding Character Study of a Boat And a Secret Agent who must Find a Mad Cow in The Sahara Desert,2006,English,,7,2.99,158,16.99,NC-17
286,5,JOHNNY,LOLLOBRIGIDA,ENOUGH RAGING,A Astounding Character Study of a Boat And a Secret Agent who must Find a Mad Cow in The Sahara Desert,2006,English,,7,2.99,158,16.99,NC-17
286,72,SEAN,WILLIAMS,ENOUGH RAGING,A Astounding Character Study of a Boat And a Secret Agent who must Find a Mad Cow in The Sahara Desert,2006,English,,7,2.99,158,16.99,NC-17
467,73,GARY,PENN,INTRIGUE WORST,A Fanciful Character Study of a Explorer And a Mad Scientist who must Vanquish a Squirrel in A Jet Boat,2006,English,,6,0.99,181,10.99,G
467,107,GINA,DEGENERES,INTRIGUE WORST,A Fanciful Character Study of a Explorer And a Mad Scientist who must Vanquish a Squirrel in A Jet Boat,2006,English,,6,0.99,181,10.99,G
166,129,DARYL,CRAWFORD,COLOR PHILADELPHIA,A Thoughtful Panorama of a Car And a Crocodile who must Sink a Monkey in The Sahara Desert,2006,English,,6,2.99,149,19.99,G
646,79,MAE,HOFFMAN,OUTBREAK DIVINE,A Unbelieveable Yarn of a Database Administrator And a Woman who must Succumb a A Shark in A U-Boat,2006,English,,6,0.99,169,12.99,NC-17
646,64,RAY,JOHANSSON,OUTBREAK DIVINE,A Unbelieveable Yarn of a Database Administrator And a Woman who must Succumb a A Shark in A U-Boat,2006,English,,6,0.99,169,12.99,NC-17
971,60,HENRY,BERRY,WHALE BIKINI,A Intrepid Story of a Pastry Chef And a Database Administrator who must Kill a Feminist in A MySQL Convention,2006,English,,4,4.99,109,11.99,PG-13
971,34,AUDREY,OLIVIER,WHALE BIKINI,A Intrepid Story of a Pastry Chef And a Database Administrator who must Kill a Feminist in A MySQL Convention,2006,English,,4,4.99,109,11.99,PG-13
971,3,ED,CHASE,WHALE BIKINI,A Intrepid Story of a Pastry Chef And a Database Administrator who must Kill a Feminist in A MySQL Convention,2006,English,,4,4.99,109,11.99,PG-13
306,58,CHRISTIAN,AKROYD,FEATHERS METAL,A Thoughtful Yarn of a Monkey And a Teacher who must Find a Dog in Australia,2006,English,,3,0.99,104,12.99,PG-13
306,33,MILLA,PECK,FEATHERS METAL,A Thoughtful Yarn of a Monkey And a Teacher who must Find a Dog in Australia,2006,English,,3,0.99,104,12.99,PG-13
306,150,JAYNE,NOLTE,FEATHERS METAL,A Thoughtful Yarn of a Monkey And a Teacher who must Find a Dog in Australia,2006,English,,3,0.99,104,12.99,PG-13
306,166,NICK,DEGENERES,FEATHERS METAL,A Thoughtful Yarn of a Monkey And a Teacher who must Find a Dog in Australia,2006,English,,3,0.99,104,12.99,PG-13
606,107,GINA,DEGENERES,MUMMY CREATURES,A Fateful Character Study of a Crocodile And a Monkey who must Meet a Dentist in Australia,2006,English,,3,0.99,160,15.99,NC-17
606,112,RUSSELL,BACALL,MUMMY CREATURES,A Fateful Character Study of a Crocodile And a Monkey who must Meet a Dentist in Australia,2006,English,,3,0.99,160,15.99,NC-17
