inventory_id,film_id,store_id
1,1,1
2,1,1
4,1,1
16,4,1
19,4,1
28,6,1
32,7,1
41,9,1
42,9,1
46,10,1
47,10,1
49,10,1
53,11,1
56,11,1
60,12,1
61,12,1
71,15,1
72,15,1
81,17,1
87,18,1
93,19,1
94,19,1
95,19,1
96,19,1
99,20,1
100,20,1
101,20,1
102,21,1
103,21,1
108,22,1
109,22,1
115,23,1
117,23,1
120,24,1
124,25,1
125,25,1
126,25,1
127,25,1
136,27,1
137,27,1
138,27,1
139,28,1
140,28,1
141,28,1
142,29,1
143,29,1
145,30,1
148,31,1
160,35,1
162,35,1
163,35,1
167,37,1
175,39,1
176,39,1
189,43,1
191,43,1
197,44,1
201,45,1
203,45,1
204,45,1
212,48,1
213,48,1
223,50,1
224,50,1
227,51,1
228,51,1
238,54,1
242,55,1
243,55,1
245,55,1
248,56,1
249,56,1
253,57,1
255,57,1
265,59,1
266,59,1
269,60,1
270,60,1
271,60,1
272,61,1
273,61,1
280,63,1
281,63,1
291,66,1
293,66,1
294,67,1
304,69,1
307,69,1
313,70,1
321,72,1
322,72,1
326,73,1
327,73,1
329,73,1
335,74,1
342,76,1
343,76,1
346,77,1
347,77,1
348,77,1
351,78,1
353,78,1
358,79,1
359,79,1
360,79,1
364,80,1
366,80,1
367,80,1
368,81,1
369,81,1
370,81,1
371,81,1
373,82,1
375,83,1
376,83,1
379,84,1
380,84,1
381,84,1
388,86,1
389,86,1
400,89,1
401,89,1
406,90,1
407,90,1
426,94,1
427,94,1
429,95,1
435,96,1
436,97,1
439,97,1
442,98,1
443,98,1
444,98,1
445,99,1
447,99,1
453,100,1
457,101,1
460,101,1
465,103,1
466,103,1
467,103,1
476,105,1
477,105,1
485,109,1
488,109,1
504,112,1
513,114,1
514,114,1
515,114,1
519,115,1
520,115,1
521,115,1
533,117,1
535,117,1
539,118,1
540,118,1
551,120,1
552,120,1
554,121,1
556,121,1
561,122,1
562,122,1
563,122,1
568,123,1
581,127,1
582,127,1
590,129,1
594,130,1
595,130,1
600,131,1
601,131,1
602,131,1
603,131,1
609,132,1
613,133,1
619,135,1
627,136,1
634,138,1
638,139,1
639,139,1
640,139,1
644,140,1
645,140,1
651,141,1
654,142,1
655,142,1
656,142,1
659,143,1
661,143,1
669,146,1
671,146,1
672,147,1
673,147,1
678,149,1
679,149,1
680,149,1
684,150,1
685,150,1
690,151,1
691,151,1
694,152,1
695,152,1
697,152,1
699,153,1
702,154,1
703,154,1
704,154,1
709,155,1
719,158,1
720,158,1
724,159,1
726,159,1
731,160,1
737,161,1
739,162,1
748,164,1
749,164,1
755,165,1
759,166,1
760,166,1
764,167,1
765,167,1
766,167,1
771,168,1
773,169,1
774,169,1
777,170,1
778,170,1
783,172,1
786,172,1
792,173,1
795,174,1
797,174,1
798,174,1
818,178,1
821,179,1
822,179,1
825,181,1
826,181,1
827,181,1
833,182,1
834,183,1
835,183,1
840,184,1
845,185,1
846,185,1
847,186,1
848,186,1
854,188,1
858,189,1
867,191,1
873,193,1
874,193,1
875,193,1
876,193,1
882,194,1
887,197,1
890,199,1
891,199,1
892,199,1
897,200,1
899,200,1
906,201,1
907,201,1
908,201,1
909,202,1
910,202,1
911,202,1
916,204,1
917,204,1
919,204,1
922,205,1
923,205,1
924,205,1
925,205,1
926,206,1
928,206,1
937,207,1
938,208,1
942,209,1
943,209,1
949,211,1
950,212,1
952,212,1
955,213,1
957,213,1
958,213,1
963,215,1
965,215,1
974,218,1
975,218,1
984,219,1
985,220,1
986,220,1
987,220,1
994,222,1
1001,224,1
1003,225,1
1004,225,1
1005,225,1
1007,226,1
1012,227,1
1017,228,1
1018,228,1
1023,229,1
1027,230,1
1030,231,1
1032,231,1
1037,232,1
1038,232,1
1039,232,1
1042,233,1
1043,233,1
1044,233,1
1048,234,1
1051,234,1
1055,235,1
1066,237,1
1069,239,1
1071,239,1
1081,241,1
1082,241,1
1083,241,1
1084,242,1
1085,242,1
1089,243,1
1090,243,1
1095,244,1
1096,244,1
1103,245,1
1112,247,1
1113,247,1
1114,247,1
1121,249,1
1122,249,1
