rental_id,payment_id,customer_id,payment_date,amount,staff_id
76,1,1,2005-05-25 11:30:37,2.99,1
1422,4,1,2005-06-15 18:02:53,0.99,2
1725,6,1,2005-06-16 15:18:57,4.99,1
2308,7,1,2005-06-18 08:41:48,4.99,1
4611,11,1,2005-07-08 07:33:56,5.99,1
5326,13,1,2005-07-09 16:38:01,4.99,1
8116,19,1,2005-07-28 19:20:07,0.99,2
13176,28,1,2005-08-19 13:56:54,2.99,2
14825,30,1,2005-08-22 01:27:57,1.99,1
320,33,2,2005-05-27 00:09:24,4.99,1
9031,43,2,2005-07-30 06:06:10,4.99,1
9248,45,2,2005-07-30 14:14:11,0.99,2
10466,49,2,2005-08-01 09:45:26,0.99,1
10918,50,2,2005-08-02 02:10:56,0.99,1
11614,54,2,2005-08-17 03:52:18,2.99,1
14743,57,2,2005-08-21 22:41:56,5.99,2
15145,58,2,2005-08-22 13:53:04,4.99,2
830,61,3,2005-05-29 22:43:55,2.99,1
1911,64,3,2005-06-17 05:15:15,6.99,2
4180,66,3,2005-07-07 10:23:25,4.99,1
7096,68,3,2005-07-27 04:54:42,5.99,1
7503,69,3,2005-07-27 20:23:12,10.99,2
7703,70,3,2005-07-28 03:59:21,7.99,2
8545,74,3,2005-07-29 11:07:04,2.99,1
9595,77,3,2005-07-31 03:27:58,2.99,1
13610,82,3,2005-08-20 06:14:12,2.99,2
15038,84,3,2005-08-22 09:37:27,0.99,2
15619,85,3,2005-08-23 07:10:14,2.99,1
1633,87,4,2005-06-16 08:08:40,0.99,1
1735,89,4,2005-06-16 15:51:52,0.99,2
2043,90,4,2005-06-17 14:31:12,0.99,2
2642,91,4,2005-06-19 09:39:01,5.99,1
9100,95,4,2005-07-30 08:46:09,5.99,1
731,108,5,2005-05-29 07:25:16,0.99,1
1502,111,5,2005-06-15 22:03:14,3.99,1
2063,113,5,2005-06-17 15:56:53,4.99,2
2570,114,5,2005-06-19 04:20:13,2.99,2
3677,116,5,2005-07-06 09:11:58,4.99,2
5118,119,5,2005-07-09 07:13:52,5.99,2
6685,124,5,2005-07-12 12:16:28,4.99,2
8263,128,5,2005-07-29 01:11:23,2.99,1
8978,129,5,2005-07-30 04:14:28,1.99,1
11001,134,5,2005-08-02 04:56:45,4.99,2
13877,140,5,2005-08-20 15:16:18,0.99,2
13209,145,5,2006-02-14 15:16:03,0.99,2
1841,150,6,2005-06-16 23:44:13,2.99,2
6211,156,6,2005-07-11 12:39:01,5.99,2
6248,157,6,2005-07-11 15:01:54,7.99,1
2709,181,7,2005-06-19 14:00:26,0.99,1
4238,185,7,2005-07-07 13:22:20,2.99,2
4787,186,7,2005-07-08 16:16:04,5.99,2
4856,187,7,2005-07-08 18:47:38,4.99,1
6295,191,7,2005-07-11 17:30:58,2.99,1
9624,194,7,2005-07-31 04:30:03,7.99,2
11542,200,7,2005-08-17 00:51:32,7.99,2
12730,202,7,2005-08-18 21:55:01,2.99,1
1305,208,8,2005-06-15 09:59:16,2.99,2
4503,215,8,2005-07-08 02:17:12,3.99,1
5300,216,8,2005-07-09 15:40:46,2.99,1
5341,217,8,2005-07-09 17:13:23,2.99,2
6647,219,8,2005-07-12 10:43:53,0.99,1
10141,222,8,2005-07-31 22:08:29,0.99,2
11232,224,8,2005-08-02 13:04:12,9.99,1
14114,227,8,2005-08-21 01:07:11,0.99,1
350,231,9,2005-05-27 05:01:28,4.99,2
1075,233,9,2005-05-31 10:13:34,4.99,2
5659,239,9,2005-07-10 07:45:40,2.99,1
12309,250,9,2005-08-18 05:58:40,2.99,1
1801,255,10,2005-06-16 20:21:53,4.99,1
4255,262,10,2005-07-07 14:14:13,1.99,1
7738,267,10,2005-07-28 05:21:42,2.99,1
8001,268,10,2005-07-28 15:10:55,6.99,2
10671,271,10,2005-08-01 17:09:59,8.99,2
11289,272,10,2005-08-02 14:55:00,2.99,2
4943,284,11,2005-07-08 22:43:05,4.99,1
6146,286,11,2005-07-11 09:09:59,6.99,2
10812,294,11,2005-08-01 22:41:16,4.99,1
12015,297,11,2005-08-17 19:32:44,5.99,2
13790,299,11,2005-08-20 12:17:27,4.99,1
3135,309,12,2005-06-20 19:33:52,2.99,2
7279,318,12,2005-07-27 11:50:47,0.99,2
9708,323,12,2005-07-31 07:45:33,5.99,2
2209,332,13,2005-06-18 02:24:01,4.99,1
3946,335,13,2005-07-06 21:39:24,2.99,2
9664,345,13,2005-07-31 06:12:08,0.99,1
9736,346,13,2005-07-31 08:58:40,7.99,1
10003,347,13,2005-07-31 17:48:51,4.99,1
14252,355,13,2005-08-21 05:44:07,9.99,1
14545,356,13,2005-08-21 15:44:23,7.99,2
671,361,14,2005-05-28 22:04:30,2.99,1
5565,369,14,2005-07-10 03:29:48,7.99,1
8035,370,14,2005-07-28 16:23:01,6.99,1
8836,373,14,2005-07-29 22:46:08,4.99,2
10348,376,14,2005-08-01 05:23:00,2.99,1
11480,378,14,2005-08-02 22:18:24,4.99,1
2486,386,15,2005-06-18 21:26:56,2.99,1
5717,391,15,2005-07-10 11:02:03,2.99,1
7105,393,15,2005-07-27 05:15:37,4.99,1
11307,400,15,2005-08-02 15:48:08,2.99,2
13503,408,15,2005-08-20 02:00:33,5.99,2
13541,409,15,2005-08-20 03:41:41,4.99,1
15897,415,15,2005-08-23 17:12:31,4.99,1
13968,417,15,2006-02-14 15:16:03,0.0,2
335,418,16,2005-05-27 03:07:10,3.99,1
593,419,16,2005-05-28 13:33:23,2.99,1
3348,426,16,2005-06-21 11:16:42,0.99,2
3548,427,16,2005-07-06 02:23:39,0.99,1
4219,428,16,2005-07-07 12:11:22,2.99,2
6100,431,16,2005-07-11 06:40:31,4.99,1
7489,432,16,2005-07-27 19:39:38,0.99,2
10687,437,16,2005-08-01 17:53:02,2.99,2
11308,439,16,2005-08-02 15:50:44,0.99,2
12104,440,16,2005-08-17 22:53:00,2.99,2
12358,441,16,2005-08-18 07:41:43,4.99,1
12577,442,16,2005-08-18 15:39:46,7.99,1
13391,444,16,2005-08-19 22:01:42,4.99,1
2684,451,17,2005-06-19 12:29:08,8.99,1
8213,457,17,2005-07-28 23:37:33,2.99,1
9092,458,17,2005-07-30 08:30:56,8.99,2
9138,459,17,2005-07-30 10:11:52,2.99,1
14346,466,17,2005-08-21 08:42:26,2.99,1
15752,467,17,2005-08-23 12:41:38,5.99,2
50,468,18,2005-05-25 06:44:53,2.99,1
1451,471,18,2005-06-15 19:30:18,5.99,2
4672,475,18,2005-07-08 10:15:38,3.99,2
4724,476,18,2005-07-08 12:46:30,3.99,2
8122,480,18,2005-07-28 19:27:37,2.99,2
9114,483,18,2005-07-30 09:13:21,4.99,2
11439,487,18,2005-08-02 20:22:45,4.99,2
12333,488,18,2005-08-18 06:51:39,0.99,2
696,495,19,2005-05-29 01:59:10,2.99,2
3423,498,19,2005-06-21 17:38:02,2.99,2
11869,506,19,2005-08-17 14:10:22,5.99,1
1558,517,20,2005-06-16 02:33:53,0.99,2
2343,519,20,2005-06-18 11:46:26,4.99,2
3350,520,20,2005-06-21 11:21:38,4.99,1
4407,522,20,2005-07-07 21:39:45,2.99,1
6267,525,20,2005-07-11 15:53:00,6.99,2
7217,526,20,2005-07-27 09:31:44,4.99,2
8127,528,20,2005-07-28 19:45:19,2.99,2
10284,531,20,2005-08-01 03:33:19,4.99,2
14613,539,20,2005-08-21 18:03:20,2.99,2
15161,541,20,2005-08-22 14:37:22,1.99,1
15460,543,20,2005-08-23 01:10:42,2.99,1
2235,547,21,2005-06-18 04:08:50,7.99,2
3212,551,21,2005-06-21 01:04:35,10.99,1
5772,553,21,2005-07-10 13:27:40,3.99,1
6943,555,21,2005-07-26 23:28:13,1.99,2
7994,556,21,2005-07-28 14:56:54,0.99,1
11970,564,21,2005-08-17 17:53:09,0.99,2
14077,574,21,2005-08-20 23:24:07,8.99,2
14869,577,21,2005-08-22 03:20:26,4.99,1
14933,578,21,2006-02-14 15:16:03,2.99,1
14564,595,22,2005-08-21 16:24:43,6.99,1
15658,598,22,2005-08-23 08:48:43,4.99,1
12222,600,22,2006-02-14 15:16:03,4.99,1
1090,603,23,2005-05-31 12:03:44,0.99,2
3055,607,23,2005-06-20 13:19:58,4.99,1
3781,610,23,2005-07-06 13:53:41,2.99,2
6213,612,23,2005-07-11 12:43:07,2.99,1
6238,613,23,2005-07-11 14:20:18,2.99,1
8718,617,23,2005-07-29 17:41:14,0.99,2
9209,618,23,2005-07-30 12:55:36,5.99,2
11501,623,23,2005-08-16 23:04:53,2.99,2
13290,624,23,2005-08-19 18:31:50,2.99,2
2116,635,24,2005-06-17 20:16:12,4.99,2
2963,637,24,2005-06-20 07:33:09,7.99,2
4378,639,24,2005-07-07 20:29:08,2.99,2
11546,649,24,2005-08-17 00:57:36,2.99,2
12999,652,24,2005-08-19 07:34:53,1.99,1
13247,654,24,2005-08-19 16:45:59,0.99,1
11642,679,25,2005-08-17 04:48:05,0.99,1
15512,683,25,2005-08-23 02:57:30,0.99,1
15972,684,25,2005-08-23 20:00:30,5.99,1
796,685,26,2005-05-29 16:59:44,2.99,1
1440,687,26,2005-06-15 18:53:14,5.99,1
1706,688,26,2005-06-16 14:01:02,4.99,2
4274,695,26,2005-07-07 14:42:04,4.99,1
7328,704,26,2005-07-27 13:55:18,0.99,2
14183,713,26,2005-08-21 03:24:29,4.99,2
14603,715,26,2005-08-21 17:51:06,1.99,2
15722,718,26,2005-08-23 11:16:29,7.99,1
1310,720,27,2005-06-15 10:11:42,4.99,1
1480,721,27,2005-06-15 21:17:17,4.99,2
1699,722,27,2005-06-16 13:05:09,2.99,2
5552,730,27,2005-07-10 03:01:19,0.99,1
5736,731,27,2005-07-10 11:45:48,4.99,1
6658,734,27,2005-07-12 11:13:21,4.99,2
9244,736,27,2005-07-30 14:06:53,0.99,2
12021,745,27,2005-08-17 19:52:43,5.99,2
12531,747,27,2005-08-18 13:57:50,2.99,1
868,751,28,2005-05-30 04:19:55,2.99,1
1240,752,28,2005-06-15 04:58:07,2.99,2
1543,753,28,2005-06-16 01:24:08,4.99,1
3845,757,28,2005-07-06 16:38:14,0.99,1
14540,778,28,2005-08-21 15:34:23,2.99,2
15491,780,28,2005-08-23 02:08:40,2.99,1
194,782,29,2005-05-26 06:52:33,1.99,2
2801,787,29,2005-06-19 19:18:09,2.99,2
3324,789,29,2005-06-21 08:49:16,2.99,1
7237,795,29,2005-07-27 10:12:36,3.99,2
9392,799,29,2005-07-30 19:50:13,4.99,2
11079,803,29,2005-08-02 07:29:10,4.99,1
12488,805,29,2005-08-18 12:48:22,4.99,1
12508,806,29,2005-08-18 13:20:13,2.99,1
12569,807,29,2005-08-18 15:20:46,6.99,2
13436,810,29,2005-08-19 23:36:25,0.99,1
1895,819,30,2005-06-17 04:25:12,2.99,2
5108,826,30,2005-07-09 06:44:30,9.99,1
5289,827,30,2005-07-09 15:14:08,0.99,1
13682,846,30,2005-08-20 08:50:39,4.99,1
15063,849,30,2005-08-22 10:39:51,4.99,1
15544,850,30,2005-08-23 04:17:56,4.99,1
2233,854,31,2005-06-18 03:57:36,0.99,1
3117,860,31,2005-06-20 18:05:15,2.99,2
7464,872,31,2005-07-27 18:49:42,2.99,2
15682,876,31,2005-08-23 09:37:34,6.99,2
803,879,32,2005-05-29 17:52:30,4.99,2
1887,881,32,2005-06-17 03:53:18,6.99,2
4434,886,32,2005-07-07 22:48:34,2.99,1
