assay_id,src_id,assay_type,bao_format,assay_tax_id,doc_id,tid,relationship_type,confidence_score,curated_by,src_assay_id,chembl_id,cell_id,tissue_id,variant_id
7524,1,A,BAO_0000218,10116.0,9866,50597,N,1,Intermediate,,CHEMBL618647,,2113.0,
7525,1,A,BAO_0000218,10116.0,9866,50597,N,1,Intermediate,,CHEMBL618648,,2113.0,
7526,1,A,BAO_0000218,10116.0,9866,50597,N,1,Intermediate,,CHEMBL618649,,2113.0,
7527,1,A,BAO_0000218,10116.0,9866,50597,N,1,Intermediate,,CHEMBL618650,,2107.0,
7528,1,A,BAO_0000218,10116.0,9866,50597,N,1,Intermediate,,CHEMBL618651,,2107.0,
7529,1,A,BAO_0000218,10116.0,9866,50597,N,1,Intermediate,,CHEMBL876497,,2107.0,
7530,1,A,BAO_0000218,10116.0,9866,50597,N,1,Intermediate,,CHEMBL618652,,2048.0,
7531,1,A,BAO_0000218,10116.0,9866,50597,N,1,Intermediate,,CHEMBL618653,,2048.0,
7532,1,A,BAO_0000218,10116.0,9866,50597,N,1,Intermediate,,CHEMBL618654,,2048.0,
7533,1,A,BAO_0000218,10116.0,6351,50597,N,1,Intermediate,,CHEMBL618655,,,
7534,1,A,BAO_0000218,10116.0,1465,50597,N,1,Intermediate,,CHEMBL618656,,,
7535,1,P,BAO_0000100,,5182,22229,U,0,Intermediate,,CHEMBL618657,,,
7536,1,A,BAO_0000218,10116.0,17847,50597,N,1,Intermediate,,CHEMBL618658,,,
7537,1,A,BAO_0000218,10116.0,15339,50597,N,1,Intermediate,,CHEMBL618659,,,
7538,1,A,BAO_0000218,10116.0,5202,50597,N,1,Intermediate,,CHEMBL618660,,,
7539,1,A,BAO_0000218,10116.0,1088,50597,N,1,Intermediate,,CHEMBL618661,,,
7540,1,A,BAO_0000218,10116.0,3169,50597,N,1,Intermediate,,CHEMBL873807,,,
7541,1,A,BAO_0000218,10116.0,5353,50597,N,1,Intermediate,,CHEMBL618662,,,
7542,1,A,BAO_0000218,10116.0,2864,50597,N,1,Intermediate,,CHEMBL618663,,,
7543,1,A,BAO_0000218,10116.0,2864,50597,N,1,Intermediate,,CHEMBL618664,,,
7544,1,A,BAO_0000218,10116.0,2864,50597,N,1,Intermediate,,CHEMBL618665,,,
7545,1,A,BAO_0000218,10116.0,6362,50597,N,1,Intermediate,,CHEMBL876498,,,
7546,1,A,BAO_0000218,10116.0,6249,50597,N,1,Intermediate,,CHEMBL618666,,,
7547,1,A,BAO_0000218,10116.0,3169,50597,N,1,Intermediate,,CHEMBL620440,,,
7548,1,A,BAO_0000218,10116.0,3169,50597,N,1,Intermediate,,CHEMBL620441,,,
7549,1,A,BAO_0000218,10116.0,3169,50597,N,1,Intermediate,,CHEMBL620442,,,
7550,1,A,BAO_0000218,10116.0,17260,50597,N,1,Intermediate,,CHEMBL620443,,,
7551,1,A,BAO_0000218,10116.0,17260,50597,N,1,Intermediate,,CHEMBL620444,,,
7552,1,A,BAO_0000218,10116.0,17260,50597,N,1,Intermediate,,CHEMBL620445,,,
7553,1,A,BAO_0000218,10116.0,17260,50597,N,1,Intermediate,,CHEMBL620446,,,
7554,1,A,BAO_0000218,10116.0,2879,50597,N,1,Intermediate,,CHEMBL620447,,1969.0,
7555,1,A,BAO_0000218,10116.0,2879,50597,N,1,Intermediate,,CHEMBL621129,,1969.0,
7556,1,A,BAO_0000218,10116.0,2879,50597,N,1,Intermediate,,CHEMBL621130,,1969.0,
7557,1,A,BAO_0000218,10116.0,3184,50597,N,1,Intermediate,,CHEMBL873808,,,
7558,1,A,BAO_0000218,10116.0,4891,50597,N,1,Intermediate,,CHEMBL876598,,,
7559,1,A,BAO_0000218,10116.0,429,50597,N,1,Intermediate,,CHEMBL621131,,,
7560,1,A,BAO_0000218,10116.0,5656,50597,N,1,Intermediate,,CHEMBL621132,,,
7561,1,A,BAO_0000218,10116.0,4413,50597,N,1,Intermediate,,CHEMBL621133,,,
7562,1,A,BAO_0000218,10116.0,3598,50597,N,1,Expert,,CHEMBL621312,,,
7563,1,A,BAO_0000218,10116.0,17267,50597,N,1,Intermediate,,CHEMBL621313,,,
7564,1,A,BAO_0000218,10116.0,4727,50597,N,1,Intermediate,,CHEMBL621314,,178.0,
7565,1,A,BAO_0000218,10116.0,17651,50597,N,1,Intermediate,,CHEMBL621315,,,
7566,1,A,BAO_0000218,10116.0,17651,50597,N,1,Intermediate,,CHEMBL621316,,,
7567,1,A,BAO_0000218,10116.0,401,50597,N,1,Intermediate,,CHEMBL621317,,,
7568,1,A,BAO_0000218,10116.0,4942,50597,N,1,Intermediate,,CHEMBL621318,,,
7569,1,A,BAO_0000218,10116.0,17735,50597,N,1,Intermediate,,CHEMBL621319,,,
7570,1,A,BAO_0000218,10116.0,6056,50597,N,1,Intermediate,,CHEMBL621377,,,
7571,1,A,BAO_0000218,10116.0,5213,50597,N,1,Intermediate,,CHEMBL621378,,,
7572,1,A,BAO_0000218,10116.0,6616,50597,N,1,Intermediate,,CHEMBL876599,,,
7573,1,A,BAO_0000218,10116.0,5937,50597,N,1,Intermediate,,CHEMBL621379,,,
7574,1,A,BAO_0000218,10116.0,5819,50597,N,1,Intermediate,,CHEMBL621380,,1969.0,
7575,1,A,BAO_0000218,10116.0,5819,50597,N,1,Intermediate,,CHEMBL621381,,1969.0,
7576,1,A,BAO_0000218,10116.0,6803,50597,N,1,Intermediate,,CHEMBL618515,,,
7577,1,A,BAO_0000218,10116.0,17804,50597,N,1,Intermediate,,CHEMBL618516,,,
7578,1,A,BAO_0000218,10116.0,17804,50597,N,1,Intermediate,,CHEMBL618517,,,
7579,1,A,BAO_0000218,10116.0,5948,50597,N,1,Intermediate,,CHEMBL618518,,,
7580,1,A,BAO_0000218,10116.0,1916,50597,N,1,Intermediate,,CHEMBL618519,,,
7581,1,A,BAO_0000218,10116.0,1916,50597,N,1,Intermediate,,CHEMBL618698,,,
7582,1,A,BAO_0000218,10116.0,1916,50597,N,1,Intermediate,,CHEMBL618862,,,
7583,1,A,BAO_0000218,10116.0,4890,50597,N,1,Intermediate,,CHEMBL618863,,,
7584,1,A,BAO_0000218,10116.0,17764,50597,N,1,Intermediate,,CHEMBL618864,,,
7585,1,A,BAO_0000218,10116.0,4727,50597,N,1,Intermediate,,CHEMBL618865,,,
7586,1,A,BAO_0000218,10116.0,17509,50597,N,1,Intermediate,,CHEMBL618866,,,
7587,1,A,BAO_0000218,10116.0,17509,50597,N,1,Intermediate,,CHEMBL618867,,,
7588,1,A,BAO_0000218,10116.0,6597,50597,N,1,Intermediate,,CHEMBL875828,,,
7589,1,A,BAO_0000218,10116.0,17735,50597,N,1,Intermediate,,CHEMBL618868,,,
7590,1,A,BAO_0000218,10116.0,6597,50597,N,1,Intermediate,,CHEMBL618869,,,
7591,1,A,BAO_0000218,10116.0,17670,50597,N,1,Intermediate,,CHEMBL618870,,,
7592,1,A,BAO_0000218,10116.0,1696,50597,N,1,Intermediate,,CHEMBL618871,,1969.0,
7593,1,A,BAO_0000218,10116.0,1742,50597,N,1,Intermediate,,CHEMBL618872,,1969.0,
7594,1,A,BAO_0000218,10116.0,17800,50597,N,1,Intermediate,,CHEMBL873816,,,
7595,1,A,BAO_0000218,,12923,22224,U,0,Autocuration,,CHEMBL618873,,,
7596,1,A,BAO_0000019,,11954,22224,U,0,Autocuration,,CHEMBL621602,,,
7597,1,A,BAO_0000218,,11954,22224,U,0,Autocuration,,CHEMBL621603,,,
7598,1,A,BAO_0000218,,11954,22224,U,0,Autocuration,,CHEMBL621604,,,
7599,1,A,BAO_0000218,,11954,22224,U,0,Autocuration,,CHEMBL621605,,,
7600,1,A,BAO_0000218,,11954,22224,U,0,Autocuration,,CHEMBL621606,,,
7601,1,A,BAO_0000218,,11954,22224,U,0,Autocuration,,CHEMBL621607,,,
7602,1,A,BAO_0000218,,11954,22224,U,0,Autocuration,,CHEMBL621608,,,
7603,1,A,BAO_0000019,,5237,22224,U,0,Autocuration,,CHEMBL621609,,,
7604,1,A,BAO_0000218,,4026,22224,U,0,Autocuration,,CHEMBL621610,,,
7605,1,A,BAO_0000218,10116.0,5237,50597,N,1,Intermediate,,CHEMBL621611,,,
7606,1,A,BAO_0000218,10116.0,14793,50597,N,1,Intermediate,,CHEMBL621612,,,
7607,1,A,BAO_0000218,10116.0,14793,50597,N,1,Intermediate,,CHEMBL622308,,,
7608,1,A,BAO_0000218,10116.0,14793,50597,N,1,Intermediate,,CHEMBL622309,,,
7609,1,A,BAO_0000218,10116.0,14793,50597,N,1,Intermediate,,CHEMBL622310,,,
7610,1,A,BAO_0000218,10116.0,14793,50597,N,1,Intermediate,,CHEMBL622311,,,
7611,1,A,BAO_0000218,10116.0,14793,50597,N,1,Intermediate,,CHEMBL622312,,,
