curated_by,bao_format,assay_category,assay_type,assay_strain,src_id,assay_organism,confidence_score,relationship_type,variant_id,doc_id,tid,cell_id,tissue_id,assay_tissue,assay_tax_id,src_assay_id,assay_id,description,assay_subcellular_fraction,assay_test_type,assay_cell_type,chembl_id
Intermediate,BAO_0000218,,A,,1,Rattus norvegicus,1,N,,9866,50597,,2113.0,Kidney,10116.0,,7524,Biodistribution in normal rat kidney in the presence of 0.005 M Gd/0.01 M lig at 2 hr,,In vivo,,CHEMBL618647
Intermediate,BAO_0000218,,A,,1,Rattus norvegicus,1,N,,9866,50597,,2113.0,Kidney,10116.0,,7525,Biodistribution in normal rat kidney in the presence of 0.01 M Gd/0.05 M lig,,In vivo,,CHEMBL618648
Intermediate,BAO_0000218,,A,,1,Rattus norvegicus,1,N,,9866,50597,,2113.0,Kidney,10116.0,,7526,Biodistribution in normal rat kidney in the presence of NAC Gd 0.01 M lig at 2 hr,,In vivo,,CHEMBL618649
Intermediate,BAO_0000218,,A,,1,Rattus norvegicus,1,N,,9866,50597,,2107.0,Liver,10116.0,,7527,Biodistribution in normal rat liver in the presence of 0.005 M Gd/0.01 M lig at 2 hr,,In vivo,,CHEMBL618650
Intermediate,BAO_0000218,,A,,1,Rattus norvegicus,1,N,,9866,50597,,2107.0,Liver,10116.0,,7528,Biodistribution in normal rat liver in the presence of 0.01 M Gd/0.05 M lig,,In vivo,,CHEMBL618651
Intermediate,BAO_0000218,,A,,1,Rattus norvegicus,1,N,,9866,50597,,2107.0,Liver,10116.0,,7529,Biodistribution in normal rat liver in the presence of NAC Gd 0.01 M lig at 2 hr,,In vivo,,CHEMBL876497
Intermediate,BAO_0000218,,A,,1,Rattus norvegicus,1,N,,9866,50597,,2048.0,Lung,10116.0,,7530,Biodistribution in normal rat lung in the presence of 0.005 M Gd/0.01 M lig at 2 hr,,In vivo,,CHEMBL618652
Intermediate,BAO_0000218,,A,,1,Rattus norvegicus,1,N,,9866,50597,,2048.0,Lung,10116.0,,7531,Biodistribution in normal rat lung in the presence of 0.01 M Gd/0.05 M lig,,In vivo,,CHEMBL618653
Intermediate,BAO_0000218,,A,,1,Rattus norvegicus,1,N,,9866,50597,,2048.0,Lung,10116.0,,7532,Biodistribution in normal rat lung in the presence of NAC Gd 0.01 M lig at 2 hr,,In vivo,,CHEMBL618654
Intermediate,BAO_0000218,,A,,1,Rattus norvegicus,1,N,,6351,50597,,,,10116.0,,7533,Recovery rate from urine and bile was determined after iv administration at 20 mg/kg in rats; Not tested,,,,CHEMBL618655
Intermediate,BAO_0000218,,A,,1,Rattus norvegicus,1,N,,1465,50597,,,,10116.0,,7534,Compound was tested for solubility in water,,,,CHEMBL618656
Intermediate,BAO_0000100,,P,,1,,0,U,,5182,22229,,,,,,7535,Solubility in phosphate buffered saline (1% DMSO) at pH 6.5 (24 hr equilibration),,,,CHEMBL618657
Intermediate,BAO_0000218,,A,,1,Rattus norvegicus,1,N,,17847,50597,,,,10116.0,,7536,Solubility was determined,,,,CHEMBL618658
Intermediate,BAO_0000218,,A,,1,Rattus norvegicus,1,N,,15339,50597,,,,10116.0,,7537,solubility in water (ug/mL) at 37 degree C.,,,,CHEMBL618659
Intermediate,BAO_0000218,,A,,1,Rattus norvegicus,1,N,,5202,50597,,,,10116.0,,7538,First pass metabolism and metabolic bioavailability using rat hepatic microsomes,,,,CHEMBL618660
Intermediate,BAO_0000218,,A,,1,Rattus norvegicus,1,N,,1088,50597,,,,10116.0,,7539,In vitro stability relative to (+)-AJ76 in rat hepatocyte assay,,,,CHEMBL618661
Intermediate,BAO_0000218,,A,,1,Rattus norvegicus,1,N,,3169,50597,,,,10116.0,,7540,Half life in rats,,,,CHEMBL873807
Intermediate,BAO_0000218,,A,,1,Rattus norvegicus,1,N,,5353,50597,,,,10116.0,,7541,Half life in Dawley rat,,,,CHEMBL618662
Intermediate,BAO_0000218,,A,,1,Rattus norvegicus,1,N,,2864,50597,,,,10116.0,,7542,Half life period after 3 mg/kg iv administration,,In vivo,,CHEMBL618663
Intermediate,BAO_0000218,,A,,1,Rattus norvegicus,1,N,,2864,50597,,,,10116.0,,7543,Half life period after 3 mg/kg iv administration in rat,,In vivo,,CHEMBL618664
Intermediate,BAO_0000218,,A,,1,Rattus norvegicus,1,N,,2864,50597,,,,10116.0,,7544,Half life period after 3 mg/kg iv administration in the rat,,In vivo,,CHEMBL618665
Intermediate,BAO_0000218,,A,,1,Rattus norvegicus,1,N,,6362,50597,,,,10116.0,,7545,Half life period in female Sprague-Dawley rats,,,,CHEMBL876498
Intermediate,BAO_0000218,,A,,1,Rattus norvegicus,1,N,,6249,50597,,,,10116.0,,7546,Half life period in rat,,,,CHEMBL618666
Intermediate,BAO_0000218,,A,,1,Rattus norvegicus,1,N,,3169,50597,,,,10116.0,,7547,Half-life in rats was determined,,,,CHEMBL620440
Intermediate,BAO_0000218,,A,,1,Rattus norvegicus,1,N,,3169,50597,,,,10116.0,,7548,Half-life in rats with metabolic oxidation,,,,CHEMBL620441
Intermediate,BAO_0000218,,A,,1,Rattus norvegicus,1,N,,3169,50597,,,,10116.0,,7549,Half-life in rats,,,,CHEMBL620442
Intermediate,BAO_0000218,,A,,1,Rattus norvegicus,1,N,,17260,50597,,,,10116.0,,7550,T 1/2 at a dose of 10 mg/Kg administered intravenously in female hanover-wistar rat,,In vivo,,CHEMBL620443
Intermediate,BAO_0000218,,A,,1,Rattus norvegicus,1,N,,17260,50597,,,,10116.0,,7551,T 1/2 at a dose of 10 mg/Kg administered perorally in female hanover-wistar rat,,In vivo,,CHEMBL620444
Intermediate,BAO_0000218,,A,,1,Rattus norvegicus,1,N,,17260,50597,,,,10116.0,,7552,T max at a dose of 10 mg/Kg administered intravenously in female hanover-wistar rat,,In vivo,,CHEMBL620445
Intermediate,BAO_0000218,,A,,1,Rattus norvegicus,1,N,,17260,50597,,,,10116.0,,7553,T max at a dose of 10 mg/Kg administered perorally in female hanover-wistar rat,,In vivo,,CHEMBL620446
Intermediate,BAO_0000218,,A,,1,Rattus norvegicus,1,N,,2879,50597,,1969.0,Plasma,10116.0,,7554,Biological half-life measured in plasma of rat,,,,CHEMBL620447
Intermediate,BAO_0000218,,A,,1,Rattus norvegicus,1,N,,2879,50597,,1969.0,Plasma,10116.0,,7555,Biological half-life measured in plasma of rat; 22-25,,,,CHEMBL621129
Intermediate,BAO_0000218,,A,,1,Rattus norvegicus,1,N,,2879,50597,,1969.0,Plasma,10116.0,,7556,Biological half-life measured in plasma of rat; 9-16,,,,CHEMBL621130
Intermediate,BAO_0000218,,A,,1,Rattus norvegicus,1,N,,3184,50597,,,,10116.0,,7557,Compound was evaluated for its half life when administered intravenously in rat,,In vivo,,CHEMBL873808
Intermediate,BAO_0000218,,A,,1,Rattus norvegicus,1,N,,4891,50597,,,,10116.0,,7558,Compound was evaluated for pharmacokinetic parameter percent bioavailability at 8 h,,In vivo,,CHEMBL876598
Intermediate,BAO_0000218,,A,,1,Rattus norvegicus,1,N,,429,50597,,,,10116.0,,7559,Evaluated for pharmacokinetic parameter half-life in rat at the dose 50 mg/kg,,In vivo,,CHEMBL621131
Intermediate,BAO_0000218,,A,,1,Rattus norvegicus,1,N,,5656,50597,,,,10116.0,,7560,Half life (T1/2) after oral administration in rat,,In vivo,,CHEMBL621132
Intermediate,BAO_0000218,,A,,1,Rattus norvegicus,1,N,,4413,50597,,,,10116.0,,7561,Half life of compound after iv administration of 20 mg/kg dose in rat,,In vivo,,CHEMBL621133
Expert,BAO_0000218,,A,,1,Rattus norvegicus,1,N,,3598,50597,,,,10116.0,,7562,Half life of compound determined in rat after iv administration at a dose of 10 mg/kg,,In vivo,,CHEMBL621312
Intermediate,BAO_0000218,,A,,1,Rattus norvegicus,1,N,,17267,50597,,,,10116.0,,7563,Half life of compound was determined in rat,,,,CHEMBL621313
Intermediate,BAO_0000218,,A,,1,Rattus norvegicus,1,N,,4727,50597,,178.0,Blood,10116.0,,7564,Half life of compound was determined in rat blood,,,,CHEMBL621314
Intermediate,BAO_0000218,,A,,1,Rattus norvegicus,1,N,,17651,50597,,,,10116.0,,7565,Half life at 1 mg/kg was determined in rat,,In vivo,,CHEMBL621315
Intermediate,BAO_0000218,,A,,1,Rattus norvegicus,1,N,,17651,50597,,,,10116.0,,7566,Half life at 10 mg/kg was determined in rat,,In vivo,,CHEMBL621316
Intermediate,BAO_0000218,,A,,1,Rattus norvegicus,1,N,,401,50597,,,,10116.0,,7567,Half life in rats,,,,CHEMBL621317
Intermediate,BAO_0000218,,A,,1,Rattus norvegicus,1,N,,4942,50597,,,,10116.0,,7568,Half life in rats in hours,,,,CHEMBL621318
Intermediate,BAO_0000218,,A,,1,Rattus norvegicus,1,N,,17735,50597,,,,10116.0,,7569,Half life following 10 mg/kg intravenous or 50 mg/kg oral dosing in rats was determined,,In vivo,,CHEMBL621319
Intermediate,BAO_0000218,,A,,1,Rattus norvegicus,1,N,,6056,50597,,,,10116.0,,7570,Half life was calculated at a single intravenous administration of 20 mg/kg in rat,,In vivo,,CHEMBL621377
Intermediate,BAO_0000218,,A,,1,Rattus norvegicus,1,N,,5213,50597,,,,10116.0,,7571,Half life was determined,,,,CHEMBL621378
Intermediate,BAO_0000218,,A,,1,Rattus norvegicus,1,N,,6616,50597,,,,10116.0,,7572,Half life after i.v. administration,,In vivo,,CHEMBL876599
Intermediate,BAO_0000218,,A,,1,Rattus norvegicus,1,N,,5937,50597,,,,10116.0,,7573,Half life in rat after intravenous administration at a concentration 0.5 mg/kg,,In vivo,,CHEMBL621379
