inventory_id,store_id,film_id
1,1,1
2,1,1
4,1,1
16,1,4
19,1,4
28,1,6
32,1,7
41,1,9
42,1,9
46,1,10
47,1,10
49,1,10
53,1,11
56,1,11
60,1,12
61,1,12
71,1,15
72,1,15
81,1,17
87,1,18
93,1,19
94,1,19
95,1,19
96,1,19
99,1,20
100,1,20
101,1,20
102,1,21
103,1,21
108,1,22
109,1,22
115,1,23
117,1,23
120,1,24
124,1,25
125,1,25
126,1,25
127,1,25
136,1,27
137,1,27
138,1,27
139,1,28
140,1,28
141,1,28
142,1,29
143,1,29
145,1,30
148,1,31
160,1,35
162,1,35
163,1,35
167,1,37
175,1,39
176,1,39
189,1,43
191,1,43
197,1,44
201,1,45
203,1,45
204,1,45
212,1,48
213,1,48
223,1,50
224,1,50
227,1,51
228,1,51
238,1,54
242,1,55
243,1,55
245,1,55
248,1,56
249,1,56
253,1,57
255,1,57
265,1,59
266,1,59
269,1,60
270,1,60
271,1,60
272,1,61
273,1,61
280,1,63
281,1,63
291,1,66
293,1,66
294,1,67
304,1,69
307,1,69
313,1,70
321,1,72
322,1,72
326,1,73
327,1,73
329,1,73
335,1,74
342,1,76
343,1,76
346,1,77
347,1,77
348,1,77
351,1,78
353,1,78
358,1,79
359,1,79
360,1,79
364,1,80
366,1,80
367,1,80
368,1,81
369,1,81
370,1,81
371,1,81
373,1,82
375,1,83
376,1,83
379,1,84
380,1,84
381,1,84
388,1,86
389,1,86
400,1,89
401,1,89
406,1,90
407,1,90
426,1,94
427,1,94
429,1,95
435,1,96
436,1,97
439,1,97
442,1,98
443,1,98
444,1,98
445,1,99
447,1,99
453,1,100
457,1,101
460,1,101
465,1,103
466,1,103
467,1,103
476,1,105
477,1,105
485,1,109
488,1,109
504,1,112
513,1,114
514,1,114
515,1,114
519,1,115
520,1,115
521,1,115
533,1,117
535,1,117
539,1,118
540,1,118
551,1,120
552,1,120
554,1,121
556,1,121
561,1,122
562,1,122
563,1,122
568,1,123
581,1,127
582,1,127
590,1,129
594,1,130
595,1,130
600,1,131
601,1,131
602,1,131
603,1,131
609,1,132
613,1,133
619,1,135
627,1,136
634,1,138
638,1,139
639,1,139
640,1,139
644,1,140
645,1,140
651,1,141
654,1,142
655,1,142
656,1,142
659,1,143
661,1,143
669,1,146
671,1,146
672,1,147
673,1,147
678,1,149
679,1,149
680,1,149
684,1,150
685,1,150
690,1,151
691,1,151
694,1,152
695,1,152
697,1,152
699,1,153
702,1,154
703,1,154
704,1,154
709,1,155
719,1,158
720,1,158
724,1,159
726,1,159
731,1,160
737,1,161
739,1,162
748,1,164
749,1,164
755,1,165
759,1,166
760,1,166
764,1,167
765,1,167
766,1,167
771,1,168
773,1,169
774,1,169
777,1,170
778,1,170
783,1,172
786,1,172
792,1,173
795,1,174
797,1,174
798,1,174
818,1,178
821,1,179
822,1,179
825,1,181
826,1,181
827,1,181
833,1,182
834,1,183
835,1,183
840,1,184
845,1,185
846,1,185
847,1,186
848,1,186
854,1,188
858,1,189
867,1,191
873,1,193
874,1,193
875,1,193
876,1,193
882,1,194
887,1,197
890,1,199
891,1,199
892,1,199
897,1,200
899,1,200
906,1,201
907,1,201
908,1,201
909,1,202
910,1,202
911,1,202
916,1,204
917,1,204
919,1,204
922,1,205
923,1,205
924,1,205
925,1,205
926,1,206
928,1,206
937,1,207
938,1,208
942,1,209
943,1,209
949,1,211
950,1,212
952,1,212
955,1,213
957,1,213
958,1,213
963,1,215
965,1,215
974,1,218
975,1,218
984,1,219
985,1,220
986,1,220
987,1,220
994,1,222
1001,1,224
1003,1,225
1004,1,225
1005,1,225
1007,1,226
1012,1,227
1017,1,228
1018,1,228
1023,1,229
1027,1,230
1030,1,231
1032,1,231
1037,1,232
1038,1,232
1039,1,232
1042,1,233
1043,1,233
1044,1,233
1048,1,234
1051,1,234
1055,1,235
1066,1,237
1069,1,239
1071,1,239
1081,1,241
1082,1,241
1083,1,241
1084,1,242
1085,1,242
1089,1,243
1090,1,243
1095,1,244
1096,1,244
1103,1,245
1112,1,247
1113,1,247
1114,1,247
1121,1,249
1122,1,249
