city_id,city,country_id
62,Bayugan,75
254,Kaliningrad,80
475,Shivapuri,44
445,Salamanca,60
363,NDjamna,21
176,Gandhinagar,44
578,Xi´angfan,23
485,São Bernardo do Campo,15
320,Maikop,80
425,Rae Bareli,44
346,Munger (Monghyr),44
296,Lausanne,91
410,Poá,15
156,Elista,80
108,Changhwa,92
593,Zanzibar,93
131,Cuernavaca,60
506,Sumy,100
209,Hsichuh,92
123,Clarksville,103
438,´s-Hertogenbosch,67
339,Mogiljov,13
307,Linz,9
353,Nador,62
513,Tabora,93
293,Laohekou,23
18,Allappuzha (Alleppey),44
281,Kütahya,97
90,Bratislava,84
419,Purwakarta,45
488,Sokoto,69
153,El Alto,14
371,Nuuk,40
146,Donostia-San Sebastián,87
204,Hino,50
587,Yinchuan,23
303,Liepaja,54
262,Kansas City,103
244,Johannesburg,85
377,Okinawa,50
396,Pangkal Pinang,45
70,Bergamo,49
129,Cuauhtémoc,60
574,Weifang,23
175,Fuzhou,23
14,al-Manama,11
532,Tegal,45
64,Beira,63
178,Garland,103
250,Juárez,60
224,Isesaki,50
314,Lublin,76
6,Addis Abeba,31
484,Smolensk,80
183,Goiânia,15
287,Kuwana,50
58,Batman,97
572,Vitória de Santo Antão,15
170,Florencia,24
521,Tama,50
418,Purnea (Purnia),44
337,Mit Ghamr,29
518,Taizz,107
194,Haiphong,105
85,Boksburg,85
520,Tallahassee,103
134,Dadu,72
360,Namibe,4
259,Kamyšin,80
383,Oshawa,20
381,Ondo,69
533,Tel Aviv-Jaffa,48
403,Pemalang,45
199,Hami,23
321,Malmö,90
310,Ljubertsy,80
471,Shenzhen,23
447,Salzburg,9
577,Wroclaw,76
201,Hanoi,105
402,Pavlodar,51
197,Halisahar,44
270,Kirovo-Tšepetsk,80
480,Sincelejo,24
215,Ibirité,15
2,Abha,82
568,Vijayawada,44
417,Pune,44
46,Baicheng,23
227,Iwakuni,50
99,Callao,74
289,La Plata,6
374,Ogbomosho,69
139,Daxian,23
216,Idfu,29
106,Celaya,60
580,Xintai,23
474,Shimonoseki,50
547,Tsuyama,50
158,Emmen,67
65,Bellevue,103
246,José Azueta,60
450,San Felipe de Puerto Plata,27
522,Tambaram,44
166,Ezhou,23
292,Lancaster,103
160,Erlangen,38
561,Valencia,104
494,Southampton,102
385,Šostka,100
202,Hidalgo,60
72,Bern,91
19,Allende,60
44,Bagé,15
448,Sambhal,44
93,Brindisi,49
214,Huánuco,74
109,Changzhou,23
61,Baybay,75
208,Hoshiarpur,44
404,Peoria,103
351,Naçala-Porto,63
295,Laredo,103
96,Buenaventura,24
283,Kumbakonam,44
83,Blumenau,15
598,Zhezqazghan,51
468,Shanwei,23
411,Ponce,77
582,Yamuna Nagar,44
182,Gingoog,75
324,Mandi Bahauddin,72
386,Otsu,50
583,Yangor,65
367,Niznekamsk,80
354,Nagaon,44
221,Imus,75
152,Effon-Alaiye,69
284,Kurashiki,50
350,Mysore,44
82,Bislig,75
416,Pudukkottai,44
8,Adoni,44
380,Omiya,50
430,Richmond Hill,20
504,Sultanbeyli,97
167,Faaa,36
316,Lungtan,92
222,Inegöl,97
431,Rio Claro,15
451,San Felipe del Progreso,60
252,Kaduna,69
456,Santa Bárbara d´Oeste,15
59,Batna,2
356,Najafabad,46
137,Daugavpils,54
325,Mannheim,38
369,Novotšerkassk,80
37,Asunción,73
282,Kuching,59
436,Ruse,17
392,Paarl,85
338,Miyakonojo,50
573,Warren,103
312,London,102
594,Zaoyang,23
87,Botshabelo,85
264,Katihar,44
395,Palghat (Palakkad),44
234,Jamalpur,12
540,Tongliao,23
78,Bijapur,44
439,Saarbrücken,38
291,Laiwu,23
277,Korla,23
514,Tabriz,46
595,Zapopan,60
334,Merlo,6
117,Cianjur,45
315,Lubumbashi,25
73,Bhavnagar,44
22,Ambattur,44
89,Brasília,15
499,Sterling Heights,103
562,Valle de la Pascua,104
273,Klerksdorp,85
107,Chandrapur,44
413,Poços de Caldas,15
463,Sasebo,50
91,Brescia,49
81,Birgunj,66
364,Newcastle,85
319,Mahajanga,57
317,Luziânia,15
48,Baku,10
229,Izumisano,50
299,Leshan,23
399,Pathankot,44
440,Sagamihara,50
352,Nabereznyje Tšelny,80
311,Loja,28
348,Mwene-Ditu,25
457,Santa Fé,6
357,Naju,86
159,Enshi,23
84,Boa Vista,15
517,Taguig,75
206,Hodeida,107
534,Tete,63
298,Lengshuijiang,23
515,Tabuk,82
460,Santiago de los Caballeros,27
379,Omdurman,89
68,Beni-Mellal,62
255,Kalisz,76
228,Iwatsuki,50
372,Nyeri,52
546,Tsaotun,92
190,Águas Lindas de Goiás,15
530,Tartu,30
525,Tangail,12
558,Usolje-Sibirskoje,80
464,Satna,44
542,Touliu,92
25,Angra dos Reis,15
27,Antofagasta,22
398,Parbhani,44
127,Coquimbo,22
340,Molodetšno,13
313,London,20
138,Davao,75
4,Acuña,60
24,Amroha,44
559,Uttarpara-Kotrung,44
535,Tianjin,23
462,Sanya,23
444,Salala,71
195,Haldia,44
43,Avellaneda,6
279,Kowloon and New Kowloon,42
15,al-Qadarif,89
173,Funafuti,99
217,Ife,69
150,Dzerzinsk,80
63,Béchar,2
336,Miraj,44
12,al-Ayn,101
92,Brest,34
524,Tandil,6
496,Southport,102
549,Tychy,76
531,Tšeboksary,80
597,Zeleznogorsk,80
482,Sivas,97
584,Yantai,23
394,Pak Kret,94
537,Tieli,23
553,Uijongbu,86
466,Serpuhov,80
130,Cuautla,60
53,Bandar Seri Begawan,16
538,Tokat,97
242,Jinzhou,23
492,Sousse,96
278,Korolev,80
31,Arak,46
544,Toulouse,34
125,Coatzacoalcos,60
174,Fuyu,23
477,Siegen,38
241,Jining,23
97,Bydgoszcz,76
54,Banjul,37
261,Kanchrapara,44
297,Le Mans,34
226,Iwaki,50
483,Skikda,2
35,Ashgabat,98
519,Talavera,75
192,Hagonoy,75
476,Shubra al-Khayma,29
34,Ashdod,48
188,Guadalajara,60
421,Qalyub,29
38,Athenai,39
406,Phnom Penh,18
7,Aden,107
400,Patiala,44
212,Huejutla de Reyes,60
200,Hamilton,68
387,Oulu,33
467,Shahr-e Kord,46
469,Shaoguan,23
249,Junan,23
51,Balurghat,44
378,Olomouc,26
124,Coacalco de Berriozábal,60
302,Liaocheng,23
116,Chungho,92
498,Stara Zagora,17
397,Papeete,36
148,Duisburg,38
76,Bhopal,44
86,Botosani,78
285,Kurgan,80
219,Iligan,75
203,Higashiosaka,50
508,Sunnyvale,103
79,Bilbays,29
432,Rizhao,23
401,Patras,39
