city_id,address_id,address2,country,phone,city,address,district,country_id,postal_code
300,1,,Canada,,Lethbridge,47 MySakila Drive,Alberta,20,
576,2,,Australia,,Woodridge,28 MySQL Boulevard,QLD,8,
300,3,,Canada,14033335568.0,Lethbridge,23 Workhaven Lane,Alberta,20,
576,4,,Australia,6172235589.0,Woodridge,1411 Lillydale Drive,QLD,8,
463,5,,Japan,28303384290.0,Sasebo,1913 Hanoi Way,Nagasaki,50,35200.0
449,6,,United States,838635286649.0,San Bernardino,1121 Loja Avenue,California,103,17886.0
38,7,,Greece,448477190408.0,Athenai,692 Joliet Street,Attika,39,83579.0
349,8,,Myanmar,705814003527.0,Myingyan,1566 Inegöl Manor,Mandalay,64,53561.0
361,9,,Taiwan,10655648674.0,Nantou,53 Idfu Parkway,Nantou,92,42399.0
295,10,,United States,860452626434.0,Laredo,1795 Santiago de Compostela Way,Texas,103,18743.0
280,11,,Yugoslavia,716571220373.0,Kragujevac,900 Santiago de Compostela Parkway,Central Serbia,108,93896.0
200,12,,New Zealand,657282285970.0,Hamilton,478 Joliet Way,Hamilton,68,77948.0
329,13,,Oman,380657522649.0,Masqat,613 Korolev Drive,Masqat,71,45844.0
162,14,,Iran,648856936185.0,Esfahan,1531 Salé Drive,Esfahan,46,53628.0
440,15,,Japan,635297277345.0,Sagamihara,1542 Tarlac Parkway,Kanagawa,50,1027.0
582,16,,India,465887807014.0,Yamuna Nagar,808 Bhopal Manor,Haryana,44,10672.0
384,17,,Turkey,695479687538.0,Osmaniye,270 Amroha Parkway,Osmaniye,97,29610.0
120,18,,United States,517338314235.0,Citrus Heights,770 Bydgoszcz Avenue,California,103,16266.0
76,19,,India,990911107354.0,Bhopal,419 Iligan Lane,Madhya Pradesh,44,72878.0
495,20,,United Kingdom,949312333307.0,Southend-on-Sea,360 Toulouse Parkway,England,102,54308.0
156,21,,Russian Federation,407752414682.0,Elista,270 Toulon Boulevard,Kalmykia,80,81766.0
252,22,,Nigeria,747791594069.0,Kaduna,320 Brest Avenue,Kaduna,69,43331.0
267,23,,South Africa,272572357893.0,Kimberley,1417 Lancaster Avenue,Northern Cape,85,72192.0
327,24,,Pakistan,144453869132.0,Mardan,1688 Okara Way,Nothwest Border Prov,72,21954.0
525,25,,Bangladesh,892775750063.0,Tangail,262 A Coruña (La Coruña) Parkway,Dhaka,12,34418.0
443,26,,Morocco,161968374323.0,Salé,28 Charlotte Amalie Street,Rabat-Sal-Zammour-Z,62,37551.0
303,27,,Latvia,902731229323.0,Liepaja,1780 Hino Boulevard,Liepaja,54,7716.0
128,28,,Argentina,934730187245.0,Córdoba,96 Tafuna Way,Córdoba,6,99865.0
472,29,,Pakistan,196495945706.0,Shikarpur,934 San Felipe de Puerto Plata Street,Sind,72,99780.0
121,30,,Holy See (Vatican City State),998009777982.0,Città del Vaticano,18 Duisburg Boulevard,,41,58327.0
138,31,,Philippines,665356572025.0,Davao,217 Botshabelo Place,Southern Mindanao,75,49521.0
346,32,,India,678220867005.0,Munger (Monghyr),1425 Shikarpur Manor,Bihar,44,65599.0
474,33,,Japan,18461860151.0,Shimonoseki,786 Aurora Avenue,Yamaguchi,50,65750.0
316,34,,Taiwan,525255540978.0,Lungtan,1668 Anápolis Street,Taipei,92,50199.0
257,35,,India,745994947458.0,Kamarhati,33 Gorontalo Way,West Bengali,44,30348.0
239,36,,India,627705991774.0,Jhansi,176 Mandaluyong Place,Uttar Pradesh,44,65213.0
17,37,,Italy,911872220378.0,Alessandria,127 Purnea (Purnia) Manor,Piemonte,49,79388.0
284,38,,Japan,708403338270.0,Kurashiki,61 Tama Street,Okayama,50,94065.0
544,39,,France,440512153169.0,Toulouse,391 Callao Drive,Midi-Pyrnes,34,34021.0
31,40,,Iran,481183273622.0,Arak,334 Munger (Monghyr) Lane,Markazi,46,38145.0
362,41,,China,912257250465.0,Nanyang,1440 Fukuyama Loop,Henan,23,47929.0
115,42,,Moldova,489783829737.0,Chisinau,269 Cam Ranh Parkway,Chisinau,61,34689.0
569,43,,Brazil,378318851631.0,Vila Velha,306 Antofagasta Place,Esprito Santo,15,3989.0
353,44,,Morocco,680768868518.0,Nador,671 Graz Street,Oriental,62,94399.0
586,45,,Armenia,42384721397.0,Yerevan,42 Brindisi Place,Yerevan,7,16744.0
394,46,,Thailand,471675840679.0,Pak Kret,1632 Bislig Avenue,Nonthaburi,94,61117.0
167,47,,French Polynesia,539758313890.0,Faaa,1447 Imus Way,Tahiti,36,48942.0
308,48,,Russian Federation,177727722820.0,Lipetsk,1998 Halifax Drive,Lipetsk,80,76022.0
27,49,,Chile,675292816413.0,Antofagasta,1718 Valencia Street,Antofagasta,22,37359.0
343,50,,Russian Federation,262076994845.0,Moscow,46 Pjatigorsk Lane,Moscow (City),80,23616.0
247,51,,Brazil,69493378813.0,Juazeiro do Norte,686 Garland Manor,Cear,15,52535.0
367,52,,Russian Federation,705800322606.0,Niznekamsk,909 Garland Manor,Tatarstan,80,69367.0
237,53,,Saudi Arabia,876295323994.0,Jedda,725 Isesaki Place,Mekka,82,74428.0
379,54,,Sudan,307703950263.0,Omdurman,115 Hidalgo Parkway,Khartum,89,80168.0
171,55,,United States,171822533480.0,Fontana,1135 Izumisano Parkway,California,103,48150.0
1,56,,Spain,680428310138.0,A Coruña (La Coruña),939 Probolinggo Loop,Galicia,87,4166.0
355,57,,Japan,697760867968.0,Nagareyama,17 Kabul Boulevard,Chiba,50,38594.0
227,58,,Japan,920811325222.0,Iwakuni,1964 Allappuzha (Alleppey) Street,Yamaguchi,50,48980.0
49,59,,Russian Federation,499352017190.0,Balašiha,1697 Kowloon and New Kowloon Loop,Moskova,80,57807.0
397,60,,French Polynesia,347487831378.0,Papeete,1668 Saint Louis Place,Tahiti,36,39072.0
560,61,,Liechtenstein,889318963672.0,Vaduz,943 Tokat Street,Vaduz,55,45428.0
282,62,,Malaysia,212869228936.0,Kuching,1114 Liepaja Street,Sarawak,59,69226.0
350,63,,India,800024380485.0,Mysore,1213 Ranchi Parkway,Karnataka,44,94352.0
231,64,,India,250767749542.0,Jaipur,81 Hodeida Way,Rajasthan,44,55561.0
56,65,,Switzerland,1395251317.0,Basel,915 Ponce Place,Basel-Stadt,91,83980.0
441,66,,United States,914090181665.0,Saint Louis,1717 Guadalajara Lane,Missouri,103,85505.0
306,67,,United States,491001136577.0,Lincoln,1214 Hanoi Way,Nebraska,103,67055.0
139,68,,China,333489324603.0,Daxian,1966 Amroha Avenue,Sichuan,23,70385.0
105,69,,French Guiana,409983924481.0,Cayenne,698 Otsu Street,Cayenne,35,71110.0
321,70,,Sweden,663449333709.0,Malmö,1150 Kimchon Manor,Skne ln,90,96109.0
579,71,,China,947233365992.0,Xi´angtan,1586 Guarujá Place,Hunan,23,5135.0
475,72,,India,990214419142.0,Shivapuri,57 Arlington Manor,Madhya Pradesh,44,48960.0
63,73,,Algeria,107137400143.0,Béchar,1031 Daugavpils Parkway,Béchar,2,59025.0
13,74,,Saudi Arabia,407733804223.0,al-Hawiya,1124 Buenaventura Drive,Mekka,82,6856.0
61,75,,Philippines,565018274456.0,Baybay,492 Cam Ranh Street,Eastern Visayas,75,50805.0
517,76,,Philippines,255800440636.0,Taguig,89 Allappuzha (Alleppey) Manor,National Capital Reg,75,75444.0
114,77,,Taiwan,427454485876.0,Chiayi,1947 Poços de Caldas Boulevard,Chiayi,92,60951.0
431,78,,Brazil,241832790687.0,Rio Claro,1206 Dos Quebradas Place,São Paulo,15,20207.0
108,79,,Taiwan,251164340471.0,Changhwa,1551 Rampur Lane,Changhwa,92,72394.0
402,80,,Kazakstan,896314772871.0,Pavlodar,602 Paarl Street,Pavlodar,51,98889.0
30,81,,Brazil,918711376618.0,Araçatuba,1692 Ede Loop,São Paulo,15,9223.0
425,82,,India,875756771675.0,Rae Bareli,936 Salzburg Lane,Uttar Pradesh,44,96709.0
256,83,,Japan,18581624103.0,Kamakura,586 Tete Way,Kanagawa,50,1079.0
217,84,,Nigeria,701457319790.0,Ife,1888 Kabul Drive,Oyo & Osun,69,20936.0
319,85,,Madagascar,223664661973.0,Mahajanga,320 Baiyin Parkway,Mahajanga,57,37307.0
479,86,,Ukraine,821972242086.0,Simferopol,927 Bahía Blanca Parkway,Krim,100,9495.0
497,87,,South Africa,800716535041.0,Springs,929 Tallahassee Loop,Gauteng,85,74671.0
40,88,,Mexico,48417642933.0,Atlixco,125 Città del Vaticano Boulevard,Puebla,60,67912.0
88,89,,United Kingdom,720998247660.0,Bradford,1557 Kütahya Boulevard,England,102,88002.0
489,90,,Thailand,135117278909.0,Songkhla,870 Ashqelon Loop,Songkhla,94,84931.0
