film_id,categoria_id
830,11
528,8
801,3
589,6
521,7
577,15
175,8
228,4
244,12
648,16
59,3
706,7
204,7
903,16
555,5
945,6
802,1
575,6
610,8
540,12
560,10
658,11
769,9
897,7
456,2
41,16
576,6
63,8
756,5
814,5
458,8
747,10
507,10
309,8
715,8
693,2
529,5
961,9
743,2
595,9
651,2
474,15
664,1
491,3
671,15
216,13
465,13
593,11
198,9
227,10
194,1
702,11
700,8
979,7
746,10
344,3
636,12
644,2
277,11
241,2
670,6
410,5
169,16
902,15
776,6
1000,5
379,7
433,2
900,9
863,14
821,9
217,10
788,6
933,13
785,16
770,9
35,11
569,2
638,5
727,8
336,6
402,2
655,14
751,13
89,2
498,8
57,16
494,11
293,15
115,1
877,12
360,1
374,14
894,16
124,3
139,8
415,11
272,7
450,3
652,4
859,2
841,15
56,1
386,16
341,4
586,1
235,14
777,15
316,10
484,4
27,15
909,11
862,4
267,13
460,9
151,14
847,13
539,7
606,15
820,2
459,9
696,2
137,14
618,7
893,14
247,5
594,1
481,13
926,6
383,15
219,6
243,2
613,5
147,8
20,12
603,8
660,5
71,8
326,2
656,16
975,8
487,4
723,14
957,9
37,4
624,10
892,2
192,9
628,15
489,2
686,13
761,3
915,1
510,2
372,15
478,5
345,8
285,14
852,3
8,11
549,1
684,10
337,9
369,14
853,3
506,11
111,1
26,14
582,2
324,5
332,5
993,3
969,7
878,16
768,3
43,8
73,14
813,15
825,1
343,3
363,12
245,2
159,5
490,13
499,8
760,13
829,8
417,1
22,13
4,11
438,10
83,8
451,16
354,3
805,2
154,2
726,9
806,13
86,12
730,13
312,14
112,9
883,3
291,15
141,10
271,1
390,14
889,3
359,8
854,11
816,2
349,2
195,14
310,10
574,1
333,12
150,6
437,8
401,7
472,16
874,4
163,13
888,6
981,16
932,5
6,9
486,9
248,6
556,10
522,5
100,9
929,9
694,4
667,15
775,7
107,7
752,12
557,8
864,3
948,13
836,15
254,15
480,4
231,8
120,15
583,2
82,8
551,13
544,6
50,8
