actor_id,last_name,film_id,first_name
1,GUINESS,1,PENELOPE
1,GUINESS,23,PENELOPE
1,GUINESS,25,PENELOPE
1,GUINESS,106,PENELOPE
1,GUINESS,140,PENELOPE
1,GUINESS,166,PENELOPE
1,GUINESS,277,PENELOPE
1,GUINESS,361,PENELOPE
1,GUINESS,438,PENELOPE
1,GUINESS,499,PENELOPE
1,GUINESS,506,PENELOPE
1,GUINESS,509,PENELOPE
1,GUINESS,605,PENELOPE
1,GUINESS,635,PENELOPE
1,GUINESS,749,PENELOPE
1,GUINESS,832,PENELOPE
1,GUINESS,939,PENELOPE
1,GUINESS,970,PENELOPE
1,GUINESS,980,PENELOPE
2,WAHLBERG,3,NICK
2,WAHLBERG,31,NICK
2,WAHLBERG,47,NICK
2,WAHLBERG,105,NICK
2,WAHLBERG,132,NICK
2,WAHLBERG,145,NICK
2,WAHLBERG,226,NICK
2,WAHLBERG,249,NICK
2,WAHLBERG,314,NICK
2,WAHLBERG,321,NICK
2,WAHLBERG,357,NICK
2,WAHLBERG,369,NICK
2,WAHLBERG,399,NICK
2,WAHLBERG,458,NICK
2,WAHLBERG,481,NICK
2,WAHLBERG,485,NICK
2,WAHLBERG,518,NICK
2,WAHLBERG,540,NICK
2,WAHLBERG,550,NICK
2,WAHLBERG,555,NICK
2,WAHLBERG,561,NICK
2,WAHLBERG,742,NICK
2,WAHLBERG,754,NICK
2,WAHLBERG,811,NICK
2,WAHLBERG,958,NICK
3,CHASE,17,ED
3,CHASE,40,ED
3,CHASE,42,ED
3,CHASE,87,ED
3,CHASE,111,ED
3,CHASE,185,ED
3,CHASE,289,ED
3,CHASE,329,ED
3,CHASE,336,ED
3,CHASE,341,ED
3,CHASE,393,ED
3,CHASE,441,ED
3,CHASE,453,ED
3,CHASE,480,ED
3,CHASE,539,ED
3,CHASE,618,ED
3,CHASE,685,ED
3,CHASE,827,ED
3,CHASE,966,ED
3,CHASE,967,ED
3,CHASE,971,ED
3,CHASE,996,ED
4,DAVIS,23,JENNIFER
4,DAVIS,25,JENNIFER
4,DAVIS,56,JENNIFER
4,DAVIS,62,JENNIFER
4,DAVIS,79,JENNIFER
4,DAVIS,87,JENNIFER
4,DAVIS,355,JENNIFER
4,DAVIS,379,JENNIFER
4,DAVIS,398,JENNIFER
4,DAVIS,463,JENNIFER
4,DAVIS,490,JENNIFER
4,DAVIS,616,JENNIFER
4,DAVIS,635,JENNIFER
4,DAVIS,691,JENNIFER
4,DAVIS,712,JENNIFER
4,DAVIS,714,JENNIFER
4,DAVIS,721,JENNIFER
4,DAVIS,798,JENNIFER
4,DAVIS,832,JENNIFER
4,DAVIS,858,JENNIFER
4,DAVIS,909,JENNIFER
4,DAVIS,924,JENNIFER
5,LOLLOBRIGIDA,19,JOHNNY
5,LOLLOBRIGIDA,54,JOHNNY
5,LOLLOBRIGIDA,85,JOHNNY
5,LOLLOBRIGIDA,146,JOHNNY
5,LOLLOBRIGIDA,171,JOHNNY
5,LOLLOBRIGIDA,172,JOHNNY
5,LOLLOBRIGIDA,202,JOHNNY
5,LOLLOBRIGIDA,203,JOHNNY
5,LOLLOBRIGIDA,286,JOHNNY
5,LOLLOBRIGIDA,288,JOHNNY
5,LOLLOBRIGIDA,316,JOHNNY
5,LOLLOBRIGIDA,340,JOHNNY
5,LOLLOBRIGIDA,369,JOHNNY
5,LOLLOBRIGIDA,375,JOHNNY
5,LOLLOBRIGIDA,383,JOHNNY
5,LOLLOBRIGIDA,392,JOHNNY
5,LOLLOBRIGIDA,411,JOHNNY
5,LOLLOBRIGIDA,503,JOHNNY
5,LOLLOBRIGIDA,535,JOHNNY
5,LOLLOBRIGIDA,571,JOHNNY
5,LOLLOBRIGIDA,650,JOHNNY
5,LOLLOBRIGIDA,665,JOHNNY
5,LOLLOBRIGIDA,687,JOHNNY
5,LOLLOBRIGIDA,730,JOHNNY
5,LOLLOBRIGIDA,732,JOHNNY
5,LOLLOBRIGIDA,811,JOHNNY
5,LOLLOBRIGIDA,817,JOHNNY
5,LOLLOBRIGIDA,841,JOHNNY
5,LOLLOBRIGIDA,865,JOHNNY
6,NICHOLSON,29,BETTE
6,NICHOLSON,53,BETTE
6,NICHOLSON,60,BETTE
6,NICHOLSON,70,BETTE
6,NICHOLSON,112,BETTE
6,NICHOLSON,164,BETTE
6,NICHOLSON,165,BETTE
6,NICHOLSON,193,BETTE
6,NICHOLSON,256,BETTE
6,NICHOLSON,451,BETTE
6,NICHOLSON,503,BETTE
6,NICHOLSON,509,BETTE
6,NICHOLSON,517,BETTE
6,NICHOLSON,519,BETTE
6,NICHOLSON,605,BETTE
6,NICHOLSON,692,BETTE
6,NICHOLSON,826,BETTE
6,NICHOLSON,892,BETTE
6,NICHOLSON,902,BETTE
6,NICHOLSON,994,BETTE
7,MOSTEL,25,GRACE
7,MOSTEL,27,GRACE
7,MOSTEL,35,GRACE
7,MOSTEL,67,GRACE
7,MOSTEL,96,GRACE
7,MOSTEL,170,GRACE
7,MOSTEL,173,GRACE
7,MOSTEL,217,GRACE
7,MOSTEL,218,GRACE
7,MOSTEL,225,GRACE
7,MOSTEL,292,GRACE
7,MOSTEL,351,GRACE
7,MOSTEL,414,GRACE
7,MOSTEL,463,GRACE
