pstaff_id,customer_id,rental_id,payment_id,rental_date,return_date,payment_date,amount,rstaff_id,inventory_id
1,1,76,1,2005-05-25 11:30:37,2005-06-03 12:00:37,2005-05-25 11:30:37,2.99,2,3021
1,1,573,2,2005-05-28 10:35:23,2005-06-03 06:32:23,2005-05-28 10:35:23,0.99,1,4020
1,1,1185,3,2005-06-15 00:54:12,2005-06-23 02:42:12,2005-06-15 00:54:12,5.99,2,2785
2,1,1422,4,2005-06-15 18:02:53,2005-06-19 15:54:53,2005-06-15 18:02:53,0.99,2,1021
2,1,1476,5,2005-06-15 21:08:46,2005-06-25 02:26:46,2005-06-15 21:08:46,9.99,1,1407
1,1,1725,6,2005-06-16 15:18:57,2005-06-17 21:05:57,2005-06-16 15:18:57,4.99,1,726
1,1,2308,7,2005-06-18 08:41:48,2005-06-22 03:36:48,2005-06-18 08:41:48,4.99,2,197
2,1,2363,8,2005-06-18 13:33:59,2005-06-19 17:40:59,2005-06-18 13:33:59,0.99,1,3497
1,1,3284,9,2005-06-21 06:24:45,2005-06-28 03:28:45,2005-06-21 06:24:45,3.99,1,4566
2,1,4526,10,2005-07-08 03:17:05,2005-07-14 01:19:05,2005-07-08 03:17:05,5.99,2,1443
1,1,4611,11,2005-07-08 07:33:56,2005-07-12 13:25:56,2005-07-08 07:33:56,5.99,2,3486
1,1,5244,12,2005-07-09 13:24:07,2005-07-14 14:01:07,2005-07-09 13:24:07,4.99,2,3726
1,1,5326,13,2005-07-09 16:38:01,2005-07-13 18:02:01,2005-07-09 16:38:01,4.99,1,797
1,1,6163,14,2005-07-11 10:13:46,2005-07-19 13:15:46,2005-07-11 10:13:46,7.99,2,1330
2,1,7273,15,2005-07-27 11:31:22,2005-07-31 06:50:22,2005-07-27 11:31:22,2.99,1,2465
1,1,7841,16,2005-07-28 09:04:45,2005-07-30 12:37:45,2005-07-28 09:04:45,4.99,2,1092
2,1,8033,17,2005-07-28 16:18:23,2005-07-30 17:56:23,2005-07-28 16:18:23,4.99,1,4268
1,1,8074,18,2005-07-28 17:33:39,2005-07-29 20:17:39,2005-07-28 17:33:39,0.99,1,1558
2,1,8116,19,2005-07-28 19:20:07,2005-07-29 22:54:07,2005-07-28 19:20:07,0.99,1,4497
2,1,8326,20,2005-07-29 03:58:49,2005-08-01 05:16:49,2005-07-29 03:58:49,2.99,2,108
2,1,9571,21,2005-07-31 02:42:18,2005-08-02 23:26:18,2005-07-31 02:42:18,2.99,2,2219
2,1,10437,22,2005-08-01 08:51:04,2005-08-10 12:12:04,2005-08-01 08:51:04,4.99,1,14
2,1,11299,23,2005-08-02 15:36:52,2005-08-10 16:40:52,2005-08-02 15:36:52,3.99,2,3232
1,1,11367,24,2005-08-02 18:01:38,2005-08-04 13:19:38,2005-08-02 18:01:38,0.99,1,1440
2,1,11824,25,2005-08-17 12:37:54,2005-08-19 10:11:54,2005-08-17 12:37:54,4.99,2,2639
1,1,12250,26,2005-08-18 03:57:29,2005-08-22 23:05:29,2005-08-18 03:57:29,0.99,1,921
2,1,13068,27,2005-08-19 09:55:16,2005-08-20 14:44:16,2005-08-19 09:55:16,0.99,2,3019
2,1,13176,28,2005-08-19 13:56:54,2005-08-23 08:50:54,2005-08-19 13:56:54,2.99,2,2269
1,1,14762,29,2005-08-21 23:33:57,2005-08-23 01:30:57,2005-08-21 23:33:57,0.99,1,4249
1,1,14825,30,2005-08-22 01:27:57,2005-08-27 07:01:57,2005-08-22 01:27:57,1.99,2,1449
2,1,15298,31,2005-08-22 19:41:37,2005-08-28 22:49:37,2005-08-22 19:41:37,2.99,1,1446
1,1,15315,32,2005-08-22 20:03:46,2005-08-30 01:51:46,2005-08-22 20:03:46,5.99,2,312
1,2,320,33,2005-05-27 00:09:24,2005-05-28 04:30:24,2005-05-27 00:09:24,4.99,2,1090
1,2,2128,34,2005-06-17 20:54:58,2005-06-24 00:41:58,2005-06-17 20:54:58,2.99,2,352
1,2,5636,35,2005-07-10 06:31:24,2005-07-13 02:36:24,2005-07-10 06:31:24,2.99,1,4116
1,2,5755,36,2005-07-10 12:38:56,2005-07-19 17:02:56,2005-07-10 12:38:56,6.99,1,2760
2,2,7346,37,2005-07-27 14:30:42,2005-08-02 16:48:42,2005-07-27 14:30:42,4.99,1,741
1,2,7376,38,2005-07-27 15:23:02,2005-08-04 10:35:02,2005-07-27 15:23:02,5.99,2,488
2,2,7459,39,2005-07-27 18:40:20,2005-08-02 21:07:20,2005-07-27 18:40:20,5.99,2,2053
2,2,8230,40,2005-07-29 00:12:59,2005-08-06 19:52:59,2005-07-29 00:12:59,5.99,2,1937
1,2,8598,41,2005-07-29 12:56:59,2005-08-01 08:39:59,2005-07-29 12:56:59,2.99,2,626
2,2,8705,42,2005-07-29 17:14:29,2005-08-02 16:01:29,2005-07-29 17:14:29,5.99,1,4038
1,2,9031,43,2005-07-30 06:06:10,2005-08-04 10:45:10,2005-07-30 06:06:10,4.99,2,2377
2,2,9236,44,2005-07-30 13:47:43,2005-08-08 18:52:43,2005-07-30 13:47:43,10.99,1,4030
2,2,9248,45,2005-07-30 14:14:11,2005-08-05 11:19:11,2005-07-30 14:14:11,0.99,1,1382
2,2,9296,46,2005-07-30 16:21:13,2005-08-08 11:57:13,2005-07-30 16:21:13,6.99,1,4088
2,2,9465,47,2005-07-30 22:39:53,2005-08-06 16:43:53,2005-07-30 22:39:53,6.99,2,3084
1,2,10136,48,2005-07-31 21:58:56,2005-08-03 19:44:56,2005-07-31 21:58:56,2.99,1,3142
1,2,10466,49,2005-08-01 09:45:26,2005-08-06 06:28:26,2005-08-01 09:45:26,0.99,1,138
1,2,10918,50,2005-08-02 02:10:56,2005-08-02 21:23:56,2005-08-02 02:10:56,0.99,1,3418
1,2,11087,51,2005-08-02 07:41:41,2005-08-10 10:37:41,2005-08-02 07:41:41,5.99,2,654
1,2,11177,52,2005-08-02 10:43:48,2005-08-10 10:55:48,2005-08-02 10:43:48,6.99,2,1149
2,2,11256,53,2005-08-02 13:44:53,2005-08-04 16:39:53,2005-08-02 13:44:53,2.99,1,2060
1,2,11614,54,2005-08-17 03:52:18,2005-08-20 07:04:18,2005-08-17 03:52:18,2.99,1,805
1,2,12963,55,2005-08-19 06:26:04,2005-08-23 11:37:04,2005-08-19 06:26:04,2.99,2,1521
1,2,14475,56,2005-08-21 13:24:32,2005-08-27 08:59:32,2005-08-21 13:24:32,4.99,2,3164
2,2,14743,57,2005-08-21 22:41:56,2005-08-29 00:18:56,2005-08-21 22:41:56,5.99,1,4570
2,2,15145,58,2005-08-22 13:53:04,2005-08-31 15:51:04,2005-08-22 13:53:04,4.99,1,2179
2,2,15907,59,2005-08-23 17:39:35,2005-08-25 23:23:35,2005-08-23 17:39:35,4.99,1,2898
1,3,435,60,2005-05-27 17:17:09,2005-06-02 11:20:09,2005-05-27 17:17:09,1.99,2,3328
1,3,830,61,2005-05-29 22:43:55,2005-06-01 17:43:55,2005-05-29 22:43:55,2.99,1,3464
1,3,1546,62,2005-06-16 01:34:05,2005-06-24 04:27:05,2005-06-16 01:34:05,8.99,1,3913
1,3,1726,63,2005-06-16 15:19:10,2005-06-25 11:39:10,2005-06-16 15:19:10,6.99,2,116
2,3,1911,64,2005-06-17 05:15:15,2005-06-24 11:05:15,2005-06-17 05:15:15,6.99,2,910
1,3,2628,65,2005-06-19 08:34:53,2005-06-28 04:19:53,2005-06-19 08:34:53,2.99,2,3917
1,3,4180,66,2005-07-07 10:23:25,2005-07-10 13:18:25,2005-07-07 10:23:25,4.99,1,1704
1,3,4725,67,2005-07-08 12:47:11,2005-07-15 09:08:11,2005-07-08 12:47:11,4.99,2,2058
1,3,7096,68,2005-07-27 04:54:42,2005-08-03 01:42:42,2005-07-27 04:54:42,5.99,2,2575
2,3,7503,69,2005-07-27 20:23:12,2005-08-05 18:46:12,2005-07-27 20:23:12,10.99,2,579
2,3,7703,70,2005-07-28 03:59:21,2005-08-05 08:52:21,2005-07-28 03:59:21,7.99,1,2150
2,3,7724,71,2005-07-28 04:46:30,2005-08-04 08:41:30,2005-07-28 04:46:30,6.99,1,346
1,3,7911,72,2005-07-28 11:46:45,2005-07-29 07:19:45,2005-07-28 11:46:45,4.99,1,390
2,3,8086,73,2005-07-28 18:17:14,2005-07-30 18:22:14,2005-07-28 18:17:14,4.99,2,1182
1,3,8545,74,2005-07-29 11:07:04,2005-08-06 13:30:04,2005-07-29 11:07:04,2.99,2,3261
1,3,9226,75,2005-07-30 13:31:20,2005-08-06 16:42:20,2005-07-30 13:31:20,1.99,1,4315
2,3,9443,76,2005-07-30 21:45:46,2005-08-05 21:22:46,2005-07-30 21:45:46,3.99,1,1675
1,3,9595,77,2005-07-31 03:27:58,2005-08-03 05:58:58,2005-07-31 03:27:58,2.99,1,2829
2,3,9816,78,2005-07-31 11:32:58,2005-08-04 17:12:58,2005-07-31 11:32:58,4.99,2,4560
2,3,10597,79,2005-08-01 14:19:48,2005-08-08 20:01:48,2005-08-01 14:19:48,5.99,1,3292
2,3,12556,80,2005-08-18 14:49:55,2005-08-24 15:20:55,2005-08-18 14:49:55,4.99,2,1984
1,3,13403,81,2005-08-19 22:18:07,2005-08-27 19:23:07,2005-08-19 22:18:07,8.99,1,3241
2,3,13610,82,2005-08-20 06:14:12,2005-08-26 00:44:12,2005-08-20 06:14:12,2.99,2,2526
2,3,14699,83,2005-08-21 20:50:48,2005-08-29 18:08:48,2005-08-21 20:50:48,8.99,2,1427
2,3,15038,84,2005-08-22 09:37:27,2005-08-23 14:39:27,2005-08-22 09:37:27,0.99,1,1685
1,3,15619,85,2005-08-23 07:10:14,2005-08-26 07:21:14,2005-08-23 07:10:14,2.99,2,2468
1,4,1297,86,2005-06-15 09:31:28,2005-06-19 04:33:28,2005-06-15 09:31:28,4.99,1,1075
1,4,1633,87,2005-06-16 08:08:40,2005-06-17 11:12:40,2005-06-16 08:08:40,0.99,1,280
2,4,1707,88,2005-06-16 14:01:27,2005-06-18 09:35:27,2005-06-16 14:01:27,2.99,1,185
2,4,1735,89,2005-06-16 15:51:52,2005-06-20 13:27:52,2005-06-16 15:51:52,0.99,1,97
2,4,2043,90,2005-06-17 14:31:12,2005-06-19 11:04:12,2005-06-17 14:31:12,0.99,2,2495
1,4,2642,91,2005-06-19 09:39:01,2005-06-25 08:33:01,2005-06-19 09:39:01,5.99,1,2065
1,4,7660,92,2005-07-28 02:10:10,2005-07-30 04:29:10,2005-07-28 02:10:10,2.99,2,4385
2,4,7718,93,2005-07-28 04:37:59,2005-07-29 09:20:59,2005-07-28 04:37:59,2.99,2,3587
1,4,8741,94,2005-07-29 18:44:57,2005-08-03 18:25:57,2005-07-29 18:44:57,3.99,2,165
1,4,9100,95,2005-07-30 08:46:09,2005-08-05 10:34:09,2005-07-30 08:46:09,5.99,1,4117
1,4,9371,96,2005-07-30 18:58:00,2005-08-03 15:14:00,2005-07-30 18:58:00,5.99,1,2980
2,4,11069,97,2005-08-02 07:09:34,2005-08-08 08:39:34,2005-08-02 07:09:34,0.99,1,57
1,4,11110,98,2005-08-02 08:20:31,2005-08-04 05:06:31,2005-08-02 08:20:31,2.99,2,4311
2,4,11529,99,2005-08-17 00:28:01,2005-08-19 04:47:01,2005-08-17 00:28:01,4.99,2,3071
1,4,12151,100,2005-08-18 00:14:03,2005-08-18 23:52:03,2005-08-18 00:14:03,2.99,2,1976
2,4,12294,101,2005-08-18 05:14:44,2005-08-27 01:32:44,2005-08-18 05:14:44,8.99,2,2479
2,4,12856,102,2005-08-19 02:19:13,2005-08-23 07:49:13,2005-08-19 02:19:13,1.99,2,132
1,4,13704,103,2005-08-20 09:32:04,2005-08-23 14:29:04,2005-08-20 09:32:04,2.99,2,3373
1,4,13807,104,2005-08-20 12:55:40,2005-08-28 09:06:40,2005-08-20 12:55:40,6.99,2,3822
2,4,14225,105,2005-08-21 04:53:37,2005-08-25 23:39:37,2005-08-21 04:53:37,4.99,2,984
1,4,15147,106,2005-08-22 13:58:23,2005-08-28 14:33:23,2005-08-22 13:58:23,2.99,2,2553
2,4,15635,107,2005-08-23 07:43:00,2005-08-27 10:47:00,2005-08-23 07:43:00,1.99,1,3308
