film_id,inventory_id,store_id
1,1,1
1,2,1
1,3,1
1,4,1
4,16,1
4,17,1
4,18,1
4,19,1
6,26,1
6,27,1
6,28,1
7,32,1
7,33,1
9,41,1
9,42,1
9,43,1
10,46,1
10,47,1
10,48,1
10,49,1
11,53,1
11,54,1
11,55,1
11,56,1
12,60,1
12,61,1
12,62,1
15,71,1
15,72,1
16,77,1
16,78,1
17,81,1
17,82,1
17,83,1
18,87,1
18,88,1
18,89,1
19,93,1
19,94,1
19,95,1
19,96,1
20,99,1
20,100,1
20,101,1
21,102,1
21,103,1
22,108,1
22,109,1
22,110,1
22,111,1
23,115,1
23,116,1
23,117,1
24,120,1
24,121,1
24,122,1
24,123,1
25,124,1
25,125,1
25,126,1
25,127,1
26,130,1
26,131,1
27,135,1
27,136,1
27,137,1
27,138,1
28,139,1
28,140,1
28,141,1
29,142,1
29,143,1
30,144,1
30,145,1
31,146,1
31,147,1
31,148,1
31,149,1
35,160,1
35,161,1
35,162,1
35,163,1
37,167,1
37,168,1
37,169,1
37,170,1
39,174,1
39,175,1
39,176,1
43,189,1
43,190,1
43,191,1
44,196,1
44,197,1
45,201,1
45,202,1
45,203,1
45,204,1
48,212,1
48,213,1
49,216,1
49,217,1
49,218,1
50,222,1
50,223,1
50,224,1
51,227,1
51,228,1
53,235,1
53,236,1
54,237,1
54,238,1
54,239,1
55,242,1
55,243,1
55,244,1
55,245,1
56,248,1
56,249,1
56,250,1
57,253,1
57,254,1
57,255,1
57,256,1
59,264,1
59,265,1
59,266,1
60,269,1
60,270,1
60,271,1
61,272,1
61,273,1
61,274,1
61,275,1
63,280,1
63,281,1
66,291,1
66,292,1
66,293,1
67,294,1
67,295,1
68,300,1
68,301,1
69,304,1
69,305,1
69,306,1
69,307,1
70,312,1
70,313,1
72,320,1
72,321,1
72,322,1
72,323,1
73,326,1
73,327,1
73,328,1
73,329,1
74,334,1
74,335,1
74,336,1
76,342,1
76,343,1
76,344,1
77,345,1
77,346,1
77,347,1
77,348,1
78,351,1
78,352,1
78,353,1
79,358,1
79,359,1
79,360,1
80,364,1
80,365,1
80,366,1
80,367,1
81,368,1
81,369,1
81,370,1
81,371,1
82,372,1
82,373,1
83,374,1
83,375,1
83,376,1
84,379,1
84,380,1
84,381,1
84,382,1
86,387,1
86,388,1
86,389,1
86,390,1
89,399,1
89,400,1
89,401,1
90,405,1
90,406,1
90,407,1
91,411,1
91,412,1
91,413,1
91,414,1
92,419,1
92,420,1
94,426,1
94,427,1
95,428,1
95,429,1
96,433,1
96,434,1
96,435,1
97,436,1
97,437,1
97,438,1
97,439,1
98,442,1
98,443,1
98,444,1
99,445,1
99,446,1
99,447,1
100,451,1
100,452,1
100,453,1
100,454,1
101,457,1
101,458,1
101,459,1
101,460,1
103,465,1
103,466,1
103,467,1
103,468,1
105,476,1
105,477,1
106,481,1
106,482,1
109,485,1
109,486,1
109,487,1
109,488,1
110,493,1
110,494,1
110,495,1
110,496,1
112,501,1
112,502,1
112,503,1
112,504,1
114,512,1
114,513,1
114,514,1
114,515,1
115,519,1
115,520,1
115,521,1
116,526,1
116,527,1
117,532,1
117,533,1
117,534,1
117,535,1
118,538,1
118,539,1
118,540,1
118,541,1
119,544,1
119,545,1
119,546,1
120,551,1
120,552,1
120,553,1
121,554,1
121,555,1
121,556,1
122,560,1
122,561,1
122,562,1
122,563,1
123,567,1
123,568,1
127,580,1
127,581,1
127,582,1
127,583,1
129,588,1
129,589,1
129,590,1
130,594,1
130,595,1
131,600,1
131,601,1
131,602,1
131,603,1
132,606,1
