assays_VARI,assays_CONSC,assays_BFOR,assays_ASTET,assays_ASSORGA,assays_ASSTI,assays_TISI,assays_CURAB,assays_DOI,assays_ASSSUBFRA,assays_T,assays_ASSSTR,assays_Descr,assays_RELATT,assays_SRASSI,assays_CHEI,assays_ASSCAT,assays_AST,assays_ASTAI,assays_SI,assays_ASCET,assays_CI,assays_ASI
,1,BAO_0000218,In vivo,Rattus norvegicus,Kidney,2113.0,Intermediate,9866,,50597,,Biodistribution in normal rat kidney in the presence of 0.005 M Gd/0.01 M lig at 2 hr,N,,CHEMBL618647,,A,10116.0,1,,,7524
,1,BAO_0000218,In vivo,Rattus norvegicus,Kidney,2113.0,Intermediate,9866,,50597,,Biodistribution in normal rat kidney in the presence of 0.01 M Gd/0.05 M lig,N,,CHEMBL618648,,A,10116.0,1,,,7525
,1,BAO_0000218,In vivo,Rattus norvegicus,Kidney,2113.0,Intermediate,9866,,50597,,Biodistribution in normal rat kidney in the presence of NAC Gd 0.01 M lig at 2 hr,N,,CHEMBL618649,,A,10116.0,1,,,7526
,1,BAO_0000218,In vivo,Rattus norvegicus,Liver,2107.0,Intermediate,9866,,50597,,Biodistribution in normal rat liver in the presence of 0.005 M Gd/0.01 M lig at 2 hr,N,,CHEMBL618650,,A,10116.0,1,,,7527
,1,BAO_0000218,In vivo,Rattus norvegicus,Liver,2107.0,Intermediate,9866,,50597,,Biodistribution in normal rat liver in the presence of 0.01 M Gd/0.05 M lig,N,,CHEMBL618651,,A,10116.0,1,,,7528
,1,BAO_0000218,In vivo,Rattus norvegicus,Liver,2107.0,Intermediate,9866,,50597,,Biodistribution in normal rat liver in the presence of NAC Gd 0.01 M lig at 2 hr,N,,CHEMBL876497,,A,10116.0,1,,,7529
,1,BAO_0000218,In vivo,Rattus norvegicus,Lung,2048.0,Intermediate,9866,,50597,,Biodistribution in normal rat lung in the presence of 0.005 M Gd/0.01 M lig at 2 hr,N,,CHEMBL618652,,A,10116.0,1,,,7530
,1,BAO_0000218,In vivo,Rattus norvegicus,Lung,2048.0,Intermediate,9866,,50597,,Biodistribution in normal rat lung in the presence of 0.01 M Gd/0.05 M lig,N,,CHEMBL618653,,A,10116.0,1,,,7531
,1,BAO_0000218,In vivo,Rattus norvegicus,Lung,2048.0,Intermediate,9866,,50597,,Biodistribution in normal rat lung in the presence of NAC Gd 0.01 M lig at 2 hr,N,,CHEMBL618654,,A,10116.0,1,,,7532
,1,BAO_0000218,,Rattus norvegicus,,,Intermediate,6351,,50597,,Recovery rate from urine and bile was determined after iv administration at 20 mg/kg in rats; Not tested,N,,CHEMBL618655,,A,10116.0,1,,,7533
,1,BAO_0000218,,Rattus norvegicus,,,Intermediate,1465,,50597,,Compound was tested for solubility in water,N,,CHEMBL618656,,A,10116.0,1,,,7534
,0,BAO_0000100,,,,,Intermediate,5182,,22229,,Solubility in phosphate buffered saline (1% DMSO) at pH 6.5 (24 hr equilibration),U,,CHEMBL618657,,P,,1,,,7535
,1,BAO_0000218,,Rattus norvegicus,,,Intermediate,17847,,50597,,Solubility was determined,N,,CHEMBL618658,,A,10116.0,1,,,7536
,1,BAO_0000218,,Rattus norvegicus,,,Intermediate,15339,,50597,,solubility in water (ug/mL) at 37 degree C.,N,,CHEMBL618659,,A,10116.0,1,,,7537
,1,BAO_0000218,,Rattus norvegicus,,,Intermediate,5202,,50597,,First pass metabolism and metabolic bioavailability using rat hepatic microsomes,N,,CHEMBL618660,,A,10116.0,1,,,7538
,1,BAO_0000218,,Rattus norvegicus,,,Intermediate,1088,,50597,,In vitro stability relative to (+)-AJ76 in rat hepatocyte assay,N,,CHEMBL618661,,A,10116.0,1,,,7539
,1,BAO_0000218,,Rattus norvegicus,,,Intermediate,3169,,50597,,Half life in rats,N,,CHEMBL873807,,A,10116.0,1,,,7540
,1,BAO_0000218,,Rattus norvegicus,,,Intermediate,5353,,50597,,Half life in Dawley rat,N,,CHEMBL618662,,A,10116.0,1,,,7541
,1,BAO_0000218,In vivo,Rattus norvegicus,,,Intermediate,2864,,50597,,Half life period after 3 mg/kg iv administration,N,,CHEMBL618663,,A,10116.0,1,,,7542
,1,BAO_0000218,In vivo,Rattus norvegicus,,,Intermediate,2864,,50597,,Half life period after 3 mg/kg iv administration in rat,N,,CHEMBL618664,,A,10116.0,1,,,7543
,1,BAO_0000218,In vivo,Rattus norvegicus,,,Intermediate,2864,,50597,,Half life period after 3 mg/kg iv administration in the rat,N,,CHEMBL618665,,A,10116.0,1,,,7544
,1,BAO_0000218,,Rattus norvegicus,,,Intermediate,6362,,50597,,Half life period in female Sprague-Dawley rats,N,,CHEMBL876498,,A,10116.0,1,,,7545
,1,BAO_0000218,,Rattus norvegicus,,,Intermediate,6249,,50597,,Half life period in rat,N,,CHEMBL618666,,A,10116.0,1,,,7546
,1,BAO_0000218,,Rattus norvegicus,,,Intermediate,3169,,50597,,Half-life in rats was determined,N,,CHEMBL620440,,A,10116.0,1,,,7547
,1,BAO_0000218,,Rattus norvegicus,,,Intermediate,3169,,50597,,Half-life in rats with metabolic oxidation,N,,CHEMBL620441,,A,10116.0,1,,,7548
,1,BAO_0000218,,Rattus norvegicus,,,Intermediate,3169,,50597,,Half-life in rats,N,,CHEMBL620442,,A,10116.0,1,,,7549
,1,BAO_0000218,In vivo,Rattus norvegicus,,,Intermediate,17260,,50597,,T 1/2 at a dose of 10 mg/Kg administered intravenously in female hanover-wistar rat,N,,CHEMBL620443,,A,10116.0,1,,,7550
,1,BAO_0000218,In vivo,Rattus norvegicus,,,Intermediate,17260,,50597,,T 1/2 at a dose of 10 mg/Kg administered perorally in female hanover-wistar rat,N,,CHEMBL620444,,A,10116.0,1,,,7551
,1,BAO_0000218,In vivo,Rattus norvegicus,,,Intermediate,17260,,50597,,T max at a dose of 10 mg/Kg administered intravenously in female hanover-wistar rat,N,,CHEMBL620445,,A,10116.0,1,,,7552
,1,BAO_0000218,In vivo,Rattus norvegicus,,,Intermediate,17260,,50597,,T max at a dose of 10 mg/Kg administered perorally in female hanover-wistar rat,N,,CHEMBL620446,,A,10116.0,1,,,7553
,1,BAO_0000218,,Rattus norvegicus,Plasma,1969.0,Intermediate,2879,,50597,,Biological half-life measured in plasma of rat,N,,CHEMBL620447,,A,10116.0,1,,,7554
,1,BAO_0000218,,Rattus norvegicus,Plasma,1969.0,Intermediate,2879,,50597,,Biological half-life measured in plasma of rat; 22-25,N,,CHEMBL621129,,A,10116.0,1,,,7555
,1,BAO_0000218,,Rattus norvegicus,Plasma,1969.0,Intermediate,2879,,50597,,Biological half-life measured in plasma of rat; 9-16,N,,CHEMBL621130,,A,10116.0,1,,,7556
,1,BAO_0000218,In vivo,Rattus norvegicus,,,Intermediate,3184,,50597,,Compound was evaluated for its half life when administered intravenously in rat,N,,CHEMBL873808,,A,10116.0,1,,,7557
,1,BAO_0000218,In vivo,Rattus norvegicus,,,Intermediate,4891,,50597,,Compound was evaluated for pharmacokinetic parameter percent bioavailability at 8 h,N,,CHEMBL876598,,A,10116.0,1,,,7558
,1,BAO_0000218,In vivo,Rattus norvegicus,,,Intermediate,429,,50597,,Evaluated for pharmacokinetic parameter half-life in rat at the dose 50 mg/kg,N,,CHEMBL621131,,A,10116.0,1,,,7559
,1,BAO_0000218,In vivo,Rattus norvegicus,,,Intermediate,5656,,50597,,Half life (T1/2) after oral administration in rat,N,,CHEMBL621132,,A,10116.0,1,,,7560
,1,BAO_0000218,In vivo,Rattus norvegicus,,,Intermediate,4413,,50597,,Half life of compound after iv administration of 20 mg/kg dose in rat,N,,CHEMBL621133,,A,10116.0,1,,,7561
,1,BAO_0000218,In vivo,Rattus norvegicus,,,Expert,3598,,50597,,Half life of compound determined in rat after iv administration at a dose of 10 mg/kg,N,,CHEMBL621312,,A,10116.0,1,,,7562
,1,BAO_0000218,,Rattus norvegicus,,,Intermediate,17267,,50597,,Half life of compound was determined in rat,N,,CHEMBL621313,,A,10116.0,1,,,7563
,1,BAO_0000218,,Rattus norvegicus,Blood,178.0,Intermediate,4727,,50597,,Half life of compound was determined in rat blood,N,,CHEMBL621314,,A,10116.0,1,,,7564
,1,BAO_0000218,In vivo,Rattus norvegicus,,,Intermediate,17651,,50597,,Half life at 1 mg/kg was determined in rat,N,,CHEMBL621315,,A,10116.0,1,,,7565
,1,BAO_0000218,In vivo,Rattus norvegicus,,,Intermediate,17651,,50597,,Half life at 10 mg/kg was determined in rat,N,,CHEMBL621316,,A,10116.0,1,,,7566
,1,BAO_0000218,,Rattus norvegicus,,,Intermediate,401,,50597,,Half life in rats,N,,CHEMBL621317,,A,10116.0,1,,,7567
,1,BAO_0000218,,Rattus norvegicus,,,Intermediate,4942,,50597,,Half life in rats in hours,N,,CHEMBL621318,,A,10116.0,1,,,7568
,1,BAO_0000218,In vivo,Rattus norvegicus,,,Intermediate,17735,,50597,,Half life following 10 mg/kg intravenous or 50 mg/kg oral dosing in rats was determined,N,,CHEMBL621319,,A,10116.0,1,,,7569
,1,BAO_0000218,In vivo,Rattus norvegicus,,,Intermediate,6056,,50597,,Half life was calculated at a single intravenous administration of 20 mg/kg in rat,N,,CHEMBL621377,,A,10116.0,1,,,7570
,1,BAO_0000218,,Rattus norvegicus,,,Intermediate,5213,,50597,,Half life was determined,N,,CHEMBL621378,,A,10116.0,1,,,7571
,1,BAO_0000218,In vivo,Rattus norvegicus,,,Intermediate,6616,,50597,,Half life after i.v. administration,N,,CHEMBL876599,,A,10116.0,1,,,7572
,1,BAO_0000218,In vivo,Rattus norvegicus,,,Intermediate,5937,,50597,,Half life in rat after intravenous administration at a concentration 0.5 mg/kg,N,,CHEMBL621379,,A,10116.0,1,,,7573
,1,BAO_0000218,,Rattus norvegicus,Plasma,1969.0,Intermediate,5819,,50597,,Half life in rat plasma,N,,CHEMBL621380,,A,10116.0,1,,,7574
,1,BAO_0000218,,Rattus norvegicus,Plasma,1969.0,Intermediate,5819,,50597,,Half life in rat plasma; Not detected,N,,CHEMBL621381,,A,10116.0,1,,,7575
,1,BAO_0000218,,Rattus norvegicus,,,Intermediate,6803,,50597,,Half life in rats,N,,CHEMBL618515,,A,10116.0,1,,,7576
,1,BAO_0000218,In vivo,Rattus norvegicus,,,Intermediate,17804,,50597,,Half life period of compound was determined after peroral administration,N,,CHEMBL618516,,A,10116.0,1,,,7577
,1,BAO_0000218,In vivo,Rattus norvegicus,,,Intermediate,17804,,50597,,Half life period of compound was determined at a dose of 3 mg/kg by intravenous administration,N,,CHEMBL618517,,A,10116.0,1,,,7578
,1,BAO_0000218,,Rattus norvegicus,,,Intermediate,5948,,50597,,Half life period in rat,N,,CHEMBL618518,,A,10116.0,1,,,7579
,1,BAO_0000218,In vivo,Rattus norvegicus,,,Intermediate,1916,,50597,,Half life period was evaluated against Sprague-Dawley rats at a dose of 15 mg/kg after iv administration,N,,CHEMBL618519,,A,10116.0,1,,,7580
,1,BAO_0000218,In vivo,Rattus norvegicus,,,Intermediate,1916,,50597,,Half life period was evaluated in Sprague-Dawley rats at a dose of 15 mg/kg after po administration,N,,CHEMBL618698,,A,10116.0,1,,,7581
,1,BAO_0000218,In vivo,Rattus norvegicus,,,Intermediate,1916,,50597,,Half life period was evaluated in Sprague-Dawley rats at a dose of 15 mg/kg after po administration; Not available,N,,CHEMBL618862,,A,10116.0,1,,,7582
,1,BAO_0000218,In vivo,Rattus norvegicus,,,Intermediate,4890,,50597,,Half life period was determined after intravenous administration at a dose 5 mg/kg to male Sprague-Dawley rats,N,,CHEMBL618863,,A,10116.0,1,,,7583
,1,BAO_0000218,In vivo,Rattus norvegicus,,,Intermediate,17764,,50597,,Half life period was determined for compound after intravenous administration in rats at 24 uM/kg,N,,CHEMBL618864,,A,10116.0,1,,,7584
,1,BAO_0000218,In vivo,Rattus norvegicus,,,Intermediate,4727,,50597,,Half life time in rat the dose of 2 mg/kg,N,,CHEMBL618865,,A,10116.0,1,,,7585
,1,BAO_0000218,In vivo,Rattus norvegicus,,,Intermediate,17509,,50597,,Half-life 24 hr after 10 mg/kg iv administration in rats,N,,CHEMBL618866,,A,10116.0,1,,,7586
,1,BAO_0000218,In vivo,Rattus norvegicus,,,Intermediate,17509,,50597,,Half-life 24 hr after 2 mg/kg iv administration in rats,N,,CHEMBL618867,,A,10116.0,1,,,7587
,1,BAO_0000218,,Rattus norvegicus,,,Intermediate,6597,,50597,,Half-life consistent with the observed metabolic steady state in rats,N,,CHEMBL875828,,A,10116.0,1,,,7588
,1,BAO_0000218,In vivo,Rattus norvegicus,,,Intermediate,17735,,50597,,Half-life following 10 mg/kg intravenous or 50 mg/kg oral dosing in rats was determined,N,,CHEMBL618868,,A,10116.0,1,,,7589
,1,BAO_0000218,,Rattus norvegicus,,,Intermediate,6597,,50597,,Half-life for oxidative metabolic stability was determined using male human,N,,CHEMBL618869,,A,10116.0,1,,,7590
,1,BAO_0000218,In vivo,Rattus norvegicus,,,Intermediate,17670,,50597,,"Half-life in fischer rats at 5 mg/kg dose, administered intravenously",N,,CHEMBL618870,,A,10116.0,1,,,7591
,1,BAO_0000218,,Rattus norvegicus,Plasma,1969.0,Intermediate,1696,,50597,,Half-life in rat plasma,N,,CHEMBL618871,,A,10116.0,1,,,7592
,1,BAO_0000218,,Rattus norvegicus,Plasma,1969.0,Intermediate,1742,,50597,,Half-life in rat plasma was determined,N,,CHEMBL618872,,A,10116.0,1,,,7593
,1,BAO_0000218,,Rattus norvegicus,,,Intermediate,17800,,50597,,Half-life in rats was determined,N,,CHEMBL873816,,A,10116.0,1,,,7594
