categoria_id,film_id
2,690
14,39
2,160
5,159
2,916
13,95
6,952
10,406
5,202
12,244
3,66
3,238
1,126
10,46
14,138
3,833
12,797
16,903
1,229
5,317
15,691
1,530
2,470
7,969
9,170
15,453
15,782
13,551
3,852
5,568
15,676
12,987
10,232
5,404
10,306
2,89
7,64
15,628
14,625
6,992
14,49
8,147
6,757
3,515
8,273
2,859
13,32
6,295
12,884
10,807
2,36
8,715
2,430
6,101
12,174
2,582
8,528
6,142
13,760
16,294
1,594
7,775
3,896
10,742
11,749
4,131
15,446
16,233
11,301
12,877
16,656
1,511
13,974
8,824
9,689
9,455
15,254
13,22
10,508
15,323
4,536
1,205
3,280
6,712
2,121
14,798
9,957
14,572
1,717
2,154
16,872
15,796
13,685
2,651
4,346
6,943
16,894
4,512
8,810
13,364
10,654
4,962
7,683
8,679
15,890
3,853
11,334
3,505
6,72
15,429
6,497
7,218
3,468
13,675
13,108
10,699
6,650
8,139
1,659
4,357
4,432
6,552
12,983
7,504
6,199
1,748
5,444
7,618
5,871
6,791
9,380
5,906
10,614
6,575
11,415
10,408
15,667
16,648
10,563
2,541
13,320
7,225
5,814
1,212
11,8
8,377
2,703
15,777
9,467
10,352
4,899
9,674
14,298
11,122
6,788
2,649
2,464
16,41
9,792
13,538
9,198
2,816
6,274
4,166
12,86
5,938
10,840
5,1000
10,302
13,77
3,688
8,866
1,802
1,911
16,785
1,371
5,335
16,931
8,476
16,123
11,495
14,860
12,980
10,919
16,181
4,970
13,448
6,812
14,203
1,130
9,607
1,395
6,629
3,918
4,91
16,434
7,418
12,284
16,645
9,493
9,16
4,808
2,865
14,132
8,348
9,47
8,795
1,579
12,477
6,926
10,762
5,388
8,345
15,322
14,367
4,874
9,669
3,491
6,996
3,343
1,271
13,635
2,953
1,303
9,531
10,747
15,27
5,524
5,704
13,270
10,597
6,708
14,44
14,817
15,187
13,580
16,526
14,863
16,57
11,870
16,543
9,11
13,492
7,803
5,857
7,706
6,261
15,902
13,994
8,610
1,968
4,950
7,173
10,264
12,936
16,496
9,545
6,587
12,581
5,680
4,480
2,986
14,912
16,989
4,37
12,454
5,939
15,631
11,716
7,958
13,751
14,153
5,119
7,396
15,120
9,399
1,850
15,841
1,417
4,358
10,835
16,472
2,330
14,394
2,564
9,337
15,745
13,321
4,828
10,684
12,363
16,977
3,124
8,946
10,746
1,327
6,544
12,718
14,235
8,780
11,854
4,14
1,287
9,565
14,165
8,617
16,518
15,612
8,603
12,592
14,637
1,56
11,35
1,838
3,485
6,888
6,58
15,293
4,487
4,184
11,702
5,28
3,48
11,909
12,76
5,657
4,554
8,43
5,754
4,744
10,387
12,540
2,887
15,488
7,272
15,773
13,216
5,242
10,781
15,102
15,809
4,525
6,164
10,331
2,886
3,214
5,502
14,114
2,583
11,722
14,655
9,100
3,304
1,664
2,18
10,507
8,975
8,359
7,230
10,941
11,593
5,324
14,140
2,849
10,546
10,106
8,867
9,500
8,700
1,105
3,801
4,663
4,228
1,991
10,141
13,481
9,789
16,451
11,600
9,192
3,864
2,223
14,449
7,979
1,697
15,813
13,289
3,889
14,374
13,465
9,421
14,602
8,724
9,460
9,52
16,811
8,50
9,431
7,204
1,97
4,537
4,60
1,869
8,442
3,999
15,678
4,196
10,646
12,17
14,723
4,611
3,450
8,682
9,605
2,70
1,794
16,103
16,513
7,666
1,825
11,494
7,944
9,148
4,891
15,389
11,856
6,1
5,604
12,426
13,267
15,519
7,172
7,403
7,521
10,861
7,107
12,767
15,197
1,360
14,195
6,966
3,626
16,299
4,471
15,917
3,328
11,995
11,30
7,143
10,447
2,355
1,964
6,400
13,305
2,510
2,349
7,209
6,427
16,601
6,734
3,959
11,13
11,275
9,769
3,423
4,731
1,29
8,550
2,134
3,735
4,578
16,878
6,85
15,420
16,347
15,237
4,843
6,412
8,753
13,561
6,622
8,832
9,452
3,157
11,885
4,895
3,392
13,93
8,213
15,10
3,110
9,726
6,616
7,790
15,260
14,924
11,965
13,436
11,277
1,19
15,940
14,81
6,834
6,960
15,851
12,673
1,549
1,194
15,517
10,316
5,932
2,325
16,405
6,156
5,529
2,615
15,279
11,222
9,971
9,486
10,556
15,875
4,523
16,342
11,527
6,576
4,862
7,923
8,534
3,588
11,34
6,219
2,644
1,375
9,104
8,736
10,560
1,38
10,483
14,839
8,83
3,873
14,319
8,94
12,51
3,191
5,443
11,904
9,770
1,252
9,961
3,993
4,180
8,71
13,847
2,461
16,87
4,633
2,820
14,234
11,740
14,55
11,92
5,7
11,24
16,167
10,438
7,739
12,333
12,255
13,155
5,247
11,9
10,934
7,282
1,253
9,15
16,257
10,281
6,206
13,933
1,823
8,499
10,200
1,318
7,882
16,988
3,786
14,893
2,892
9,738
15,532
12,384
5,660
1,21
6,687
14,312
2,300
9,567
15,42
16,609
5,308
16,642
15,577
15,263
4,445
9,900
7,942
10,217
5,410
8,175
3,883
11,258
7,473
15,719
13,109
7,772
4,249
11,506
7,643
13,163
9,246
2,433
1,111
4,652
9,595
12,411
8,498
11,881
9,947
16,784
16,288
16,125
2,23
16,88
3,547
6,3
6,925
11,799
8,710
9,821
8,391
3,356
9,201
7,439
2,259
13,96
1,915
15,474
7,728
14,620
13,632
5,774
7,401
15,372
12,562
2,118
5,332
5,276
6,589
4,469
7,662
16,868
10,596
7,771
5,638
8,262
1,329
15,844
12,158
9,112
9,929
14,177
9,623
13,590
14,151
13,45
4,725
13,490
13,720
11,830
8,458
3,344
16,286
6,973
1,927
14,559
15,570
10,701
8,80
10,362
16,75
12,921
13,913
9,128
11,804
14,69
10,117
7,818
5,765
14,930
8,639
12,378
12,741
15,779
3,928
6,571
9,566
11,4
15,503
8,63
14,296
4,548
5,905
13,846
9,845
10,211
14,422
2,268
12,752
9,207
14,397
13,954
13,935
3,68
2,489
7,368
16,339
14,73
8,695
13,136
13,558
16,848
8,82
7,897
16,84
4,116
14,972
10,976
12,636
13,920
5,837
10,310
8,31
1,250
2,805
14,240
1,586
3,354
7,827
8,621
7,61
14,985
10,189
15,135
6,466
12,647
6,150
8,419
8,727
8,557
8,829
1,574
10,215
6,713
8,778
13,144
2,241
7,514
8,437
5,127
11,665
14,520
4,951
6,393
13,759
9,640
10,227
9,440
15,291
8,5
1,501
11,2
15,361
4,341
8,634
14,285
12,278
9,376
5,178
2,692
2,880
3,409
6,336
5,978
11,990
11,535
11,653
9,435
16,386
13,686
13,226
13,937
3,59
13,90
7,630
8,428
14,711
12,74
3,168
2,193
8,269
13,283
1,162
12,161
4,484
15,733
2,243
9,311
1,982
1,292
13,948
2,245
8,309
15,606
8,231
7,186
8,479
12,133
11,658
15,764
2,743
12,819
9,416
7,907
6,40
13,750
12,220
5,99
12,997
14,831
7,539
15,681
1,707
5,522
6,129
6,441
15,113
16,914
3,768
2,78
9,6
5,182
10,382
12,879
9,641
6,457
13,25
1,67
6,776
6,945
2,693
8,183
11,876
2,314
3,755
15,668
3,152
11,313
4,190
7,709
3,509
7,33
3,373
15,383
11,998
8,822
5,413
10,236
8,145
5,265
1,210
1,732
3,573
12,398
15,836
2,456
7,379
9,584
13,677
14,390
2,402
7,766
11,351
11,922
15,176
16,981
7,366
3,761
7,98
12,54
9,185
9,908
11,65
5,365
15,898
3,955
7,179
12,721
11,800
4,482
5,555
9,984
5,188
11,737
16,224
7,758
14,137
1,542
6,221
9,459
9,353
6,627
9,414
15,671
15,729
14,338
4,297
5,756
9,290
7,585
8,315
15,763
15,599
5,478
9,705
3,149
2,696
15,256
14,26
10,956
15,598
12,20
15,463
4,694
3,553
4,266
1,793
10,624
3,370
9,661
7,146
2,901
2,208
14,714
11,475
14,967
13,251
3,424
6,855
2,326
5,858
16,783
6,407
4,815
13,730
1,115
8,53
2,239
16,826
13,806
2,963
16,169
9,533
2,569
16,787
10,842
10,381
5,385
12,516
4,425
6,670
5,613
15,619
13,340
11,171
12,462
14,369
10,949
14,350
6,698
6,248
12,12
6,62
7,79
5,672
3,608
16,307
7,910
10,591
