inventario_id,film_id,negozio_id
3,1,1
18,4,1
19,4,1
26,6,1
27,6,1
33,7,1
43,9,1
53,11,1
54,11,1
56,11,1
60,12,1
61,12,1
62,12,1
71,15,1
72,15,1
77,16,1
78,16,1
82,17,1
88,18,1
89,18,1
93,19,1
94,19,1
95,19,1
96,19,1
99,20,1
100,20,1
103,21,1
110,22,1
115,23,1
116,23,1
120,24,1
121,24,1
122,24,1
123,24,1
125,25,1
131,26,1
135,27,1
136,27,1
138,27,1
139,28,1
140,28,1
141,28,1
143,29,1
145,30,1
146,31,1
147,31,1
148,31,1
149,31,1
160,35,1
161,35,1
167,37,1
174,39,1
175,39,1
189,43,1
190,43,1
197,44,1
201,45,1
202,45,1
203,45,1
204,45,1
212,48,1
216,49,1
218,49,1
222,50,1
223,50,1
224,50,1
228,51,1
236,53,1
238,54,1
239,54,1
242,55,1
243,55,1
244,55,1
245,55,1
248,56,1
249,56,1
253,57,1
256,57,1
265,59,1
270,60,1
271,60,1
272,61,1
275,61,1
280,63,1
281,63,1
291,66,1
292,66,1
293,66,1
294,67,1
300,68,1
301,68,1
304,69,1
305,69,1
307,69,1
312,70,1
320,72,1
321,72,1
322,72,1
323,72,1
326,73,1
327,73,1
328,73,1
329,73,1
334,74,1
336,74,1
343,76,1
344,76,1
345,77,1
351,78,1
352,78,1
360,79,1
365,80,1
367,80,1
369,81,1
371,81,1
372,82,1
373,82,1
374,83,1
375,83,1
376,83,1
379,84,1
380,84,1
382,84,1
387,86,1
388,86,1
389,86,1
390,86,1
400,89,1
401,89,1
406,90,1
407,90,1
411,91,1
412,91,1
414,91,1
419,92,1
427,94,1
428,95,1
434,96,1
435,96,1
436,97,1
438,97,1
444,98,1
445,99,1
447,99,1
451,100,1
452,100,1
453,100,1
454,100,1
457,101,1
458,101,1
460,101,1
465,103,1
466,103,1
467,103,1
477,105,1
481,106,1
482,106,1
485,109,1
486,109,1
487,109,1
488,109,1
493,110,1
495,110,1
496,110,1
501,112,1
502,112,1
512,114,1
513,114,1
514,114,1
515,114,1
519,115,1
520,115,1
526,116,1
527,116,1
532,117,1
533,117,1
534,117,1
535,117,1
538,118,1
539,118,1
540,118,1
541,118,1
545,119,1
552,120,1
556,121,1
560,122,1
561,122,1
563,122,1
568,123,1
580,127,1
588,129,1
594,130,1
600,131,1
601,131,1
602,131,1
603,131,1
606,132,1
612,133,1
621,135,1
628,136,1
633,138,1
634,138,1
638,139,1
641,139,1
644,140,1
649,141,1
654,142,1
655,142,1
659,143,1
660,143,1
662,143,1
669,146,1
679,149,1
680,149,1
684,150,1
691,151,1
694,152,1
695,152,1
698,153,1
699,153,1
700,153,1
701,153,1
702,154,1
703,154,1
704,154,1
709,155,1
719,158,1
727,159,1
731,160,1
732,160,1
736,161,1
737,161,1
738,162,1
739,162,1
740,162,1
753,165,1
755,165,1
759,166,1
760,166,1
761,166,1
764,167,1
766,167,1
771,168,1
772,168,1
783,172,1
785,172,1
786,172,1
791,173,1
795,174,1
796,174,1
803,175,1
804,175,1
808,176,1
809,176,1
818,178,1
819,179,1
821,179,1
822,179,1
825,181,1
832,182,1
833,182,1
835,183,1
836,183,1
845,185,1
847,186,1
848,186,1
855,188,1
856,188,1
857,189,1
858,189,1
874,193,1
886,196,1
887,197,1
889,199,1
892,199,1
897,200,1
898,200,1
899,200,1
900,200,1
906,201,1
907,201,1
911,202,1
917,204,1
918,204,1
919,204,1
922,205,1
924,205,1
926,206,1
927,206,1
928,206,1
929,206,1
934,207,1
936,207,1
938,208,1
939,208,1
