inventario_id,film_id,negozio_id
1756,381,2
3117,685,2
2651,581,1
2246,486,1
411,91,1
1067,238,1
60,12,1
115,23,1
4446,972,1
3690,807,1
1050,234,1
1443,316,2
3918,855,2
2177,470,1
3622,790,2
358,79,1
545,119,1
117,23,1
2149,464,2
2016,438,2
2785,611,1
39,8,2
807,175,2
4459,974,1
2604,572,1
1469,321,1
2527,555,1
126,25,1
3581,783,1
3704,810,2
2315,502,2
267,59,2
2927,643,2
3157,693,2
837,183,2
1000,223,2
4480,979,1
2951,647,2
3512,768,2
72,15,1
3134,689,1
3049,670,1
2279,493,2
204,45,1
1096,244,1
3626,791,2
1379,303,1
4210,915,1
503,112,1
1510,330,1
23,5,2
3719,813,2
2975,651,2
1199,266,2
725,159,1
1274,282,1
3995,870,2
3783,828,2
1886,411,1
2791,612,2
1825,396,2
149,31,1
936,207,1
580,127,1
92,18,2
304,69,1
717,157,2
3388,744,1
3309,728,2
3257,716,2
209,46,2
3757,822,2
226,50,2
1243,274,2
1043,233,1
4078,889,1
4184,911,1
3215,706,2
4544,992,2
2988,655,1
3318,730,1
410,90,2
3408,747,2
1319,292,1
3859,845,1
1781,387,2
4438,970,2
3623,791,1
3808,834,2
3487,764,1
3574,782,1
995,222,2
4569,999,1
1113,247,1
3977,867,1
2123,460,1
3169,696,2
1662,363,1
221,49,2
1654,361,1
280,63,1
4111,894,1
201,45,1
3737,817,1
2546,559,1
2922,643,1
4331,944,2
2304,501,1
3006,660,1
3656,798,2
298,67,2
4088,891,1
3855,844,1
2462,538,2
2733,599,2
4367,952,1
1100,244,2
406,90,1
2159,467,1
3219,707,2
1896,413,1
2488,545,2
2017,439,1
4561,995,2
4252,924,2
2914,640,2
339,75,2
4084,890,2
3389,744,1
4206,914,2
911,202,1
705,154,2
2018,439,1
2470,541,2
2999,657,2
647,140,2
3956,863,1
4141,900,1
3681,805,2
1750,380,2
1878,409,2
3818,835,2
178,39,2
4301,937,2
5,1,2
1602,350,2
3054,670,2
4241,922,1
2674,586,2
4131,897,2
93,19,1
3298,726,2
852,187,2
655,142,1
2034,443,1
3532,773,1
2460,537,2
4176,908,1
4298,936,2
2220,480,2
1980,432,1
3768,824,2
2013,438,1
3118,685,2
66,12,2
259,57,2
2342,509,2
1724,376,1
3688,806,2
2643,579,2
3495,765,1
333,73,2
3030,665,1
1265,280,2
2172,468,2
4357,949,2
3603,787,1
1597,350,1
715,156,2
4133,898,1
1893,412,2
2385,521,1
4000,871,1
955,213,1
3047,668,2
4153,902,1
3114,683,2
748,164,1
1831,397,2
3984,869,1
3824,837,2
3376,741,1
1005,225,1
914,203,2
1286,284,2
2981,653,1
2367,515,2
2390,521,2
2742,601,2
2273,491,2
1227,272,1
3500,767,1
3292,725,1
2765,608,1
4058,884,2
2026,440,2
4428,968,1
772,168,1
4056,883,2
1663,363,1
2291,496,2
1509,330,1
2005,436,2
428,95,1
2867,628,2
3874,847,2
1112,247,1
238,54,1
3195,702,1
2536,556,2
2501,549,2
1245,275,1
2535,556,2
1841,401,1
2408,525,2
1711,373,2
2244,485,2
12,3,2
2152,465,1
1786,388,1
1573,345,2
1383,303,2
941,209,1
2063,447,2
2001,436,1
2659,583,2
4302,937,2
80,16,2
1770,384,2
4023,876,1
2369,516,2
460,101,1
2890,634,2
4454,973,1
4202,914,1
469,103,2
2064,448,1
3753,821,2
2842,623,2
2900,637,2
121,24,1
3012,661,1
144,30,1
3070,675,1
3802,833,1
3961,863,2
4340,945,2
3433,753,1
2062,447,2
652,141,2
2979,652,1
2019,439,1
3222,707,2
2127,460,2
4197,913,1
1593,349,2
218,49,1
2483,544,2
4383,957,2
167,37,1
3379,741,1
13,3,2
1123,249,2
3516,770,2
3443,755,1
2508,551,2
1332,294,2
1382,303,2
4484,979,2
3909,853,1
960,214,2
3478,762,2
2042,444,1
596,130,2
1289,285,1
1640,358,1
1965,428,2
1546,339,2
3774,826,2
2479,543,1
2354,512,2
4356,949,1
1868,408,1
3080,677,2
775,169,2
3979,867,1
3694,808,2
3305,727,2
4047,880,2
1777,385,2
4240,922,1
1326,293,1
2350,511,2
1994,434,2
1459,320,1
2685,589,2
1698,370,1
878,193,2
4349,948,2
3442,755,1
3848,843,1
2112,458,1
866,190,2
2745,602,2
630,137,2
2513,552,2
3048,668,2
441,97,2
3326,732,1
376,83,1
272,61,1
2575,563,2
3191,700,2
4006,872,2
4512,985,2
3958,863,1
1999,435,1
2115,458,2
4300,937,1
1644,358,2
275,61,1
1104,245,1
3884,849,1
2654,582,2
3555,777,1
1388,304,2
1470,322,1
3521,771,2
1456,319,2
1798,391,1
125,25,1
2786,611,1
1929,418,2
2185,472,2
1177,262,2
263,58,2
180,39,2
2399,524,2
4313,939,2
4415,965,1
913,203,2
3526,772,1
3635,793,1
3806,833,2
2271,491,1
87,18,1
1548,339,2
2061,447,2
123,24,1
4030,878,2
2179,471,1
1073,239,2
3136,689,1
1954,426,2
3370,739,2
1424,311,2
2915,641,1
3649,797,1
2372,517,2
458,101,1
3888,849,2
3907,852,2
2299,500,1
2990,655,2
3307,728,1
4562,995,2
1327,293,2
1085,242,1
654,142,1
1826,397,1
650,141,1
2284,494,1
3385,743,2
132,26,2
2281,494,1
76,15,2
3949,861,2
2338,508,2
2494,547,2
631,137,2
1763,382,2
2066,448,2
3333,733,1
3841,841,2
4453,973,1
2713,595,2
952,212,1
745,163,2
1962,428,1
3262,718,2
230,51,2
3393,745,1
4566,997,1
3867,846,1
1936,421,2
1594,349,2
4170,906,2
1071,239,1
1910,415,2
728,159,2
3212,706,1
2855,625,2
3742,818,2
3174,697,1
2537,556,2
1367,301,1
2137,462,2
2725,598,1
3275,722,1
3902,852,1
2030,442,1
4524,987,2
994,222,1
2752,603,2
4495,981,2
4397,961,1
1626,355,2
252,56,2
4385,958,1
4171,907,1
1870,408,1
747,163,2
449,99,2
2732,599,2
2602,571,2
2071,449,2
3583,784,1
1151,254,2
4421,966,2
181,40,2
3276,722,1
3444,755,1
621,135,1
754,165,1
1915,416,2
3331,733,1
4493,981,2
568,123,1
3249,715,1
1615,353,1
1733,377,2
1894,412,2
183,40,2
3923,856,1
4284,932,2
4504,983,1
3163,694,2
1362,300,2
2691,590,2
68,13,2
1109,246,2
662,143,1
3231,709,2
189,43,1
4391,959,1
2382,519,2
4021,875,2
1653,361,1
1809,392,2
3747,820,1
270,60,1
185,42,2
3197,702,2
1253,277,1
3776,827,1
3579,783,1
2134,462,1
1537,336,2
3165,695,1
2428,530,1
722,158,2
3161,694,1
1103,245,1
595,130,1
1419,311,1
1776,385,2
1431,313,1
1990,434,1
1041,232,2
854,188,1
2640,579,1
4427,968,1
385,85,2
4387,958,2
163,35,1
3177,697,2
3361,738,1
1066,237,1
4183,911,1
4226,919,1
166,35,2
2910,639,2
474,104,2
1241,274,2
2388,521,1
608,132,1
2567,562,2
2677,587,1
1696,369,2
316,71,2
1719,374,2
59,11,2
3124,687,1
4140,899,1
4433,969,1
2683,589,2
1850,403,1
751,164,2
3861,845,1
4418,966,2
1053,234,2
1924,418,1
2345,510,1
4193,912,2
2024,440,1
2212,478,2
452,100,1
3423,750,1
3646,796,2
4365,951,2
1079,240,2
2129,461,1
815,177,2
1851,403,1
1997,434,2
2362,514,2
1312,290,1
2447,534,2
1855,403,2
4040,880,1
4321,941,2
584,127,2
2731,599,1
1093,243,2
437,97,1
2647,580,1
2977,652,1
2217,479,2
1539,337,1
2524,554,2
2812,617,1
1930,418,2
3638,794,2
3365,738,2
4128,897,1
2109,457,2
2401,524,2
688,150,2
3561,778,1
1601,350,2
1678,366,2
3933,857,2
233,52,2
1874,409,1
710,155,1
2588,568,1
4522,987,1
2366,515,2
1900,414,1
1202,267,1
4038,879,2
3939,859,1
4110,894,1
2176,470,1
599,130,2
1863,406,2
3733,816,1
1710,373,1
542,118,2
2175,469,2
1517,331,1
3491,764,2
4033,879,1
1491,327,1
1864,406,2
3708,811,1
1530,334,2
262,58,2
583,127,1
4450,972,2
210,47,2
3595,786,1
1392,305,1
45,9,2
2387,521,1
2310,502,1
1884,410,2
1621,354,1
1636,357,2
3960,863,2
3716,813,2
810,176,2
1637,357,2
1437,314,2
1985,433,1
1861,406,2
4452,973,1
870,191,2
557,121,2
4441,971,1
142,29,1
1749,380,2
1018,228,1
490,109,2
1264,280,2
609,132,1
2077,450,2
4536,990,2
1183,263,2
3636,794,1
3243,714,2
1940,422,2
3882,849,1
38,8,2
823,180,2
4253,924,2
3538,773,2
4246,923,2
3167,696,1
4013,873,2
4079,889,1
1048,234,1
1025,229,2
1939,421,2
1725,376,1
2675,587,1
3843,841,2
2641,579,1
493,110,1
2911,639,2
3838,841,1
1520,331,2
2639,579,1
2935,645,1
112,22,2
780,170,2
829,181,2
4156,902,2
3886,849,2
2295,499,1
3548,776,1
2909,639,2
752,164,2
600,131,1
627,136,1
375,83,1
432,95,2
1489,326,2
2952,648,1
1051,234,1
4203,914,2
3730,816,1
1169,259,1
1968,429,2
3060,672,2
2278,493,2
502,112,1
3420,749,1
762,166,2
2464,538,2
2097,455,1
783,172,1
4107,893,2
1330,294,1
471,103,2
1284,284,2
324,72,2
1372,302,1
1840,400,1
1328,293,2
4342,946,2
3428,752,2
4565,997,1
3490,764,2
4172,907,1
3751,820,2
2892,635,2
1748,380,1
2089,453,1
937,207,1
2498,549,1
835,183,1
2775,609,2
3668,803,1
4442,971,1
1523,333,1
3409,747,2
3628,791,2
908,201,1
3137,689,1
1158,255,2
392,86,2
591,129,2
2870,629,2
1222,271,1
2795,614,1
412,91,1
877,193,2
2397,524,1
3424,750,1
760,166,1
2022,439,2
3866,846,1
2409,525,2
2860,626,2
3088,679,1
2507,551,1
2919,641,2
1913,416,2
220,49,2
129,25,2
1937,421,2
239,54,1
14,3,2
3422,749,2
836,183,1
3057,672,1
2830,621,1
1156,255,1
3513,769,2
3529,772,2
3854,843,2
51,10,2
660,143,1
724,159,1
1102,245,1
1836,398,2
2142,463,2
3782,828,2
1119,248,2
192,43,2
187,42,2
1604,351,1
4550,993,1
500,111,2
3194,702,1
1775,385,2
530,116,2
3571,781,2
2208,478,1
1584,347,1
2581,566,1
3685,806,1
1283,284,1
1687,367,2
1337,295,1
4535,989,2
2717,596,2
3190,700,2
646,140,2
511,113,2
1316,291,1
19,4,1
2314,502,2
2652,581,1
3043,667,2
1796,390,1
349,77,2
1165,258,2
2202,476,2
2306,501,1
567,123,1
2755,604,2
3804,833,2
3152,692,2
2509,551,2
1426,312,2
2917,641,1
975,218,1
3788,829,2
3844,842,1
491,109,2
4350,948,2
2466,539,1
56,11,1
3816,835,2
2796,614,1
2767,608,2
65,12,2
3406,747,1
3126,687,2
4215,916,2
3604,788,1
4048,881,2
2215,479,2
1639,358,1
924,205,1
2628,576,2
2341,509,2
2634,578,1
3619,790,1
3315,730,1
216,49,1
1013,227,1
2994,657,1
3616,790,1
347,77,1
3983,868,1
1301,287,1
3987,869,1
4537,990,2
2029,442,1
2425,529,1
103,21,1
3793,830,2
2434,531,2
769,167,2
244,55,1
2360,514,1
3853,843,2
1210,269,2
2993,656,2
1667,364,1
1209,269,1
1780,387,1
707,154,2
3797,832,1
2574,563,2
2394,523,1
2534,556,1
3597,786,2
2718,596,2
3022,663,2
3865,845,2
4303,937,2
2780,610,1
435,96,1
104,21,2
3031,665,1
457,101,1
4132,897,2
3664,800,2
3455,757,2
2201,476,2
4143,900,2
303,68,2
3991,870,1
2431,531,1
88,18,1
571,123,2
3325,731,2
2133,461,2
2444,533,1
4,1,1
1065,237,1
3901,851,2
3559,778,1
2451,535,1
1304,288,1
4196,913,1
4411,964,1
678,149,1
4473,977,2
788,172,2
3525,772,1
359,79,1
3524,771,2
75,15,2
1955,426,2
3821,836,1
528,116,2
1303,287,2
731,160,1
2135,462,1
4440,970,2
1582,347,1
4355,949,1
3293,725,1
1482,324,1
2553,559,2
3731,816,1
3503,767,2
4127,897,1
3091,679,2
3665,800,2
3981,868,1
2495,547,2
3590,785,1
409,90,2
30,6,2
2365,514,2
2872,629,2
2970,651,1
2113,458,1
3351,736,1
4254,925,1
2417,527,2
3811,835,1
1768,383,2
2542,557,2
792,173,1
834,183,1
434,96,1
2548,559,1
1600,350,2
2782,610,2
3448,756,2
4214,916,1
3111,683,2
2609,572,2
3017,662,2
108,22,1
2181,471,2
4255,925,1
3926,856,2
4490,981,1
3341,734,2
3648,796,2
4503,983,1
1819,395,2
2946,647,1
548,119,2
1879,409,2
927,206,1
337,74,2
1717,374,2
4305,938,1
3313,729,2
3241,711,2
2702,593,2
3849,843,1
3028,665,1
1706,372,1
3501,767,1
4434,970,1
3795,831,1
384,85,2
525,115,2
4109,894,1
4437,970,2
1581,347,1
2325,505,2
3589,785,1
120,24,1
1766,383,1
171,37,2
967,215,2
1657,361,2
4563,996,1
145,30,1
3577,782,2
3870,846,2
4274,930,1
2303,500,2
673,147,1
2237,484,1
2110,457,2
3329,732,1
593,129,2
1433,313,2
463,102,2
403,89,2
2817,619,1
2333,506,2
2540,557,1
4403,962,1
2790,612,2
1248,275,2
880,193,2
2424,529,1
1560,342,1
3573,782,1
4518,986,1
1075,239,2
3141,690,1
354,78,2
1427,312,2
3493,765,1
3214,706,2
1746,379,2
3106,682,1
795,174,1
3924,856,2
1448,317,1
4338,945,2
2429,530,1
4277,930,2
3601,787,1
925,205,1
2826,620,2
3999,871,1
1027,230,1
1832,397,2
2502,550,1
1171,260,2
3582,784,1
665,143,2
3084,678,1
3978,867,1
1314,290,1
3963,864,1
3158,693,2
4497,982,1
269,60,1
2381,519,2
3279,723,1
3415,748,2
3168,696,1
2518,554,1
3178,697,2
2589,568,2
923,205,1
946,210,2
1480,324,1
1271,281,2
1457,319,2
1131,251,1
229,51,2
3311,729,2
2606,572,1
3760,823,1
3612,789,2
4188,911,2
152,31,2
766,167,1
1656,361,2
893,199,2
2879,631,2
3530,772,2
4015,875,1
3506,767,2
3346,735,2
2293,498,1
2020,439,1
2117,458,2
2595,570,2
1649,360,1
3654,798,1
246,55,2
4093,891,2
2068,448,2
1081,241,1
1389,304,2
2453,535,1
1853,403,2
939,208,1
561,122,1
3083,677,2
3860,845,1
2193,474,2
1982,432,2
37,8,2
2307,501,2
3613,789,2
2522,554,2
3324,731,2
176,39,1
3485,764,1
1030,231,1
2157,466,1
1961,428,1
2746,602,2
1145,253,1
4554,994,1
3184,698,2
119,23,2
3079,677,1
1385,304,1
3432,753,1
598,130,2
4057,883,2
4262,927,1
1839,400,1
468,103,1
2414,527,1
3725,814,2
632,137,2
3890,850,1
771,168,1
696,152,1
3986,869,1
4094,892,1
2485,545,1
131,26,1
1948,424,1
137,27,1
1772,384,2
1476,323,2
1758,382,1
377,83,2
2463,538,2
541,118,1
2558,560,2
3928,857,1
3864,845,2
2188,473,1
1307,288,2
2260,489,1
4581,1000,2
1391,305,1
3944,859,2
4213,916,1
290,65,2
964,215,1
1628,356,1
2976,652,1
2605,572,1
4390,959,1
3045,668,1
3594,786,1
3398,745,2
4576,1000,1
2148,464,2
3659,799,1
1618,353,2
2155,465,2
4279,931,2
3053,670,2
910,202,1
2771,609,1
1090,243,1
1368,301,2
1577,346,2
4288,934,2
1737,378,1
522,115,2
2069,449,2
3122,686,1
3226,708,2
1473,322,1
3541,774,1
4086,890,2
3426,751,2
2936,645,1
1232,273,1
1318,291,1
1526,334,1
86,17,2
572,124,2
355,78,2
1352,298,2
1149,254,1
2000,436,1
2715,596,1
562,122,1
4402,962,1
2044,444,2
1547,339,2
1694,369,2
1033,231,2
2701,593,2
3655,798,1
419,92,1
2235,483,2
4333,945,1
681,149,2
4483,979,2
1852,403,1
4089,891,1
1397,306,1
3343,735,1
1038,232,1
2378,518,2
1697,369,2
417,91,2
85,17,2
4151,901,2
1707,372,1
1705,371,1
4461,975,1
3082,677,2
3857,844,2
1278,283,1
1261,280,1
1273,282,1
3230,709,2
487,109,1
470,103,2
2249,486,1
4346,947,1
2821,619,2
1170,259,1
1784,388,1
448,99,2
2231,483,1
293,66,1
784,172,1
1888,412,1
3150,691,2
4085,890,2
2997,657,1
4341,946,2
3334,733,2
3934,857,2
790,173,1
334,74,1
2426,529,1
4009,873,1
2150,464,2
1173,260,2
862,189,2
1069,239,1
2165,468,1
2003,436,2
3289,724,2
155,32,2
3644,796,1
3580,783,1
2920,641,2
1972,430,2
1528,334,2
49,10,1
2096,455,1
4514,985,2
4272,930,1
1871,408,2
1004,225,1
1409,308,2
720,158,1
1083,241,1
1834,398,2
2728,598,1
2703,593,2
2613,573,1
2028,441,1
1592,349,1
1941,422,2
1237,274,1
841,184,1
1747,380,1
2648,580,1
2400,524,2
4478,979,1
2251,486,2
3019,663,1
1021,228,2
2989,655,2
4199,913,2
1532,335,1
3154,693,1
2631,577,1
4307,938,1
1857,405,2
305,69,1
3969,865,1
1501,329,1
3967,864,2
4324,942,1
2054,446,1
1630,356,1
4166,906,1
802,174,2
1638,357,2
3885,849,2
620,135,1
4470,976,2
4468,976,2
1299,286,2
2968,650,2
1977,431,2
1494,327,1
1693,369,1
4506,984,1
1665,363,2
2600,571,2
1359,300,1
1614,353,1
1406,308,1
3332,733,1
1193,266,1
2238,484,1
1429,313,1
277,61,2
1574,345,2
240,54,2
882,194,1
2101,456,1
279,62,2
182,40,2
1551,341,1
