assay_subcellular_fraction,chembl_id,assay_tax_id,relationship_type,bao_format,assay_organism,assay_category,src_assay_id,assay_tissue,assay_id,tissue_id,doc_id,assay_strain,src_id,cell_id,description,assay_type,assay_test_type,assay_cell_type,curated_by,confidence_score,variant_id,tid
,CHEMBL615117,,H,BAO_0000019,,,,,1,,11087,,1,,The compound was tested for the in vitro inhibition of platelet 12-lipoxygenase at a concentration of 30 uM,B,,,Autocuration,8,,12052
,CHEMBL615118,,U,BAO_0000219,,,,,2,,684,,1,,Compound was evaluated for its ability to mobilize calcium in 1321NI cells,F,,,Autocuration,0,,22226
,CHEMBL615119,,U,BAO_0000019,,,,,3,,15453,,1,,,B,,,Autocuration,0,,22226
,CHEMBL615120,9913.0,H,BAO_0000249,Bos taurus,,,,4,,17841,,1,,Binding affinity against A2 adenosine receptor in bovine striatal membranes using [3H]CGS-21680,B,,,Autocuration,4,,104729
,CHEMBL615121,9606.0,N,BAO_0000219,Homo sapiens,,,,5,,17430,,1,163.0,In vitro cell cytotoxicity against 143-B cell lines (Human osteosarcoma cell line),F,,143B,Intermediate,1,,80001
,CHEMBL615122,9606.0,N,BAO_0000219,Homo sapiens,,,,6,,17430,,1,163.0,In vitro cell cytotoxicity against 143-B cell lines (Human osteosarcoma cell line),F,,143B,Intermediate,1,,80001
,CHEMBL615123,10090.0,N,BAO_0000219,Mus musculus,,,,7,,13799,,1,163.0,Cytotoxic Activity was evaluated against 143B (TK-) tumor cells,F,,143B,Intermediate,1,,80001
,CHEMBL615124,9606.0,N,BAO_0000219,Homo sapiens,,,,8,,17774,,1,163.0,In vitro cell cytotoxicity was determined against 143B cell line,F,,143B,Expert,1,,80001
,CHEMBL615125,9606.0,N,BAO_0000219,Homo sapiens,,,,9,,3801,,1,163.0,Inhibitory activity against tumor osteosarcoma cell line 143B after 72 hr continuous exposure to compound,F,,143B,Intermediate,1,,80001
,CHEMBL615126,9606.0,N,BAO_0000219,Homo sapiens,,,,10,,17430,,1,163.0,In vitro cell cytotoxicity against 143B-LTK cell lines expressed in HSV-1 TK,F,,143B,Intermediate,1,,80001
,CHEMBL615127,9606.0,N,BAO_0000219,Homo sapiens,,,,11,,17430,,1,163.0,In vitro cell cytotoxicity against 143B-LTK cell lines expressed in HSV-1 TK,F,,143B,Intermediate,1,,80001
,CHEMBL615128,9606.0,N,BAO_0000219,Homo sapiens,,,,12,,17774,,1,163.0,In vitro cell cytotoxicity was determined against 143B-LTK cell line,F,,143B,Expert,1,,80001
,CHEMBL857900,1280.0,N,BAO_0000218,Staphylococcus aureus,,,,13,,11324,,1,,"The compound was tested for minimum inhibitory concentration in Staphylococcus aureus,147N penicillin sensitive Staphylococcus aureus",F,,,Intermediate,1,,50185
,CHEMBL615129,1280.0,N,BAO_0000218,Staphylococcus aureus,,,,14,,11324,,1,,"The compound was tested for minimum inhibitory concentration in Staphylococcus aureus,147N penicillin sensitive Staphylococcus aureus",F,,,Intermediate,1,,50185
,CHEMBL615130,1280.0,N,BAO_0000218,Staphylococcus aureus,,,,15,,11324,,1,,"The compound was tested for minimum inhibitory concentration in Staphylococcus aureus,147N penicillin sensitive Staphylococcus aureus",F,,,Intermediate,1,,50185
,CHEMBL615131,1280.0,N,BAO_0000218,Staphylococcus aureus,,,,16,,11324,,1,,"The compound was tested for minimum inhibitory concentration in Staphylococcus aureus,147N penicillin sensitive Staphylococcus aureus",F,,,Intermediate,1,,50185
,CHEMBL884521,10116.0,D,BAO_0000357,Rattus norvegicus,,,,17,,11347,,1,,Inhibition of cytochrome P450 progesterone 15-alpha hydroxylase,A,,,Expert,9,,100122
,CHEMBL615132,,H,BAO_0000357,,,,,18,,16474,,1,,Concentration that cause 50% activation of human reticulocyte 15-lipoxygenase (15-HLO),B,,,Autocuration,8,,12054
,CHEMBL615133,,H,BAO_0000019,,,,,19,,10091,,1,,Inhibition of partially purified 15-lipoxygenase from human leukocytes,B,,,Autocuration,8,,12054
,CHEMBL615134,,H,BAO_0000357,,,,,20,,16474,,1,,Inhibitory activity against human reticulocyte 15-lipoxygenase (15-HLO),B,,,Autocuration,8,,12054
,CHEMBL615135,,H,BAO_0000357,,,,,21,,16474,,1,,Compound was evaluated for the percent increase in activation concentration of human reticulocyte 15-lipoxygenase (15-HLO),B,,,Autocuration,8,,12054
,CHEMBL615136,,H,BAO_0000357,,,,,22,,16474,,1,,Inhibitory activity against human reticulocyte 15-lipoxygenase (15-HLO),B,,,Autocuration,8,,12054
,CHEMBL615137,,H,BAO_0000357,,,,,23,,16474,,1,,Inhibitory activity against human reticulocyte 15-lipoxygenase (15-HLO); NI is no inhibition,B,,,Autocuration,8,,12054
,CHEMBL615138,,H,BAO_0000357,,,,,24,,16474,,1,,Inhibitory activity against human reticulocyte 15-lipoxygenase (15-HLO); NI is no inhibition,B,,,Autocuration,8,,12054
,CHEMBL836324,,U,BAO_0000219,,,,,25,,14352,,1,,"Inhibitory concentration against 15-lipoxygenase, by inhibiting 15-HETE production by human umbilical vein endothelial cells (HUVEC) stimulated by calcium ionophore A 23187 at concentration of 10e-5 M.",B,,,Autocuration,0,,22226
,CHEMBL615139,9986.0,H,BAO_0000357,Oryctolagus cuniculus,,,,26,,5646,,1,,In vitro inhibitory activity of compound on rabbit reticulocyte 15-lipoxygenase,B,,,Autocuration,8,,12054
,CHEMBL615140,9986.0,H,BAO_0000357,Oryctolagus cuniculus,,,,27,,5646,,1,,Inhibition of rabbit reticulocyte 15-lipoxygenase by compound (30 uM),B,,,Autocuration,8,,12054
,CHEMBL615141,,H,BAO_0000219,,,,,28,,10997,,1,,Inhibitory activity against 15-lipoxygenase in rat polymorphonuclear leukocytes,B,,,Autocuration,8,,12426
,CHEMBL615142,3847.0,H,BAO_0000357,soya bean,,,,29,,6309,,1,,Inhibitory activity against 15-lipoxygenase was determined obtained from soya bean,B,,,Autocuration,8,,12054
,CHEMBL615143,3847.0,H,BAO_0000357,Glycine max,,,,30,,167,,1,,Inhibitory activity against soybean 15-lipoxygenase was evaluated,B,,,Autocuration,8,,12054
,CHEMBL615144,3847.0,H,BAO_0000357,Glycine max,,,,31,,167,,1,,Inhibitory activity against soybean 15-lipoxygenase was evaluated at 100 uM,B,,,Autocuration,8,,12054
,CHEMBL872867,3847.0,H,BAO_0000357,Glycine max,,,,32,,11087,,1,,The compound was tested for the in vitro inhibition of 15-lipoxygenase of soybean at a concentration of 10 uM,B,,,Autocuration,8,,12054
,CHEMBL615145,3847.0,H,BAO_0000357,Glycine max,,,,33,,11087,,1,,The compound was tested for the in vitro inhibition of 15-lipoxygenase of soybean at a concentration of 100 uM,B,,,Autocuration,8,,12054
,CHEMBL615146,3847.0,H,BAO_0000357,Glycine max,,,,34,,13622,,1,,Compound was tested in vitro for inhibition of 15-lipoxygenase soybean,B,,,Autocuration,8,,12054
,CHEMBL615147,3847.0,H,BAO_0000357,Glycine max,,,,35,,13622,,1,,Compound at 100 uM was tested in vitro for inhibition of 15-lipoxygenase soybean,B,,,Autocuration,8,,12054
,CHEMBL615148,10116.0,U,BAO_0000019,Rattus norvegicus,,,,36,,11347,,1,,Inhibition of cytochrome P450 progesterone 16-alpha hydroxylase,A,,,Autocuration,0,,22226
,CHEMBL615149,562.0,U,BAO_0000019,Escherichia coli,,,,37,,5926,,1,,Binding affinity against bacterial 16S rRNA using mass spectrometry based assay,B,,,Autocuration,0,,22226
,CHEMBL615150,,U,BAO_0000019,,,,,38,,4567,,1,,Dissociation constant with dimeric 16S rRNA RNA construct B,B,,,Autocuration,0,,22226
,CHEMBL615151,,M,BAO_0000225,,,,,39,,3782,,1,,Dissociation constant towards 16S rRNA construct A,B,,,Intermediate,3,,22222
,CHEMBL615152,,M,BAO_0000225,,,,,40,,3782,,1,,Dissociation constant towards 16S rRNA construct B,B,,,Intermediate,3,,22222
,CHEMBL615153,562.0,M,BAO_0000225,Escherichia coli,,,,41,,4466,,1,,Binding affinity of aminoglycoside to 16S ribosomal RNA A-site in Escherichia coli,B,,,Expert,3,,100263
,CHEMBL615154,562.0,M,BAO_0000225,Escherichia coli,,,,42,,6592,,1,,Binding affinity for the 16S ribosomal RNA A-site of Escherichia coli,B,,,Expert,3,,100263
,CHEMBL615155,,H,BAO_0000019,,,,,43,,898,,1,,Inhibitory activity against human placenta 17-beta-hydroxysteroid dehydrogenase type 2 (17-beta-HSD type 2),B,,,Autocuration,8,,13053
,CHEMBL615156,,H,BAO_0000019,,,,,44,,898,,1,,Inhibitory constant against human placenta 17-beta-hydroxysteroid dehydrogenase type 2 (17-beta-HSD type 2),B,,,Autocuration,8,,13053
,CHEMBL615157,9606.0,H,BAO_0000019,Homo sapiens,,,,45,,13163,,1,,The compound was tested at a concentration of 1 uM for inhibitory activity against 17 beta-hydroxysteroid dehydrogenase from human placental microsomes,B,,,Autocuration,8,,20001
,CHEMBL615158,9606.0,H,BAO_0000019,Homo sapiens,,,,46,,13163,,1,,The compound was tested at a concentration of 1 uM for inhibitory activity against 17 beta-hydroxysteroid dehydrogenase from human placental microsomes,B,,,Autocuration,8,,20001
,CHEMBL615159,10116.0,D,BAO_0000019,Rattus norvegicus,,,,47,,10691,,1,,"Inhibition of 17-alpha-hydroxylase/17,20 lyase from rat testes microsomal preparation",B,,,Expert,9,,12971
,CHEMBL615172,10116.0,D,BAO_0000019,Rattus norvegicus,,,,48,,10691,,1,,"Inhibition of 17-alpha-hydroxylase/17,20 lyase from rat testes microsomal preparation",B,,,Expert,9,,12971
,CHEMBL615173,10116.0,D,BAO_0000019,Rattus norvegicus,,,,49,,10691,,1,,"Percent inhibition of 17-alpha-hydroxylase/17,20 lyase of rat testes microsomes at 100 uM",B,,,Expert,9,,12971
,CHEMBL615174,10116.0,D,BAO_0000019,Rattus norvegicus,,,,50,,10691,,1,,"Percent inhibition of Steroid 17-alpha-hydroxylase/17,20 lyase of rat testes microsomes at 100 uM",B,,,Expert,9,,12971
,CHEMBL884518,,H,BAO_0000019,,,,,51,,898,,1,,Inhibitory activity against human placenta 17-beta-hydroxysteroid dehydrogenase type 2 (17-beta-HSD type 2),B,,,Autocuration,8,,13053
,CHEMBL615175,,H,BAO_0000357,,,,,52,,912,,1,,Compound was tested for the inhibition of 17-beta-hydroxysteroid dehydrogenase type 1(17-beta-HSD type 1),B,,,Autocuration,8,,11512
,CHEMBL615176,,H,BAO_0000357,,,,,53,,912,,1,,Compound was tested for the inhibition of 17-beta-hydroxysteroid dehydrogenase type 1(17-beta-HSD type 1) at 1 uM concentration,B,,,Autocuration,8,,11512
,CHEMBL615177,,H,BAO_0000357,,,,,54,,912,,1,,Compound was tested for the inhibition of 17-beta-hydroxysteroid dehydrogenase type 1(17-beta-HSD type 1) at 10 uM concentration,B,,,Autocuration,8,,11512
Membranes,CHEMBL615178,10116.0,D,BAO_0000249,Rattus norvegicus,,,,55,,15103,,1,,Selectivity ratio of binding affinity towards mu to delta receptors of rat brain membranes,B,,,Autocuration,5,,104740
,CHEMBL615179,9606.0,N,BAO_0000219,Homo sapiens,,,,56,,5116,,1,506.0,Cytotoxicity against ovarian cancer cell line (1A-9) of humans was determined,F,,1A9,Intermediate,1,,80002
,CHEMBL615180,10116.0,D,BAO_0000219,Rattus norvegicus,,,,57,,14578,,1,,Functional antagonism by electrical assays in Xenopus oocytes expressing 1A/2A NMDA receptor subtype,F,,Oocytes,Autocuration,7,,104835
,CHEMBL615181,10116.0,D,BAO_0000219,Rattus norvegicus,,,,58,,14578,,1,,Functional antagonism by electrical assays in Xenopus oocytes expressing the 1A/2B NMDA receptor,F,,Oocytes,Autocuration,7,,104821
,CHEMBL615182,10116.0,D,BAO_0000219,Rattus norvegicus,,,,59,,14578,,1,,Functional antagonism by electrical assays in Xenopus oocytes expressing the 1A/2C NMDA receptor,F,,Oocytes,Autocuration,7,,104848
,CHEMBL615183,9606.0,N,BAO_0000219,Homo sapiens,,,,60,,4787,,1,506.0,In vitro effective concentration required to reduce the number of human ovarian cancer (1A9) after 3-day incubation,F,,1A9,Expert,1,,80002
,CHEMBL615184,9606.0,N,BAO_0000219,Homo sapiens,,,,61,,4787,,1,506.0,In vitro effective concentration required to reduce the number of human ovarian cancer cells (1A9) after 3-day incubation,F,,1A9,Intermediate,1,,80002
,CHEMBL615185,9606.0,N,BAO_0000219,Homo sapiens,,,,62,,3547,,1,506.0,Cytotoxic activity against human ovarian cancer (1A9) cell line,F,,1A9,Intermediate,1,,80002
,CHEMBL615186,9606.0,N,BAO_0000219,Homo sapiens,,,,63,,3547,,1,506.0,Cytotoxic activity against human ovarian cancer (1A9) cell line; ND=Not determined,F,,1A9,Intermediate,1,,80002
,CHEMBL615187,9606.0,N,BAO_0000219,Homo sapiens,,,,64,,6726,,1,506.0,Effective dose of compound against replication of 1A9 cell line was evaluated,F,,1A9,Intermediate,1,,80002
,CHEMBL885343,9606.0,N,BAO_0000219,Homo sapiens,,,,65,,3455,,1,506.0,In vitro cytotoxic activity was determined against ovarian cancer (1A9) cell line,F,,1A9,Expert,1,,80002
,CHEMBL615188,9606.0,N,BAO_0000219,Homo sapiens,,,,66,,5726,,1,506.0,In vitro cytotoxicity evaluated against human ovarian cancer (1A9 cell line),F,,1A9,Intermediate,1,,80002
,CHEMBL615189,9606.0,N,BAO_0000219,Homo sapiens,,,,67,,5726,,1,506.0,In vitro cytotoxicity evaluated against human ovarian cancer (1A9 cell line); NA is not active,F,,1A9,Intermediate,1,,80002
,CHEMBL615190,9606.0,N,BAO_0000219,Homo sapiens,,,,68,,5726,,1,506.0,In vitro percent inhibition evaluated against human ovarian cancer (1A9 cell line) at >20 ug/mL,F,,1A9,Intermediate,1,,80002
,CHEMBL615191,9606.0,N,BAO_0000219,Homo sapiens,,,,69,,3395,,1,506.0,Inhibitory activity against Taxol resistant 1A9 cell lines,F,,1A9,Intermediate,1,,80002
,CHEMBL615192,9606.0,N,BAO_0000219,Homo sapiens,,,,70,,3415,,1,506.0,Cytotoxicity against human ovarian cancer (1A9) cell lines.,F,,1A9,Expert,1,,80002
,CHEMBL827083,9606.0,N,BAO_0000219,Homo sapiens,,,,71,,3415,,1,506.0,Percentage inhibition of human ovarian cancer (1A9) cell lines.,F,,1A9,Expert,1,,80002
,CHEMBL615193,9606.0,N,BAO_0000219,Homo sapiens,,,,72,,17099,,1,506.0,Effective dose required for inhibitory activity against 1A9 human tumor cell line.,F,,1A9,Expert,1,,80002
,CHEMBL615194,9606.0,N,BAO_0000219,Homo sapiens,,,,73,,17099,,1,506.0,Percent inhibition against 1A9 human tumor cell line at 0.10 ug/mL,F,,1A9,Intermediate,1,,80002
,CHEMBL615195,9606.0,N,BAO_0000219,Homo sapiens,,,,74,,17099,,1,506.0,Percent inhibition against 1A9 human tumor cell line at <0.00008 ug/mL,F,,1A9,Intermediate,1,,80002
,CHEMBL615196,9606.0,N,BAO_0000219,Homo sapiens,,,,75,,17099,,1,506.0,Percent inhibition against 1A9 human tumor cell line at >10 ug/mL,F,,1A9,Intermediate,1,,80002
,CHEMBL615197,9606.0,N,BAO_0000219,Homo sapiens,,,,76,,17721,,1,503.0,Inhibitory concentration against Jurkat cells,F,,Jurkat,Intermediate,1,,81072
,CHEMBL615198,,U,BAO_0000019,,,,,77,,1229,,1,,In vitro anticancer activity against 2 NCI SCLC cell lines; inactive,F,,,Intermediate,0,,22226
,CHEMBL615199,10116.0,D,BAO_0000357,Rattus norvegicus,,,,78,,11347,,1,,Inhibition of cytochrome P450 progesterone 2-alpha-hydroxylase,A,,,Expert,9,,100121
,CHEMBL615200,,H,BAO_0000357,,,,,79,,17117,,1,,"In vitro inhibition of human 2,3-oxidosqualene cyclase.",B,,,Expert,8,,11231
,CHEMBL615201,,H,BAO_0000357,,,,,80,,17117,,1,,"In vitro inhibition of human 2,3-oxidosqualene cyclase.",B,,,Expert,8,,11231
