payment_date,staff_id,amount,customer_id,payment_id,rental_id
2005-05-25 11:30:37,1,2.99,1,1,76
2005-05-28 10:35:23,1,0.99,1,2,573
2005-07-27 11:31:22,2,2.99,1,15,7273
2005-08-18 03:57:29,1,0.99,1,26,12250
2005-08-19 09:55:16,2,0.99,1,27,13068
2005-08-21 23:33:57,1,0.99,1,29,14762
2005-08-22 01:27:57,1,1.99,1,30,14825
2005-07-10 06:31:24,1,2.99,2,35,5636
2005-07-27 18:40:20,2,5.99,2,39,7459
2005-07-29 12:56:59,1,2.99,2,41,8598
2005-07-29 17:14:29,2,5.99,2,42,8705
2005-07-30 06:06:10,1,4.99,2,43,9031
2005-06-19 08:34:53,1,2.99,3,65,2628
2005-07-27 04:54:42,1,5.99,3,68,7096
2005-06-16 15:51:52,2,0.99,4,89,1735
2005-06-19 09:39:01,1,5.99,4,91,2642
2005-08-17 00:28:01,2,4.99,4,99,11529
2005-08-18 05:14:44,2,8.99,4,101,12294
2005-05-29 07:25:16,1,0.99,5,108,731
2005-05-31 19:46:38,1,1.99,5,110,1142
2005-06-15 22:03:14,1,3.99,5,111,1502
2005-06-20 18:38:22,2,4.99,5,115,3126
2005-07-08 20:04:43,2,2.99,5,117,4889
2005-07-09 07:13:52,2,5.99,5,119,5118
2005-07-09 08:51:42,2,1.99,5,120,5156
2005-07-12 11:27:35,1,3.99,5,123,6663
2005-07-28 01:50:29,2,0.99,5,126,7652
2005-08-02 10:50:06,1,4.99,5,135,11179
2005-08-18 00:10:04,1,9.99,5,137,12145
2005-08-19 09:45:41,1,1.99,5,139,13063
2005-08-21 11:31:11,1,6.99,5,142,14430
2005-08-22 17:37:02,2,0.99,5,144,15232
2006-02-14 15:16:03,2,0.99,5,145,13209
2005-05-28 11:09:14,1,2.99,6,147,577
2005-06-16 03:41:38,1,3.99,6,149,1575
2005-06-17 09:19:45,1,0.99,6,151,1966
2005-07-07 14:53:24,2,2.99,6,154,4278
2005-07-10 03:03:35,1,0.99,6,155,5553
2005-07-27 05:03:44,2,2.99,6,159,7099
2005-08-17 08:12:20,1,0.99,6,166,11727
2005-08-23 02:51:24,1,5.99,6,172,15509
2005-05-25 06:04:08,2,5.99,7,174,46
2005-05-29 09:27:00,2,2.99,7,176,748
2005-08-01 04:57:04,2,6.99,7,195,10330
2005-08-01 08:19:53,1,5.99,7,196,10423
2005-08-18 07:57:14,1,8.99,7,201,12367
2005-08-20 05:53:31,1,0.99,7,205,13594
2005-08-21 04:49:48,1,5.99,7,206,14222
2005-07-07 21:47:29,2,3.99,8,214,4409
2005-07-31 22:08:29,2,0.99,8,222,10141
2005-08-18 17:16:01,1,2.99,8,226,12613
2005-08-23 14:31:19,1,4.99,8,230,15805
2005-06-20 19:59:28,2,7.99,9,234,3142
2005-06-21 04:08:43,2,4.99,9,235,3262
2005-07-11 02:08:29,2,4.99,9,240,6019
2005-08-02 19:00:52,2,5.99,9,247,11400
2005-08-18 05:58:40,1,2.99,9,250,12309
2005-05-31 19:36:30,2,4.99,10,254,1140
2005-06-19 20:01:59,1,0.99,10,258,2814
2005-07-09 04:53:18,2,2.99,10,264,5068
2005-07-10 20:41:09,1,2.99,10,266,5905
2005-08-02 14:55:00,2,2.99,10,272,11289
2005-06-17 07:26:45,1,7.99,11,281,1939
2005-06-20 23:49:12,1,0.99,11,282,3192
2005-07-08 07:19:11,2,2.99,11,283,4608
2005-07-29 17:33:45,1,0.99,11,291,8715
2005-08-01 22:41:16,1,4.99,11,294,10812
2005-08-02 10:14:58,2,6.99,11,295,11166
2005-08-20 12:17:27,1,4.99,11,299,13790
2006-02-14 15:16:03,1,0.99,11,302,11646
