country_id,city,city_id
87,A Coruña (La Coruña),1
82,Abha,2
101,Abu Dhabi,3
60,Acuña,4
97,Adana,5
31,Addis Abeba,6
107,Aden,7
44,Adoni,8
44,Ahmadnagar,9
50,Akishima,10
103,Akron,11
101,al-Ayn,12
82,al-Hawiya,13
11,al-Manama,14
89,al-Qadarif,15
82,al-Qatif,16
49,Alessandria,17
44,Allappuzha (Alleppey),18
60,Allende,19
6,Almirante Brown,20
15,Alvorada,21
44,Ambattur,22
67,Amersfoort,23
44,Amroha,24
15,Angra dos Reis,25
15,Anápolis,26
22,Antofagasta,27
15,Aparecida de Goiânia,28
67,Apeldoorn,29
15,Araçatuba,30
46,Arak,31
77,Arecibo,32
103,Arlington,33
48,Ashdod,34
98,Ashgabat,35
48,Ashqelon,36
73,Asunción,37
39,Athenai,38
80,Atšinsk,39
60,Atlixco,40
103,Augusta-Richmond County,41
103,Aurora,42
6,Avellaneda,43
15,Bagé,44
6,Bahía Blanca,45
23,Baicheng,46
23,Baiyin,47
10,Baku,48
80,Balašiha,49
97,Balikesir,50
44,Balurghat,51
19,Bamenda,52
16,Bandar Seri Begawan,53
37,Banjul,54
104,Barcelona,55
91,Basel,56
48,Bat Yam,57
97,Batman,58
2,Batna,59
18,Battambang,60
75,Baybay,61
75,Bayugan,62
2,Béchar,63
63,Beira,64
103,Bellevue,65
15,Belém,66
4,Benguela,67
62,Beni-Mellal,68
69,Benin City,69
49,Bergamo,70
44,Berhampore (Baharampur),71
91,Bern,72
44,Bhavnagar,73
44,Bhilwara,74
44,Bhimavaram,75
44,Bhopal,76
44,Bhusawal,77
44,Bijapur,78
29,Bilbays,79
23,Binzhou,80
66,Birgunj,81
75,Bislig,82
15,Blumenau,83
15,Boa Vista,84
85,Boksburg,85
78,Botosani,86
85,Botshabelo,87
102,Bradford,88
15,Brasília,89
84,Bratislava,90
49,Brescia,91
34,Brest,92
49,Brindisi,93
103,Brockton,94
78,Bucuresti,95
24,Buenaventura,96
76,Bydgoszcz,97
75,Cabuyao,98
74,Callao,99
105,Cam Ranh,100
103,Cape Coral,101
104,Caracas,102
60,Carmen,103
75,Cavite,104
35,Cayenne,105
60,Celaya,106
44,Chandrapur,107
92,Changhwa,108
23,Changzhou,109
44,Chapra,110
106,Charlotte Amalie,111
85,Chatsworth,112
86,Cheju,113
92,Chiayi,114
61,Chisinau,115
92,Chungho,116
45,Cianjur,117
45,Ciomas,118
45,Ciparay,119
103,Citrus Heights,120
41,Città del Vaticano,121
73,Ciudad del Este,122
103,Clarksville,123
60,Coacalco de Berriozábal,124
60,Coatzacoalcos,125
103,Compton,126
22,Coquimbo,127
6,Córdoba,128
60,Cuauhtémoc,129
60,Cuautla,130
60,Cuernavaca,131
104,Cumaná,132
76,Czestochowa,133
72,Dadu,134
103,Dallas,135
23,Datong,136
54,Daugavpils,137
75,Davao,138
23,Daxian,139
103,Dayton,140
69,Deba Habe,141
97,Denizli,142
12,Dhaka,143
44,Dhule (Dhulia),144
23,Dongying,145
87,Donostia-San Sebastián,146
24,Dos Quebradas,147
38,Duisburg,148
102,Dundee,149
80,Dzerzinsk,150
67,Ede,151
69,Effon-Alaiye,152
14,El Alto,153
60,El Fuerte,154
103,El Monte,155
80,Elista,156
23,Emeishan,157
67,Emmen,158
23,Enshi,159
38,Erlangen,160
6,Escobar,161
46,Esfahan,162
97,Eskisehir,163
44,Etawah,164
6,Ezeiza,165
23,Ezhou,166
36,Faaa,167
92,Fengshan,168
44,Firozabad,169
24,Florencia,170
103,Fontana,171
50,Fukuyama,172
99,Funafuti,173
23,Fuyu,174
