assays_cell_id,assays_doc_id,assays_assay_organism,assays_src_id,assays_assay_cell_type,assays_relationship_type,assays_tid,assays_src_assay_id,assays_description,assays_assay_category,assays_assay_strain,assays_bao_format,assays_variant_id,assays_assay_id,assays_assay_tissue,assays_confidence_score,assays_assay_tax_id,assays_chembl_id,assays_assay_test_type,assays_tissue_id,assays_curated_by,assays_assay_type,assays_assay_subcellular_fraction
,9866,Rattus norvegicus,1,,N,50597,,Biodistribution in normal rat kidney in the presence of 0.005 M Gd/0.01 M lig at 2 hr,,,BAO_0000218,,7524,Kidney,1,10116.0,CHEMBL618647,In vivo,2113.0,Intermediate,A,
,9866,Rattus norvegicus,1,,N,50597,,Biodistribution in normal rat kidney in the presence of 0.01 M Gd/0.05 M lig,,,BAO_0000218,,7525,Kidney,1,10116.0,CHEMBL618648,In vivo,2113.0,Intermediate,A,
,9866,Rattus norvegicus,1,,N,50597,,Biodistribution in normal rat kidney in the presence of NAC Gd 0.01 M lig at 2 hr,,,BAO_0000218,,7526,Kidney,1,10116.0,CHEMBL618649,In vivo,2113.0,Intermediate,A,
,9866,Rattus norvegicus,1,,N,50597,,Biodistribution in normal rat liver in the presence of 0.005 M Gd/0.01 M lig at 2 hr,,,BAO_0000218,,7527,Liver,1,10116.0,CHEMBL618650,In vivo,2107.0,Intermediate,A,
,9866,Rattus norvegicus,1,,N,50597,,Biodistribution in normal rat liver in the presence of 0.01 M Gd/0.05 M lig,,,BAO_0000218,,7528,Liver,1,10116.0,CHEMBL618651,In vivo,2107.0,Intermediate,A,
,9866,Rattus norvegicus,1,,N,50597,,Biodistribution in normal rat liver in the presence of NAC Gd 0.01 M lig at 2 hr,,,BAO_0000218,,7529,Liver,1,10116.0,CHEMBL876497,In vivo,2107.0,Intermediate,A,
,9866,Rattus norvegicus,1,,N,50597,,Biodistribution in normal rat lung in the presence of 0.005 M Gd/0.01 M lig at 2 hr,,,BAO_0000218,,7530,Lung,1,10116.0,CHEMBL618652,In vivo,2048.0,Intermediate,A,
,9866,Rattus norvegicus,1,,N,50597,,Biodistribution in normal rat lung in the presence of 0.01 M Gd/0.05 M lig,,,BAO_0000218,,7531,Lung,1,10116.0,CHEMBL618653,In vivo,2048.0,Intermediate,A,
,9866,Rattus norvegicus,1,,N,50597,,Biodistribution in normal rat lung in the presence of NAC Gd 0.01 M lig at 2 hr,,,BAO_0000218,,7532,Lung,1,10116.0,CHEMBL618654,In vivo,2048.0,Intermediate,A,
,6351,Rattus norvegicus,1,,N,50597,,Recovery rate from urine and bile was determined after iv administration at 20 mg/kg in rats; Not tested,,,BAO_0000218,,7533,,1,10116.0,CHEMBL618655,,,Intermediate,A,
,1465,Rattus norvegicus,1,,N,50597,,Compound was tested for solubility in water,,,BAO_0000218,,7534,,1,10116.0,CHEMBL618656,,,Intermediate,A,
,5182,,1,,U,22229,,Solubility in phosphate buffered saline (1% DMSO) at pH 6.5 (24 hr equilibration),,,BAO_0000100,,7535,,0,,CHEMBL618657,,,Intermediate,P,
,17847,Rattus norvegicus,1,,N,50597,,Solubility was determined,,,BAO_0000218,,7536,,1,10116.0,CHEMBL618658,,,Intermediate,A,
,15339,Rattus norvegicus,1,,N,50597,,solubility in water (ug/mL) at 37 degree C.,,,BAO_0000218,,7537,,1,10116.0,CHEMBL618659,,,Intermediate,A,
,5202,Rattus norvegicus,1,,N,50597,,First pass metabolism and metabolic bioavailability using rat hepatic microsomes,,,BAO_0000218,,7538,,1,10116.0,CHEMBL618660,,,Intermediate,A,
,1088,Rattus norvegicus,1,,N,50597,,In vitro stability relative to (+)-AJ76 in rat hepatocyte assay,,,BAO_0000218,,7539,,1,10116.0,CHEMBL618661,,,Intermediate,A,
,3169,Rattus norvegicus,1,,N,50597,,Half life in rats,,,BAO_0000218,,7540,,1,10116.0,CHEMBL873807,,,Intermediate,A,
,5353,Rattus norvegicus,1,,N,50597,,Half life in Dawley rat,,,BAO_0000218,,7541,,1,10116.0,CHEMBL618662,,,Intermediate,A,
,2864,Rattus norvegicus,1,,N,50597,,Half life period after 3 mg/kg iv administration,,,BAO_0000218,,7542,,1,10116.0,CHEMBL618663,In vivo,,Intermediate,A,
,2864,Rattus norvegicus,1,,N,50597,,Half life period after 3 mg/kg iv administration in rat,,,BAO_0000218,,7543,,1,10116.0,CHEMBL618664,In vivo,,Intermediate,A,
,2864,Rattus norvegicus,1,,N,50597,,Half life period after 3 mg/kg iv administration in the rat,,,BAO_0000218,,7544,,1,10116.0,CHEMBL618665,In vivo,,Intermediate,A,
,6362,Rattus norvegicus,1,,N,50597,,Half life period in female Sprague-Dawley rats,,,BAO_0000218,,7545,,1,10116.0,CHEMBL876498,,,Intermediate,A,
,6249,Rattus norvegicus,1,,N,50597,,Half life period in rat,,,BAO_0000218,,7546,,1,10116.0,CHEMBL618666,,,Intermediate,A,
,3169,Rattus norvegicus,1,,N,50597,,Half-life in rats was determined,,,BAO_0000218,,7547,,1,10116.0,CHEMBL620440,,,Intermediate,A,
,3169,Rattus norvegicus,1,,N,50597,,Half-life in rats with metabolic oxidation,,,BAO_0000218,,7548,,1,10116.0,CHEMBL620441,,,Intermediate,A,
,3169,Rattus norvegicus,1,,N,50597,,Half-life in rats,,,BAO_0000218,,7549,,1,10116.0,CHEMBL620442,,,Intermediate,A,
,17260,Rattus norvegicus,1,,N,50597,,T 1/2 at a dose of 10 mg/Kg administered intravenously in female hanover-wistar rat,,,BAO_0000218,,7550,,1,10116.0,CHEMBL620443,In vivo,,Intermediate,A,
,17260,Rattus norvegicus,1,,N,50597,,T 1/2 at a dose of 10 mg/Kg administered perorally in female hanover-wistar rat,,,BAO_0000218,,7551,,1,10116.0,CHEMBL620444,In vivo,,Intermediate,A,
,17260,Rattus norvegicus,1,,N,50597,,T max at a dose of 10 mg/Kg administered intravenously in female hanover-wistar rat,,,BAO_0000218,,7552,,1,10116.0,CHEMBL620445,In vivo,,Intermediate,A,
,17260,Rattus norvegicus,1,,N,50597,,T max at a dose of 10 mg/Kg administered perorally in female hanover-wistar rat,,,BAO_0000218,,7553,,1,10116.0,CHEMBL620446,In vivo,,Intermediate,A,
,2879,Rattus norvegicus,1,,N,50597,,Biological half-life measured in plasma of rat,,,BAO_0000218,,7554,Plasma,1,10116.0,CHEMBL620447,,1969.0,Intermediate,A,
,2879,Rattus norvegicus,1,,N,50597,,Biological half-life measured in plasma of rat; 22-25,,,BAO_0000218,,7555,Plasma,1,10116.0,CHEMBL621129,,1969.0,Intermediate,A,
,2879,Rattus norvegicus,1,,N,50597,,Biological half-life measured in plasma of rat; 9-16,,,BAO_0000218,,7556,Plasma,1,10116.0,CHEMBL621130,,1969.0,Intermediate,A,
,3184,Rattus norvegicus,1,,N,50597,,Compound was evaluated for its half life when administered intravenously in rat,,,BAO_0000218,,7557,,1,10116.0,CHEMBL873808,In vivo,,Intermediate,A,
,4891,Rattus norvegicus,1,,N,50597,,Compound was evaluated for pharmacokinetic parameter percent bioavailability at 8 h,,,BAO_0000218,,7558,,1,10116.0,CHEMBL876598,In vivo,,Intermediate,A,
,429,Rattus norvegicus,1,,N,50597,,Evaluated for pharmacokinetic parameter half-life in rat at the dose 50 mg/kg,,,BAO_0000218,,7559,,1,10116.0,CHEMBL621131,In vivo,,Intermediate,A,
,5656,Rattus norvegicus,1,,N,50597,,Half life (T1/2) after oral administration in rat,,,BAO_0000218,,7560,,1,10116.0,CHEMBL621132,In vivo,,Intermediate,A,
,4413,Rattus norvegicus,1,,N,50597,,Half life of compound after iv administration of 20 mg/kg dose in rat,,,BAO_0000218,,7561,,1,10116.0,CHEMBL621133,In vivo,,Intermediate,A,
,3598,Rattus norvegicus,1,,N,50597,,Half life of compound determined in rat after iv administration at a dose of 10 mg/kg,,,BAO_0000218,,7562,,1,10116.0,CHEMBL621312,In vivo,,Expert,A,
,17267,Rattus norvegicus,1,,N,50597,,Half life of compound was determined in rat,,,BAO_0000218,,7563,,1,10116.0,CHEMBL621313,,,Intermediate,A,
,4727,Rattus norvegicus,1,,N,50597,,Half life of compound was determined in rat blood,,,BAO_0000218,,7564,Blood,1,10116.0,CHEMBL621314,,178.0,Intermediate,A,
,17651,Rattus norvegicus,1,,N,50597,,Half life at 1 mg/kg was determined in rat,,,BAO_0000218,,7565,,1,10116.0,CHEMBL621315,In vivo,,Intermediate,A,
,17651,Rattus norvegicus,1,,N,50597,,Half life at 10 mg/kg was determined in rat,,,BAO_0000218,,7566,,1,10116.0,CHEMBL621316,In vivo,,Intermediate,A,
,401,Rattus norvegicus,1,,N,50597,,Half life in rats,,,BAO_0000218,,7567,,1,10116.0,CHEMBL621317,,,Intermediate,A,
,4942,Rattus norvegicus,1,,N,50597,,Half life in rats in hours,,,BAO_0000218,,7568,,1,10116.0,CHEMBL621318,,,Intermediate,A,
,17735,Rattus norvegicus,1,,N,50597,,Half life following 10 mg/kg intravenous or 50 mg/kg oral dosing in rats was determined,,,BAO_0000218,,7569,,1,10116.0,CHEMBL621319,In vivo,,Intermediate,A,
,6056,Rattus norvegicus,1,,N,50597,,Half life was calculated at a single intravenous administration of 20 mg/kg in rat,,,BAO_0000218,,7570,,1,10116.0,CHEMBL621377,In vivo,,Intermediate,A,
,5213,Rattus norvegicus,1,,N,50597,,Half life was determined,,,BAO_0000218,,7571,,1,10116.0,CHEMBL621378,,,Intermediate,A,
,6616,Rattus norvegicus,1,,N,50597,,Half life after i.v. administration,,,BAO_0000218,,7572,,1,10116.0,CHEMBL876599,In vivo,,Intermediate,A,
,5937,Rattus norvegicus,1,,N,50597,,Half life in rat after intravenous administration at a concentration 0.5 mg/kg,,,BAO_0000218,,7573,,1,10116.0,CHEMBL621379,In vivo,,Intermediate,A,
,5819,Rattus norvegicus,1,,N,50597,,Half life in rat plasma,,,BAO_0000218,,7574,Plasma,1,10116.0,CHEMBL621380,,1969.0,Intermediate,A,
,5819,Rattus norvegicus,1,,N,50597,,Half life in rat plasma; Not detected,,,BAO_0000218,,7575,Plasma,1,10116.0,CHEMBL621381,,1969.0,Intermediate,A,
,6803,Rattus norvegicus,1,,N,50597,,Half life in rats,,,BAO_0000218,,7576,,1,10116.0,CHEMBL618515,,,Intermediate,A,
,17804,Rattus norvegicus,1,,N,50597,,Half life period of compound was determined after peroral administration,,,BAO_0000218,,7577,,1,10116.0,CHEMBL618516,In vivo,,Intermediate,A,
,17804,Rattus norvegicus,1,,N,50597,,Half life period of compound was determined at a dose of 3 mg/kg by intravenous administration,,,BAO_0000218,,7578,,1,10116.0,CHEMBL618517,In vivo,,Intermediate,A,
,5948,Rattus norvegicus,1,,N,50597,,Half life period in rat,,,BAO_0000218,,7579,,1,10116.0,CHEMBL618518,,,Intermediate,A,
,1916,Rattus norvegicus,1,,N,50597,,Half life period was evaluated against Sprague-Dawley rats at a dose of 15 mg/kg after iv administration,,,BAO_0000218,,7580,,1,10116.0,CHEMBL618519,In vivo,,Intermediate,A,
,1916,Rattus norvegicus,1,,N,50597,,Half life period was evaluated in Sprague-Dawley rats at a dose of 15 mg/kg after po administration,,,BAO_0000218,,7581,,1,10116.0,CHEMBL618698,In vivo,,Intermediate,A,
,1916,Rattus norvegicus,1,,N,50597,,Half life period was evaluated in Sprague-Dawley rats at a dose of 15 mg/kg after po administration; Not available,,,BAO_0000218,,7582,,1,10116.0,CHEMBL618862,In vivo,,Intermediate,A,
,4890,Rattus norvegicus,1,,N,50597,,Half life period was determined after intravenous administration at a dose 5 mg/kg to male Sprague-Dawley rats,,,BAO_0000218,,7583,,1,10116.0,CHEMBL618863,In vivo,,Intermediate,A,
,17764,Rattus norvegicus,1,,N,50597,,Half life period was determined for compound after intravenous administration in rats at 24 uM/kg,,,BAO_0000218,,7584,,1,10116.0,CHEMBL618864,In vivo,,Intermediate,A,
,4727,Rattus norvegicus,1,,N,50597,,Half life time in rat the dose of 2 mg/kg,,,BAO_0000218,,7585,,1,10116.0,CHEMBL618865,In vivo,,Intermediate,A,
,17509,Rattus norvegicus,1,,N,50597,,Half-life 24 hr after 10 mg/kg iv administration in rats,,,BAO_0000218,,7586,,1,10116.0,CHEMBL618866,In vivo,,Intermediate,A,
,17509,Rattus norvegicus,1,,N,50597,,Half-life 24 hr after 2 mg/kg iv administration in rats,,,BAO_0000218,,7587,,1,10116.0,CHEMBL618867,In vivo,,Intermediate,A,
,6597,Rattus norvegicus,1,,N,50597,,Half-life consistent with the observed metabolic steady state in rats,,,BAO_0000218,,7588,,1,10116.0,CHEMBL875828,,,Intermediate,A,
,17735,Rattus norvegicus,1,,N,50597,,Half-life following 10 mg/kg intravenous or 50 mg/kg oral dosing in rats was determined,,,BAO_0000218,,7589,,1,10116.0,CHEMBL618868,In vivo,,Intermediate,A,
,6597,Rattus norvegicus,1,,N,50597,,Half-life for oxidative metabolic stability was determined using male human,,,BAO_0000218,,7590,,1,10116.0,CHEMBL618869,,,Intermediate,A,
,17670,Rattus norvegicus,1,,N,50597,,"Half-life in fischer rats at 5 mg/kg dose, administered intravenously",,,BAO_0000218,,7591,,1,10116.0,CHEMBL618870,In vivo,,Intermediate,A,
,1696,Rattus norvegicus,1,,N,50597,,Half-life in rat plasma,,,BAO_0000218,,7592,Plasma,1,10116.0,CHEMBL618871,,1969.0,Intermediate,A,
,1742,Rattus norvegicus,1,,N,50597,,Half-life in rat plasma was determined,,,BAO_0000218,,7593,Plasma,1,10116.0,CHEMBL618872,,1969.0,Intermediate,A,
,17800,Rattus norvegicus,1,,N,50597,,Half-life in rats was determined,,,BAO_0000218,,7594,,1,10116.0,CHEMBL873816,,,Intermediate,A,
,12923,,1,,U,22224,,Area under curve of acid 2a was determined by HPLC at a dosage of 54.5 mg/kg administered intragastrically by gavage method in dog,,,BAO_0000218,,7595,,0,,CHEMBL618873,,,Autocuration,A,
,11954,,1,,U,22224,,Area under curve after oral dose of 0.1 mg//kg,,,BAO_0000019,,7596,,0,,CHEMBL621602,,,Autocuration,A,
,11954,,1,,U,22224,,Area under curve after oral dose of 0.3 mg/kg,,,BAO_0000218,,7597,,0,,CHEMBL621603,,,Autocuration,A,
,11954,,1,,U,22224,,Area under curve after oral dose of 1 mg/kg,,,BAO_0000218,,7598,,0,,CHEMBL621604,,,Autocuration,A,
,11954,,1,,U,22224,,Area under curve after oral dose of 10 mg/kg,,,BAO_0000218,,7599,,0,,CHEMBL621605,,,Autocuration,A,
,11954,,1,,U,22224,,Area under curve after oral dose of 23.4 mg/kg,,,BAO_0000218,,7600,,0,,CHEMBL621606,,,Autocuration,A,
,11954,,1,,U,22224,,Area under curve after oral dose of 3 mg/kg,,,BAO_0000218,,7601,,0,,CHEMBL621607,,,Autocuration,A,
,11954,,1,,U,22224,,Area under curve after oral dose of 3.87 mg/kg,,,BAO_0000218,,7602,,0,,CHEMBL621608,,,Autocuration,A,
,5237,,1,,U,22224,,Area under curve was determined,,,BAO_0000019,,7603,,0,,CHEMBL621609,,,Autocuration,A,
,4026,,1,,U,22224,,Area under curve at a dose of 10 mg/kg,,,BAO_0000218,,7604,,0,,CHEMBL621610,,,Autocuration,A,
,5237,Rattus norvegicus,1,,N,50597,,Area under curve was determined; ND=No data,,,BAO_0000218,,7605,,1,10116.0,CHEMBL621611,,,Intermediate,A,
,14793,Rattus norvegicus,1,,N,50597,,Area under curve was evaluated in rat brain when administered intraperitoneally at a dose of 10 mg/kg for 4 or 6 hours,,,BAO_0000218,,7606,,1,10116.0,CHEMBL621612,,,Intermediate,A,
,14793,Rattus norvegicus,1,,N,50597,,Area under curve was evaluated in rat brain when administered intraperitoneally at a dose of 10 mg/kg for infinite hours,,,BAO_0000218,,7607,,1,10116.0,CHEMBL622308,,,Intermediate,A,
,14793,Rattus norvegicus,1,,N,50597,,Area under curve was evaluated in rat brain when administered intravenously at a dose of 10 mg/kg for 4 or 6 hours,,,BAO_0000218,,7608,,1,10116.0,CHEMBL622309,,,Intermediate,A,
,14793,Rattus norvegicus,1,,N,50597,,Area under curve was evaluated in rat brain when administered intravenously at a dose of 10 mg/kg for infinite hours,,,BAO_0000218,,7609,,1,10116.0,CHEMBL622310,,,Intermediate,A,
