actor_id,last_name,first_name,film_id
30,PECK,SANDRA,286
73,PENN,GARY,467
129,CRAWFORD,DARYL,166
79,HOFFMAN,MAE,646
60,BERRY,HENRY,971
58,AKROYD,CHRISTIAN,306
107,DEGENERES,GINA,606
7,MOSTEL,GRACE,67
34,OLIVIER,AUDREY,43
101,DAVIS,SUSAN,928
36,DUKAKIS,BURT,956
25,BLOOM,KEVIN,871
16,COSTNER,FRED,758
159,BRODY,LAURA,248
82,JOLIE,WOODY,33
195,SILVERSTONE,JAYNE,658
83,WILLIS,BEN,135
97,HAWKE,MEG,312
101,DAVIS,SUSAN,568
112,BACALL,RUSSELL,188
119,JACKMAN,WARREN,394
173,DREYFUSS,ALAN,857
45,KILMER,REESE,680
159,BRODY,LAURA,344
156,WOOD,FAY,593
62,NEESON,JAYNE,211
151,HESTON,GEOFFREY,170
24,STREEP,CAMERON,256
62,NEESON,JAYNE,6
182,AKROYD,DEBBIE,324
179,GUINESS,ED,463
93,PRESLEY,ELLEN,856
134,HOPKINS,GENE,413
38,MCKELLEN,TOM,547
7,MOSTEL,GRACE,218
44,STALLONE,NICK,322
34,OLIVIER,AUDREY,389
156,WOOD,FAY,349
176,CHASE,JON,802
85,ZELLWEGER,MINNIE,14
69,PALTROW,KENNETH,396
138,DEE,LUCILLE,376
74,KEITEL,MILLA,836
155,TANDY,IAN,407
198,KEITEL,MARY,843
145,ALLEN,KIM,155
99,MOSTEL,JIM,636
44,STALLONE,NICK,699
145,ALLEN,KIM,494
29,WAYNE,ALEC,547
93,PRESLEY,ELLEN,473
83,WILLIS,BEN,247
172,WILLIAMS,GROUCHO,529
119,JACKMAN,WARREN,570
140,HURT,WHOOPI,112
83,WILLIS,BEN,249
10,GABLE,CHRISTIAN,477
129,CRAWFORD,DARYL,962
66,TANDY,MARY,871
92,AKROYD,KIRSTEN,889
195,SILVERSTONE,JAYNE,141
139,GOODING,EWAN,605
5,LOLLOBRIGIDA,JOHNNY,571
100,DEPP,SPENCER,944
13,WOOD,UMA,162
74,KEITEL,MILLA,44
144,WITHERSPOON,ANGELA,99
119,JACKMAN,WARREN,87
40,CAGE,JOHNNY,494
17,VOIGHT,HELEN,478
117,TRACY,RENEE,707
139,GOODING,EWAN,282
52,HUNT,CARMEN,388
159,BRODY,LAURA,127
1,GUINESS,PENELOPE,25
87,PECK,SPENCER,706
164,WILLIS,HUMPHREY,681
66,TANDY,MARY,697
40,CAGE,JOHNNY,396
89,DENCH,CHARLIZE,976
55,KILMER,FAY,27
38,MCKELLEN,TOM,335
2,WAHLBERG,NICK,47
40,CAGE,JOHNNY,933
86,CHAPLIN,GREG,249
37,BOLGER,VAL,204
26,CRAWFORD,RIP,635
117,TRACY,RENEE,15
42,MIRANDA,TOM,932
102,TORN,WALTER,123
148,DEE,EMILY,772
122,NOLTE,SALMA,29
188,DUKAKIS,ROCK,146
65,HUDSON,ANGELA,577
128,MCQUEEN,CATE,912
140,HURT,WHOOPI,370
172,WILLIAMS,GROUCHO,423
85,ZELLWEGER,MINNIE,290
189,BIRCH,CUBA,882
19,FAWCETT,BOB,182
3,CHASE,ED,685
49,CRONYN,ANNE,469
19,FAWCETT,BOB,673
92,AKROYD,KIRSTEN,338
104,CRONYN,PENELOPE,136
41,DEGENERES,JODIE,544
56,HARRIS,DAN,769
65,HUDSON,ANGELA,938
61,NEESON,CHRISTIAN,780
144,WITHERSPOON,ANGELA,125
79,HOFFMAN,MAE,40
149,TEMPLE,RUSSELL,761
27,MCQUEEN,JULIA,889
194,ALLEN,MERYL,9
81,DAMON,SCARLETT,579
190,BAILEY,AUDREY,959
85,ZELLWEGER,MINNIE,72
75,POSEY,BURT,870
188,DUKAKIS,ROCK,1
56,HARRIS,DAN,462
167,BULLOCK,LAURENCE,794
131,JACKMAN,JANE,515
137,WILLIAMS,MORGAN,564
158,BASINGER,VIVIEN,824
12,BERRY,KARL,92
114,MCDORMAND,MORGAN,961
89,DENCH,CHARLIZE,103
101,DAVIS,SUSAN,608
108,NOLTE,WARREN,733
188,DUKAKIS,ROCK,51
124,BENING,SCARLETT,785
38,MCKELLEN,TOM,705
53,TEMPLE,MENA,447
46,GOLDBERG,PARKER,829
112,BACALL,RUSSELL,865
184,GARLAND,HUMPHREY,492
130,KEITEL,GRETA,452
117,TRACY,RENEE,710
119,JACKMAN,WARREN,592
90,GUINESS,SEAN,858
118,ALLEN,CUBA,136
189,BIRCH,CUBA,628
119,JACKMAN,WARREN,782
196,WALKEN,BELA,303
36,DUKAKIS,BURT,590
163,WEST,CHRISTOPHER,45
92,AKROYD,KIRSTEN,470
191,GOODING,GREGORY,296
177,MCKELLEN,GENE,237
61,NEESON,CHRISTIAN,639
44,STALLONE,NICK,902
123,DENCH,JULIANNE,530
11,CAGE,ZERO,453
69,PALTROW,KENNETH,292
16,COSTNER,FRED,271
4,DAVIS,JENNIFER,355
103,LEIGH,MATTHEW,639
170,HOPPER,MENA,139
121,BERGMAN,LIZA,161
145,ALLEN,KIM,923
59,TAUTOU,DUSTIN,943
19,FAWCETT,BOB,510
9,SWANK,JOE,889
33,PECK,MILLA,306
70,MCCONAUGHEY,MICHELLE,953
82,JOLIE,WOODY,17
66,TANDY,MARY,676
134,HOPKINS,GENE,386
133,PENN,RICHARD,868
182,AKROYD,DEBBIE,301
92,AKROYD,KIRSTEN,436
187,BALL,RENEE,25
138,DEE,LUCILLE,879
184,GARLAND,HUMPHREY,597
2,WAHLBERG,NICK,958
130,KEITEL,GRETA,525
55,KILMER,FAY,827
127,GARLAND,KEVIN,366
157,MALDEN,GRETA,574
76,ASTAIRE,ANGELINA,781
172,WILLIAMS,GROUCHO,649
92,AKROYD,KIRSTEN,553
160,DEPP,CHRIS,455
92,AKROYD,KIRSTEN,929
102,TORN,WALTER,124
120,MONROE,PENELOPE,722
12,BERRY,KARL,540
36,DUKAKIS,BURT,875
76,ASTAIRE,ANGELINA,464
44,STALLONE,NICK,176
31,SOBIESKI,SISSY,146
137,WILLIAMS,MORGAN,56
112,BACALL,RUSSELL,700
36,DUKAKIS,BURT,231
54,PINKETT,PENELOPE,636
8,JOHANSSON,MATTHEW,115
28,HOFFMAN,WOODY,96
89,DENCH,CHARLIZE,266
64,JOHANSSON,RAY,646
80,CRUZ,RALPH,343
10,GABLE,CHRISTIAN,966
33,PECK,MILLA,489
168,WILSON,WILL,208
111,ZELLWEGER,CAMERON,744
44,STALLONE,NICK,109
3,CHASE,ED,480
14,BERGEN,VIVIEN,759
20,TRACY,LUCILLE,274
106,DUNST,GROUCHO,439
89,DENCH,CHARLIZE,406
1,GUINESS,PENELOPE,635
165,GARLAND,AL,948
160,DEPP,CHRIS,954
62,NEESON,JAYNE,457
159,BRODY,LAURA,802
18,TORN,DAN,883
21,PALTROW,KIRSTEN,893
16,COSTNER,FRED,80
50,HOPKINS,NATALIE,552
13,WOOD,UMA,524
108,NOLTE,WARREN,652
101,DAVIS,SUSAN,494
42,MIRANDA,TOM,309
98,BRIDGES,CHRIS,72
33,PECK,MILLA,135
92,AKROYD,KIRSTEN,103
77,MCCONAUGHEY,CARY,40
122,NOLTE,SALMA,620
103,LEIGH,MATTHEW,360
90,GUINESS,SEAN,880
190,BAILEY,AUDREY,374
115,BALE,HARRISON,966
105,CROWE,SIDNEY,558
115,BALE,HARRISON,245
134,HOPKINS,GENE,219
63,WRAY,CAMERON,944
169,HOFFMAN,KENNETH,349
84,PITT,JAMES,491
19,FAWCETT,BOB,208
56,HARRIS,DAN,87
109,DERN,SYLVESTER,190
29,WAYNE,ALEC,311
168,WILSON,WILL,841
51,PHOENIX,GARY,121
91,BERRY,CHRISTOPHER,941
161,HOPE,HARVEY,588
72,WILLIAMS,SEAN,550
139,GOODING,EWAN,35
195,SILVERSTONE,JAYNE,813
83,WILLIS,BEN,217
14,BERGEN,VIVIEN,847
136,MANSFIELD,ED,806
131,JACKMAN,JANE,436
92,AKROYD,KIRSTEN,699
6,NICHOLSON,BETTE,29
101,DAVIS,SUSAN,662
184,GARLAND,HUMPHREY,336
119,JACKMAN,WARREN,21
152,HARRIS,BEN,475
168,WILSON,WILL,807
169,HOFFMAN,KENNETH,998
185,BOLGER,MICHAEL,554
14,BERGEN,VIVIEN,255
34,OLIVIER,AUDREY,336
104,CRONYN,PENELOPE,600
128,MCQUEEN,CATE,650
62,NEESON,JAYNE,990
181,CARREY,MATTHEW,420
5,LOLLOBRIGIDA,JOHNNY,650
53,TEMPLE,MENA,285
184,GARLAND,HUMPHREY,500
173,DREYFUSS,ALAN,379
85,ZELLWEGER,MINNIE,957
2,WAHLBERG,NICK,561
112,BACALL,RUSSELL,606
163,WEST,CHRISTOPHER,947
192,SUVARI,JOHN,578
14,BERGEN,VIVIEN,258
99,MOSTEL,JIM,250
15,OLIVIER,CUBA,326
9,SWANK,JOE,74
131,JACKMAN,JANE,647
36,DUKAKIS,BURT,453
99,MOSTEL,JIM,512
136,MANSFIELD,ED,993
144,WITHERSPOON,ANGELA,135
189,BIRCH,CUBA,266
100,DEPP,SPENCER,846
88,PESCI,KENNETH,602
126,TOMEI,FRANCES,545
196,WALKEN,BELA,939
100,DEPP,SPENCER,919
20,TRACY,LUCILLE,140
100,DEPP,SPENCER,118
107,DEGENERES,GINA,774
2,WAHLBERG,NICK,550
111,ZELLWEGER,CAMERON,608
41,DEGENERES,JODIE,784
125,NOLTE,ALBERT,623
170,HOPPER,MENA,322
54,PINKETT,PENELOPE,988
100,DEPP,SPENCER,991
82,JOLIE,WOODY,104
103,LEIGH,MATTHEW,347
185,BOLGER,MICHAEL,965
29,WAYNE,ALEC,862
144,WITHERSPOON,ANGELA,90
48,DAY-LEWIS,FRANCES,926
122,NOLTE,SALMA,491
157,MALDEN,GRETA,406
60,BERRY,HENRY,423
59,TAUTOU,DUSTIN,946
21,PALTROW,KIRSTEN,497
81,DAMON,SCARLETT,89
39,BRODY,GOLDIE,689
102,TORN,WALTER,334
184,GARLAND,HUMPHREY,966
191,GOODING,GREGORY,185
137,WILLIAMS,MORGAN,268
127,GARLAND,KEVIN,354
39,BRODY,GOLDIE,431
33,PECK,MILLA,993
58,AKROYD,CHRISTIAN,726
139,GOODING,EWAN,892
80,CRUZ,RALPH,207
51,PHOENIX,GARY,993
109,DERN,SYLVESTER,622
135,REYNOLDS,RITA,41
108,NOLTE,WARREN,721
138,DEE,LUCILLE,627
15,OLIVIER,CUBA,502
38,MCKELLEN,TOM,516
112,BACALL,RUSSELL,817
117,TRACY,RENEE,423
29,WAYNE,ALEC,226
115,BALE,HARRISON,506
174,BENING,MICHAEL,722
188,DUKAKIS,ROCK,322
158,BASINGER,VIVIEN,102
25,BLOOM,KEVIN,606
107,DEGENERES,GINA,831
8,JOHANSSON,MATTHEW,936
14,BERGEN,VIVIEN,537
49,CRONYN,ANNE,729
83,WILLIS,BEN,631
143,DEAN,RIVER,603
68,WINSLET,RIP,396
173,DREYFUSS,ALAN,491
157,MALDEN,GRETA,34
92,AKROYD,KIRSTEN,728
3,CHASE,ED,618
172,WILLIAMS,GROUCHO,345
20,TRACY,LUCILLE,652
113,HOPKINS,MORGAN,969
197,WEST,REESE,364
118,ALLEN,CUBA,35
39,BRODY,GOLDIE,920
134,HOPKINS,GENE,145
132,HOPPER,ADAM,806
97,HAWKE,MEG,177
152,HARRIS,BEN,248
141,HARRIS,CATE,607
182,AKROYD,DEBBIE,677
187,BALL,RENEE,671
106,DUNST,GROUCHO,687
99,MOSTEL,JIM,978
74,KEITEL,MILLA,747
50,HOPKINS,NATALIE,243
60,BERRY,HENRY,179
20,TRACY,LUCILLE,589
57,CRUISE,JUDE,737
155,TANDY,IAN,890
150,NOLTE,JAYNE,94
107,DEGENERES,GINA,637
58,AKROYD,CHRISTIAN,235
82,JOLIE,WOODY,787
58,AKROYD,CHRISTIAN,175
194,ALLEN,MERYL,352
21,PALTROW,KIRSTEN,429
73,PENN,GARY,950
129,CRAWFORD,DARYL,834
39,BRODY,GOLDIE,815
116,STREEP,DAN,128
