film_id,attore_id,nome,cognome,titolo,descrizione,data_rilascio,lingua,lingua_originale_id,durata_noleggio,tariffa_noleggio,durata,costo_sostituzione,voto
897,134,GENE,HOPKINS,TORQUE BOUND,A Emotional Display of a Crocodile And a Husband who must Reach a Man in Ancient Japan,2006,English,,3,4.99,179,27.99,G
897,50,NATALIE,HOPKINS,TORQUE BOUND,A Emotional Display of a Crocodile And a Husband who must Reach a Man in Ancient Japan,2006,English,,3,4.99,179,27.99,G
415,14,VIVIEN,BERGEN,HIGH ENCINO,A Fateful Saga of a Waitress And a Hunter who must Outrace a Sumo Wrestler in Australia,2006,English,,3,2.99,84,23.99,R
415,39,GOLDIE,BRODY,HIGH ENCINO,A Fateful Saga of a Waitress And a Hunter who must Outrace a Sumo Wrestler in Australia,2006,English,,3,2.99,84,23.99,R
849,169,KENNETH,HOFFMAN,STORM HAPPINESS,A Insightful Drama of a Feminist And a A Shark who must Vanquish a Boat in A Shark Tank,2006,English,,6,0.99,57,28.99,NC-17
849,188,ROCK,DUKAKIS,STORM HAPPINESS,A Insightful Drama of a Feminist And a A Shark who must Vanquish a Boat in A Shark Tank,2006,English,,6,0.99,57,28.99,NC-17
849,91,CHRISTOPHER,BERRY,STORM HAPPINESS,A Insightful Drama of a Feminist And a A Shark who must Vanquish a Boat in A Shark Tank,2006,English,,6,0.99,57,28.99,NC-17
849,191,GREGORY,GOODING,STORM HAPPINESS,A Insightful Drama of a Feminist And a A Shark who must Vanquish a Boat in A Shark Tank,2006,English,,6,0.99,57,28.99,NC-17
335,24,CAMERON,STREEP,FREEDOM CLEOPATRA,A Emotional Reflection of a Dentist And a Mad Cow who must Face a Squirrel in A Baloon,2006,English,,5,0.99,133,23.99,PG-13
335,91,CHRISTOPHER,BERRY,FREEDOM CLEOPATRA,A Emotional Reflection of a Dentist And a Mad Cow who must Face a Squirrel in A Baloon,2006,English,,5,0.99,133,23.99,PG-13
626,167,LAURENCE,BULLOCK,NOON PAPI,A Unbelieveable Character Study of a Mad Scientist And a Astronaut who must Find a Pioneer in A Manhattan Penthouse,2006,English,,5,2.99,57,12.99,G
626,158,VIVIEN,BASINGER,NOON PAPI,A Unbelieveable Character Study of a Mad Scientist And a Astronaut who must Find a Pioneer in A Manhattan Penthouse,2006,English,,5,2.99,57,12.99,G
626,168,WILL,WILSON,NOON PAPI,A Unbelieveable Character Study of a Mad Scientist And a Astronaut who must Find a Pioneer in A Manhattan Penthouse,2006,English,,5,2.99,57,12.99,G
648,42,TOM,MIRANDA,OUTLAW HANKY,A Thoughtful Story of a Astronaut And a Composer who must Conquer a Dog in The Sahara Desert,2006,English,,7,4.99,148,17.99,PG-13
648,61,CHRISTIAN,NEESON,OUTLAW HANKY,A Thoughtful Story of a Astronaut And a Composer who must Conquer a Dog in The Sahara Desert,2006,English,,7,4.99,148,17.99,PG-13
648,39,GOLDIE,BRODY,OUTLAW HANKY,A Thoughtful Story of a Astronaut And a Composer who must Conquer a Dog in The Sahara Desert,2006,English,,7,4.99,148,17.99,PG-13
648,22,ELVIS,MARX,OUTLAW HANKY,A Thoughtful Story of a Astronaut And a Composer who must Conquer a Dog in The Sahara Desert,2006,English,,7,4.99,148,17.99,PG-13
809,174,MICHAEL,BENING,SLIPPER FIDELITY,A Taut Reflection of a Secret Agent And a Man who must Redeem a Explorer in A MySQL Convention,2006,English,,5,0.99,156,14.99,PG-13
809,130,GRETA,KEITEL,SLIPPER FIDELITY,A Taut Reflection of a Secret Agent And a Man who must Redeem a Explorer in A MySQL Convention,2006,English,,5,0.99,156,14.99,PG-13
367,129,DARYL,CRAWFORD,GOLDMINE TYCOON,A Brilliant Epistle of a Composer And a Frisbee who must Conquer a Husband in The Outback,2006,English,,6,0.99,153,20.99,R
105,2,NICK,WAHLBERG,BULL SHAWSHANK,A Fanciful Drama of a Moose And a Squirrel who must Conquer a Pioneer in The Canadian Rockies,2006,English,,6,0.99,125,21.99,NC-17
105,43,KIRK,JOVOVICH,BULL SHAWSHANK,A Fanciful Drama of a Moose And a Squirrel who must Conquer a Pioneer in The Canadian Rockies,2006,English,,6,0.99,125,21.99,NC-17
105,150,JAYNE,NOLTE,BULL SHAWSHANK,A Fanciful Drama of a Moose And a Squirrel who must Conquer a Pioneer in The Canadian Rockies,2006,English,,6,0.99,125,21.99,NC-17
557,125,ALBERT,NOLTE,MANCHURIAN CURTAIN,A Stunning Tale of a Mad Cow And a Boy who must Battle a Boy in Berlin,2006,English,,5,2.99,177,27.99,PG
557,64,RAY,JOHANSSON,MANCHURIAN CURTAIN,A Stunning Tale of a Mad Cow And a Boy who must Battle a Boy in Berlin,2006,English,,5,2.99,177,27.99,PG
654,122,SALMA,NOLTE,PANKY SUBMARINE,A Touching Documentary of a Dentist And a Sumo Wrestler who must Overcome a Boy in The Gulf of Mexico,2006,English,,4,4.99,93,19.99,G
654,87,SPENCER,PECK,PANKY SUBMARINE,A Touching Documentary of a Dentist And a Sumo Wrestler who must Overcome a Boy in The Gulf of Mexico,2006,English,,4,4.99,93,19.99,G
947,97,MEG,HAWKE,VISION TORQUE,A Thoughtful Documentary of a Dog And a Man who must Sink a Man in A Shark Tank,2006,English,,5,0.99,59,16.99,PG-13
947,53,MENA,TEMPLE,VISION TORQUE,A Thoughtful Documentary of a Dog And a Man who must Sink a Man in A Shark Tank,2006,English,,5,0.99,59,16.99,PG-13
940,189,CUBA,BIRCH,VICTORY ACADEMY,A Insightful Epistle of a Mad Scientist And a Explorer who must Challenge a Cat in The Sahara Desert,2006,English,,6,0.99,64,19.99,PG-13
795,122,SALMA,NOLTE,SIEGE MADRE,A Boring Tale of a Frisbee And a Crocodile who must Vanquish a Moose in An Abandoned Mine Shaft,2006,English,,7,0.99,111,23.99,R
795,196,BELA,WALKEN,SIEGE MADRE,A Boring Tale of a Frisbee And a Crocodile who must Vanquish a Moose in An Abandoned Mine Shaft,2006,English,,7,0.99,111,23.99,R
795,56,DAN,HARRIS,SIEGE MADRE,A Boring Tale of a Frisbee And a Crocodile who must Vanquish a Moose in An Abandoned Mine Shaft,2006,English,,7,0.99,111,23.99,R
795,26,RIP,CRAWFORD,SIEGE MADRE,A Boring Tale of a Frisbee And a Crocodile who must Vanquish a Moose in An Abandoned Mine Shaft,2006,English,,7,0.99,111,23.99,R
795,105,SIDNEY,CROWE,SIEGE MADRE,A Boring Tale of a Frisbee And a Crocodile who must Vanquish a Moose in An Abandoned Mine Shaft,2006,English,,7,0.99,111,23.99,R
775,156,FAY,WOOD,SEATTLE EXPECATIONS,A Insightful Reflection of a Crocodile And a Sumo Wrestler who must Meet a Technical Writer in The Sahara Desert,2006,English,,4,4.99,110,18.99,PG-13
631,102,WALTER,TORN,NOVOCAINE FLIGHT,A Fanciful Display of a Student And a Teacher who must Outgun a Crocodile in Nigeria,2006,English,,4,0.99,64,11.99,G
631,185,MICHAEL,BOLGER,NOVOCAINE FLIGHT,A Fanciful Display of a Student And a Teacher who must Outgun a Crocodile in Nigeria,2006,English,,4,0.99,64,11.99,G
135,58,CHRISTIAN,AKROYD,CHANCE RESURRECTION,A Astounding Story of a Forensic Psychologist And a Forensic Psychologist who must Overcome a Moose in Ancient China,2006,English,,3,2.99,70,22.99,R
135,140,WHOOPI,HURT,CHANCE RESURRECTION,A Astounding Story of a Forensic Psychologist And a Forensic Psychologist who must Overcome a Moose in Ancient China,2006,English,,3,2.99,70,22.99,R
135,194,MERYL,ALLEN,CHANCE RESURRECTION,A Astounding Story of a Forensic Psychologist And a Forensic Psychologist who must Overcome a Moose in Ancient China,2006,English,,3,2.99,70,22.99,R
470,122,SALMA,NOLTE,ISHTAR ROCKETEER,A Astounding Saga of a Dog And a Squirrel who must Conquer a Dog in An Abandoned Fun House,2006,English,,4,4.99,79,24.99,R
470,142,JADA,RYDER,ISHTAR ROCKETEER,A Astounding Saga of a Dog And a Squirrel who must Conquer a Dog in An Abandoned Fun House,2006,English,,4,4.99,79,24.99,R
219,45,REESE,KILMER,DEEP CRUSADE,A Amazing Tale of a Crocodile And a Squirrel who must Discover a Composer in Australia,2006,English,,6,4.99,51,20.99,PG-13
219,171,OLYMPIA,PFEIFFER,DEEP CRUSADE,A Amazing Tale of a Crocodile And a Squirrel who must Discover a Composer in Australia,2006,English,,6,4.99,51,20.99,PG-13
219,32,TIM,HACKMAN,DEEP CRUSADE,A Amazing Tale of a Crocodile And a Squirrel who must Discover a Composer in Australia,2006,English,,6,4.99,51,20.99,PG-13
1,198,MARY,KEITEL,ACADEMY DINOSAUR,A Epic Drama of a Feminist And a Mad Scientist who must Battle a Teacher in The Canadian Rockies,2006,English,,6,0.99,86,20.99,PG
1,108,WARREN,NOLTE,ACADEMY DINOSAUR,A Epic Drama of a Feminist And a Mad Scientist who must Battle a Teacher in The Canadian Rockies,2006,English,,6,0.99,86,20.99,PG
1,1,PENELOPE,GUINESS,ACADEMY DINOSAUR,A Epic Drama of a Feminist And a Mad Scientist who must Battle a Teacher in The Canadian Rockies,2006,English,,6,0.99,86,20.99,PG
1,162,OPRAH,KILMER,ACADEMY DINOSAUR,A Epic Drama of a Feminist And a Mad Scientist who must Battle a Teacher in The Canadian Rockies,2006,English,,6,0.99,86,20.99,PG
601,158,VIVIEN,BASINGER,MOULIN WAKE,A Astounding Story of a Forensic Psychologist And a Cat who must Battle a Teacher in An Abandoned Mine Shaft,2006,English,,4,0.99,79,20.99,PG-13
967,100,SPENCER,DEPP,WEEKEND PERSONAL,A Fast-Paced Documentary of a Car And a Butler who must Find a Frisbee in A Jet Boat,2006,English,,5,2.99,134,26.99,R
967,158,VIVIEN,BASINGER,WEEKEND PERSONAL,A Fast-Paced Documentary of a Car And a Butler who must Find a Frisbee in A Jet Boat,2006,English,,5,2.99,134,26.99,R
967,184,HUMPHREY,GARLAND,WEEKEND PERSONAL,A Fast-Paced Documentary of a Car And a Butler who must Find a Frisbee in A Jet Boat,2006,English,,5,2.99,134,26.99,R
43,123,JULIANNE,DENCH,ATLANTIS CAUSE,A Thrilling Yarn of a Feminist And a Hunter who must Fight a Technical Writer in A Shark Tank,2006,English,,6,2.99,170,15.99,G
43,189,CUBA,BIRCH,ATLANTIS CAUSE,A Thrilling Yarn of a Feminist And a Hunter who must Fight a Technical Writer in A Shark Tank,2006,English,,6,2.99,170,15.99,G
43,130,GRETA,KEITEL,ATLANTIS CAUSE,A Thrilling Yarn of a Feminist And a Hunter who must Fight a Technical Writer in A Shark Tank,2006,English,,6,2.99,170,15.99,G
694,37,VAL,BOLGER,PREJUDICE OLEANDER,A Epic Saga of a Boy And a Dentist who must Outrace a Madman in A U-Boat,2006,English,,6,4.99,98,15.99,PG-13
694,65,ANGELA,HUDSON,PREJUDICE OLEANDER,A Epic Saga of a Boy And a Dentist who must Outrace a Madman in A U-Boat,2006,English,,6,4.99,98,15.99,PG-13
694,109,SYLVESTER,DERN,PREJUDICE OLEANDER,A Epic Saga of a Boy And a Dentist who must Outrace a Madman in A U-Boat,2006,English,,6,4.99,98,15.99,PG-13
571,146,ALBERT,JOHANSSON,METAL ARMAGEDDON,A Thrilling Display of a Lumberjack And a Crocodile who must Meet a Monkey in A Baloon Factory,2006,English,,6,2.99,161,26.99,PG-13
