film_id,actor_id,first_name,last_name
545,48,FRANCES,DAY-LEWIS
628,180,JEFF,SILVERSTONE
925,45,REESE,KILMER
385,71,ADAM,GRANT
136,106,GROUCHO,DUNST
726,176,JON,CHASE
198,104,PENELOPE,CRONYN
817,198,MARY,KEITEL
991,46,PARKER,GOLDBERG
742,116,DAN,STREEP
827,3,ED,CHASE
529,89,CHARLIZE,DENCH
761,81,SCARLETT,DAMON
25,166,NICK,DEGENERES
551,58,CHRISTIAN,AKROYD
385,47,JULIA,BARRYMORE
359,111,CAMERON,ZELLWEGER
864,182,DEBBIE,AKROYD
888,11,ZERO,CAGE
234,88,KENNETH,PESCI
894,144,ANGELA,WITHERSPOON
353,157,GRETA,MALDEN
144,151,GEOFFREY,HESTON
438,34,AUDREY,OLIVIER
428,19,BOB,FAWCETT
250,87,SPENCER,PECK
968,78,GROUCHO,SINATRA
169,154,MERYL,GIBSON
144,18,DAN,TORN
834,70,MICHELLE,MCCONAUGHEY
311,198,MARY,KEITEL
973,28,WOODY,HOFFMAN
880,151,GEOFFREY,HESTON
745,184,HUMPHREY,GARLAND
574,107,GINA,DEGENERES
984,164,HUMPHREY,WILLIS
786,194,MERYL,ALLEN
315,103,MATTHEW,LEIGH
900,119,WARREN,JACKMAN
713,157,GRETA,MALDEN
759,142,JADA,RYDER
922,48,FRANCES,DAY-LEWIS
644,165,AL,GARLAND
640,129,DARYL,CRAWFORD
916,93,ELLEN,PRESLEY
448,185,MICHAEL,BOLGER
127,187,RENEE,BALL
160,178,LISA,MONROE
974,197,REESE,WEST
280,15,CUBA,OLIVIER
120,161,HARVEY,HOPE
190,91,CHRISTOPHER,BERRY
233,150,JAYNE,NOLTE
571,146,ALBERT,JOHANSSON
633,148,EMILY,DEE
153,152,BEN,HARRIS
698,132,ADAM,HOPPER
558,134,GENE,HOPKINS
414,99,JIM,MOSTEL
903,103,MATTHEW,LEIGH
321,8,MATTHEW,JOHANSSON
739,117,RENEE,TRACY
117,23,SANDRA,KILMER
752,19,BOB,FAWCETT
387,155,IAN,TANDY
615,196,BELA,WALKEN
541,65,ANGELA,HUDSON
621,93,ELLEN,PRESLEY
296,85,MINNIE,ZELLWEGER
417,187,RENEE,BALL
706,195,JAYNE,SILVERSTONE
982,99,JIM,MOSTEL
107,167,LAURENCE,BULLOCK
819,192,JOHN,SUVARI
19,27,JULIA,MCQUEEN
832,13,UMA,WOOD
574,28,WOODY,HOFFMAN
829,66,MARY,TANDY
484,160,CHRIS,DEPP
494,145,KIM,ALLEN
691,197,REESE,WEST
353,135,RITA,REYNOLDS
394,119,WARREN,JACKMAN
547,38,TOM,MCKELLEN
478,17,HELEN,VOIGHT
561,105,SIDNEY,CROWE
452,130,GRETA,KEITEL
840,50,NATALIE,HOPKINS
958,102,WALTER,TORN
617,101,SUSAN,DAVIS
121,59,DUSTIN,TAUTOU
292,54,PENELOPE,PINKETT
731,140,WHOOPI,HURT
919,185,MICHAEL,BOLGER
163,194,MERYL,ALLEN
688,14,VIVIEN,BERGEN
787,184,HUMPHREY,GARLAND
518,156,FAY,WOOD
223,40,JOHNNY,CAGE
992,100,SPENCER,DEPP
634,98,CHRIS,BRIDGES
571,185,MICHAEL,BOLGER
524,54,PENELOPE,PINKETT
709,76,ANGELINA,ASTAIRE
838,113,MORGAN,HOPKINS
699,92,KIRSTEN,AKROYD
144,13,UMA,WOOD
603,143,RIVER,DEAN
293,158,VIVIEN,BASINGER
99,48,FRANCES,DAY-LEWIS
145,199,JULIA,FAWCETT
199,87,SPENCER,PECK
592,130,GRETA,KEITEL
233,47,JULIA,BARRYMORE
664,145,KIM,ALLEN
967,16,FRED,COSTNER
576,53,MENA,TEMPLE
544,200,THORA,TEMPLE
673,141,CATE,HARRIS
691,7,GRACE,MOSTEL
130,144,ANGELA,WITHERSPOON
958,143,RIVER,DEAN
527,81,SCARLETT,DAMON
500,106,GROUCHO,DUNST
4,162,OPRAH,KILMER
494,142,JADA,RYDER
104,92,KIRSTEN,AKROYD
457,94,KENNETH,TORN
96,126,FRANCES,TOMEI
24,42,TOM,MIRANDA
235,177,GENE,MCKELLEN
380,31,SISSY,SOBIESKI
480,123,JULIANNE,DENCH
581,158,VIVIEN,BASINGER
571,5,JOHNNY,LOLLOBRIGIDA
480,91,CHRISTOPHER,BERRY
829,141,CATE,HARRIS
269,161,HARVEY,HOPE
714,36,BURT,DUKAKIS
263,101,SUSAN,DAVIS
82,128,CATE,MCQUEEN
313,173,ALAN,DREYFUSS
719,163,CHRISTOPHER,WEST
842,175,WILLIAM,HACKMAN
692,103,MATTHEW,LEIGH
847,51,GARY,PHOENIX
978,99,JIM,MOSTEL
863,141,CATE,HARRIS
448,156,FAY,WOOD
289,169,KENNETH,HOFFMAN
108,52,CARMEN,HUNT
34,112,RUSSELL,BACALL
977,107,GINA,DEGENERES
9,53,MENA,TEMPLE
754,60,HENRY,BERRY
956,103,MATTHEW,LEIGH
44,193,BURT,TEMPLE
366,166,NICK,DEGENERES
782,119,WARREN,JACKMAN
538,46,PARKER,GOLDBERG
608,66,MARY,TANDY
177,60,HENRY,BERRY
551,95,DARYL,WAHLBERG
914,183,RUSSELL,CLOSE
295,59,DUSTIN,TAUTOU
636,23,SANDRA,KILMER
966,108,WARREN,NOLTE
112,32,TIM,HACKMAN
519,6,BETTE,NICHOLSON
228,94,KENNETH,TORN
633,63,CAMERON,WRAY
885,155,IAN,TANDY
342,80,RALPH,CRUZ
135,58,CHRISTIAN,AKROYD
153,77,CARY,MCCONAUGHEY
612,55,FAY,KILMER
987,110,SUSAN,DAVIS
944,44,NICK,STALLONE
348,129,DARYL,CRAWFORD
589,123,JULIANNE,DENCH
598,39,GOLDIE,BRODY
540,99,JIM,MOSTEL
453,81,SCARLETT,DAMON
153,57,JUDE,CRUISE
648,186,JULIA,ZELLWEGER
216,85,MINNIE,ZELLWEGER
646,84,JAMES,PITT
809,180,JEFF,SILVERSTONE
364,159,LAURA,BRODY
288,50,NATALIE,HOPKINS
56,168,WILL,WILSON
923,145,KIM,ALLEN
139,170,MENA,HOPPER
102,158,VIVIEN,BASINGER
11,90,SEAN,GUINESS
266,89,CHARLIZE,DENCH
119,128,CATE,MCQUEEN
689,199,JULIA,FAWCETT
456,39,GOLDIE,BRODY
807,193,BURT,TEMPLE
749,77,CARY,MCCONAUGHEY
527,20,LUCILLE,TRACY
329,95,DARYL,WAHLBERG
906,196,BELA,WALKEN
628,135,RITA,REYNOLDS
903,9,JOE,SWANK
172,29,ALEC,WAYNE
164,6,BETTE,NICHOLSON
585,103,MATTHEW,LEIGH
324,196,BELA,WALKEN
510,185,MICHAEL,BOLGER
874,17,HELEN,VOIGHT
969,118,CUBA,ALLEN
658,54,PENELOPE,PINKETT
431,130,GRETA,KEITEL
544,41,JODIE,DEGENERES
967,99,JIM,MOSTEL
454,14,VIVIEN,BERGEN
463,151,GEOFFREY,HESTON
693,131,JANE,JACKMAN
192,57,JUDE,CRUISE
717,120,PENELOPE,MONROE
513,13,UMA,WOOD
341,147,FAY,WINSLET
24,157,GRETA,MALDEN
973,185,MICHAEL,BOLGER
431,32,TIM,HACKMAN
243,197,REESE,WEST
919,14,VIVIEN,BERGEN
714,20,LUCILLE,TRACY
988,62,JAYNE,NEESON
146,166,NICK,DEGENERES
934,140,WHOOPI,HURT
243,58,CHRISTIAN,AKROYD
45,13,UMA,WOOD
210,114,MORGAN,MCDORMAND
970,1,PENELOPE,GUINESS
516,65,ANGELA,HUDSON
43,130,GRETA,KEITEL
483,158,VIVIEN,BASINGER
631,12,KARL,BERRY
804,168,WILL,WILSON
177,158,VIVIEN,BASINGER
809,63,CAMERON,WRAY
194,106,GROUCHO,DUNST
166,122,SALMA,NOLTE
155,145,KIM,ALLEN
249,63,CAMERON,WRAY
492,116,DAN,STREEP
350,66,MARY,TANDY
930,55,FAY,KILMER
775,33,MILLA,PECK
554,147,FAY,WINSLET
437,97,MEG,HAWKE
54,5,JOHNNY,LOLLOBRIGIDA
919,153,MINNIE,KILMER
799,158,VIVIEN,BASINGER
122,76,ANGELINA,ASTAIRE
786,162,OPRAH,KILMER
898,171,OLYMPIA,PFEIFFER
79,144,ANGELA,WITHERSPOON
87,184,HUMPHREY,GARLAND
898,152,BEN,HARRIS
280,17,HELEN,VOIGHT
267,160,CHRIS,DEPP
43,189,CUBA,BIRCH
835,93,ELLEN,PRESLEY
268,137,MORGAN,WILLIAMS
286,185,MICHAEL,BOLGER
565,30,SANDRA,PECK
622,99,JIM,MOSTEL
260,37,VAL,BOLGER
199,32,TIM,HACKMAN
218,146,ALBERT,JOHANSSON
830,84,JAMES,PITT
32,183,RUSSELL,CLOSE
65,32,TIM,HACKMAN
785,19,BOB,FAWCETT
653,161,HARVEY,HOPE
618,7,GRACE,MOSTEL
857,140,WHOOPI,HURT
962,129,DARYL,CRAWFORD
312,128,CATE,MCQUEEN
553,15,CUBA,OLIVIER
218,7,GRACE,MOSTEL
888,80,RALPH,CRUZ
258,197,REESE,WEST
882,185,MICHAEL,BOLGER
922,146,ALBERT,JOHANSSON
989,94,KENNETH,TORN
811,149,RUSSELL,TEMPLE
493,34,AUDREY,OLIVIER
811,9,JOE,SWANK
719,175,WILLIAM,HACKMAN
950,73,GARY,PENN
834,74,MILLA,KEITEL
424,120,PENELOPE,MONROE
548,94,KENNETH,TORN
117,74,MILLA,KEITEL
197,55,FAY,KILMER
38,190,AUDREY,BAILEY
398,62,JAYNE,NEESON
451,174,MICHAEL,BENING
489,33,MILLA,PECK
109,44,NICK,STALLONE
679,182,DEBBIE,AKROYD
277,37,VAL,BOLGER
419,23,SANDRA,KILMER
744,75,BURT,POSEY
876,42,TOM,MIRANDA
443,112,RUSSELL,BACALL
174,46,PARKER,GOLDBERG
9,194,MERYL,ALLEN
637,31,SISSY,SOBIESKI
470,92,KIRSTEN,AKROYD
458,77,CARY,MCCONAUGHEY
381,13,UMA,WOOD
509,140,WHOOPI,HURT
474,136,ED,MANSFIELD
764,54,PENELOPE,PINKETT
767,160,CHRIS,DEPP
120,93,ELLEN,PRESLEY
231,112,RUSSELL,BACALL
728,97,MEG,HAWKE
34,12,KARL,BERRY
318,103,MATTHEW,LEIGH
693,165,AL,GARLAND
294,95,DARYL,WAHLBERG
729,140,WHOOPI,HURT
714,65,ANGELA,HUDSON
985,115,HARRISON,BALE
895,103,MATTHEW,LEIGH
177,146,ALBERT,JOHANSSON
305,114,MORGAN,MCDORMAND
793,31,SISSY,SOBIESKI
354,127,KEVIN,GARLAND
549,78,GROUCHO,SINATRA
763,127,KEVIN,GARLAND
53,156,FAY,WOOD
787,101,SUSAN,DAVIS
253,37,VAL,BOLGER
20,136,ED,MANSFIELD
337,62,JAYNE,NEESON
769,195,JAYNE,SILVERSTONE
781,195,JAYNE,SILVERSTONE
453,11,ZERO,CAGE
645,48,FRANCES,DAY-LEWIS
429,146,ALBERT,JOHANSSON
893,56,DAN,HARRIS
291,64,RAY,JOHANSSON
306,150,JAYNE,NOLTE
477,58,CHRISTIAN,AKROYD
276,196,BELA,WALKEN
955,180,JEFF,SILVERSTONE
95,165,AL,GARLAND
821,26,RIP,CRAWFORD
765,98,CHRIS,BRIDGES
673,42,TOM,MIRANDA
759,128,CATE,MCQUEEN
233,71,ADAM,GRANT
410,147,FAY,WINSLET
644,93,ELLEN,PRESLEY
513,100,SPENCER,DEPP
743,28,WOODY,HOFFMAN
471,129,DARYL,CRAWFORD
903,95,DARYL,WAHLBERG
434,163,CHRISTOPHER,WEST
546,54,PENELOPE,PINKETT
360,103,MATTHEW,LEIGH
559,106,GROUCHO,DUNST
974,178,LISA,MONROE
916,79,MAE,HOFFMAN
568,92,KIRSTEN,AKROYD
496,157,GRETA,MALDEN
795,15,CUBA,OLIVIER
761,69,KENNETH,PALTROW
738,117,RENEE,TRACY
