assay_tissue,src_id,assay_type,description,src_assay_id,assay_cell_type,tid,bao_format,assay_organism,chembl_id,assay_test_type,assay_tax_id,tissue_id,assay_category,relationship_type,curated_by,doc_id,confidence_score,cell_id,assay_id,assay_subcellular_fraction,assay_strain,variant_id
,1.0,B,The compound was tested for the in vitro inhibition of platelet 12-lipoxygenase at a concentration of 30 uM,,,12052.0,BAO_0000019,,CHEMBL615117,,,,,H,Autocuration,11087.0,8.0,,1.0,,,
,1.0,F,Compound was evaluated for its ability to mobilize calcium in 1321NI cells,,,22226.0,BAO_0000219,,CHEMBL615118,,,,,U,Autocuration,684.0,0.0,,2.0,,,
,1.0,B,,,,22226.0,BAO_0000019,,CHEMBL615119,,,,,U,Autocuration,15453.0,0.0,,3.0,,,
,1.0,B,Binding affinity against A2 adenosine receptor in bovine striatal membranes using [3H]CGS-21680,,,104729.0,BAO_0000249,Bos taurus,CHEMBL615120,,9913.0,,,H,Autocuration,17841.0,4.0,,4.0,,,
,1.0,F,In vitro cell cytotoxicity against 143-B cell lines (Human osteosarcoma cell line),,143B,80001.0,BAO_0000219,Homo sapiens,CHEMBL615121,,9606.0,,,N,Intermediate,17430.0,1.0,163.0,5.0,,,
,1.0,F,In vitro cell cytotoxicity against 143-B cell lines (Human osteosarcoma cell line),,143B,80001.0,BAO_0000219,Homo sapiens,CHEMBL615122,,9606.0,,,N,Intermediate,17430.0,1.0,163.0,6.0,,,
,1.0,F,Cytotoxic Activity was evaluated against 143B (TK-) tumor cells,,143B,80001.0,BAO_0000219,Mus musculus,CHEMBL615123,,10090.0,,,N,Intermediate,13799.0,1.0,163.0,7.0,,,
,1.0,F,In vitro cell cytotoxicity was determined against 143B cell line,,143B,80001.0,BAO_0000219,Homo sapiens,CHEMBL615124,,9606.0,,,N,Expert,17774.0,1.0,163.0,8.0,,,
,1.0,F,Inhibitory activity against tumor osteosarcoma cell line 143B after 72 hr continuous exposure to compound,,143B,80001.0,BAO_0000219,Homo sapiens,CHEMBL615125,,9606.0,,,N,Intermediate,3801.0,1.0,163.0,9.0,,,
,1.0,F,In vitro cell cytotoxicity against 143B-LTK cell lines expressed in HSV-1 TK,,143B,80001.0,BAO_0000219,Homo sapiens,CHEMBL615126,,9606.0,,,N,Intermediate,17430.0,1.0,163.0,10.0,,,
,1.0,F,In vitro cell cytotoxicity against 143B-LTK cell lines expressed in HSV-1 TK,,143B,80001.0,BAO_0000219,Homo sapiens,CHEMBL615127,,9606.0,,,N,Intermediate,17430.0,1.0,163.0,11.0,,,
,1.0,F,In vitro cell cytotoxicity was determined against 143B-LTK cell line,,143B,80001.0,BAO_0000219,Homo sapiens,CHEMBL615128,,9606.0,,,N,Expert,17774.0,1.0,163.0,12.0,,,
,1.0,F,"The compound was tested for minimum inhibitory concentration in Staphylococcus aureus,147N penicillin sensitive Staphylococcus aureus",,,50185.0,BAO_0000218,Staphylococcus aureus,CHEMBL857900,,1280.0,,,N,Intermediate,11324.0,1.0,,13.0,,,
,1.0,F,"The compound was tested for minimum inhibitory concentration in Staphylococcus aureus,147N penicillin sensitive Staphylococcus aureus",,,50185.0,BAO_0000218,Staphylococcus aureus,CHEMBL615129,,1280.0,,,N,Intermediate,11324.0,1.0,,14.0,,,
,1.0,F,"The compound was tested for minimum inhibitory concentration in Staphylococcus aureus,147N penicillin sensitive Staphylococcus aureus",,,50185.0,BAO_0000218,Staphylococcus aureus,CHEMBL615130,,1280.0,,,N,Intermediate,11324.0,1.0,,15.0,,,
,1.0,F,"The compound was tested for minimum inhibitory concentration in Staphylococcus aureus,147N penicillin sensitive Staphylococcus aureus",,,50185.0,BAO_0000218,Staphylococcus aureus,CHEMBL615131,,1280.0,,,N,Intermediate,11324.0,1.0,,16.0,,,
,1.0,A,Inhibition of cytochrome P450 progesterone 15-alpha hydroxylase,,,100122.0,BAO_0000357,Rattus norvegicus,CHEMBL884521,,10116.0,,,D,Expert,11347.0,9.0,,17.0,,,
,1.0,B,Concentration that cause 50% activation of human reticulocyte 15-lipoxygenase (15-HLO),,,12054.0,BAO_0000357,,CHEMBL615132,,,,,H,Autocuration,16474.0,8.0,,18.0,,,
,1.0,B,Inhibition of partially purified 15-lipoxygenase from human leukocytes,,,12054.0,BAO_0000019,,CHEMBL615133,,,,,H,Autocuration,10091.0,8.0,,19.0,,,
,1.0,B,Inhibitory activity against human reticulocyte 15-lipoxygenase (15-HLO),,,12054.0,BAO_0000357,,CHEMBL615134,,,,,H,Autocuration,16474.0,8.0,,20.0,,,
,1.0,B,Compound was evaluated for the percent increase in activation concentration of human reticulocyte 15-lipoxygenase (15-HLO),,,12054.0,BAO_0000357,,CHEMBL615135,,,,,H,Autocuration,16474.0,8.0,,21.0,,,
,1.0,B,Inhibitory activity against human reticulocyte 15-lipoxygenase (15-HLO),,,12054.0,BAO_0000357,,CHEMBL615136,,,,,H,Autocuration,16474.0,8.0,,22.0,,,
,1.0,B,Inhibitory activity against human reticulocyte 15-lipoxygenase (15-HLO); NI is no inhibition,,,12054.0,BAO_0000357,,CHEMBL615137,,,,,H,Autocuration,16474.0,8.0,,23.0,,,
