assay_id,assay_test_type,curated_by,confidence_score,cell_id,bao_format,assay_cell_type,assay_subcellular_fraction,tid,relationship_type,src_id,src_assay_id,chembl_id,tissue_id,variant_id
7524,In vivo,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL618647,2113.0,
7525,In vivo,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL618648,2113.0,
7526,In vivo,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL618649,2113.0,
7527,In vivo,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL618650,2107.0,
7528,In vivo,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL618651,2107.0,
7529,In vivo,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL876497,2107.0,
7530,In vivo,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL618652,2048.0,
7531,In vivo,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL618653,2048.0,
7532,In vivo,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL618654,2048.0,
7533,,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL618655,,
7534,,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL618656,,
7535,,Intermediate,0,,BAO_0000100,,,22229,U,1,,CHEMBL618657,,
7536,,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL618658,,
7537,,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL618659,,
7538,,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL618660,,
7539,,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL618661,,
7540,,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL873807,,
7541,,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL618662,,
7542,In vivo,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL618663,,
7543,In vivo,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL618664,,
7544,In vivo,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL618665,,
7545,,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL876498,,
7546,,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL618666,,
7547,,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL620440,,
7548,,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL620441,,
7549,,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL620442,,
7550,In vivo,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL620443,,
7551,In vivo,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL620444,,
7552,In vivo,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL620445,,
7553,In vivo,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL620446,,
7554,,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL620447,1969.0,
7555,,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL621129,1969.0,
7556,,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL621130,1969.0,
7557,In vivo,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL873808,,
7558,In vivo,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL876598,,
7559,In vivo,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL621131,,
7560,In vivo,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL621132,,
7561,In vivo,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL621133,,
7562,In vivo,Expert,1,,BAO_0000218,,,50597,N,1,,CHEMBL621312,,
7563,,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL621313,,
7564,,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL621314,178.0,
7565,In vivo,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL621315,,
7566,In vivo,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL621316,,
7567,,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL621317,,
7568,,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL621318,,
7569,In vivo,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL621319,,
7570,In vivo,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL621377,,
7571,,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL621378,,
7572,In vivo,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL876599,,
7573,In vivo,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL621379,,
7574,,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL621380,1969.0,
7575,,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL621381,1969.0,
7576,,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL618515,,
7577,In vivo,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL618516,,
7578,In vivo,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL618517,,
7579,,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL618518,,
7580,In vivo,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL618519,,
7581,In vivo,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL618698,,
7582,In vivo,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL618862,,
7583,In vivo,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL618863,,
7584,In vivo,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL618864,,
7585,In vivo,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL618865,,
7586,In vivo,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL618866,,
7587,In vivo,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL618867,,
7588,,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL875828,,
7589,In vivo,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL618868,,
7590,,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL618869,,
7591,In vivo,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL618870,,
7592,,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL618871,1969.0,
7593,,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL618872,1969.0,
7594,,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL873816,,
7595,,Autocuration,0,,BAO_0000218,,,22224,U,1,,CHEMBL618873,,
7596,,Autocuration,0,,BAO_0000019,,,22224,U,1,,CHEMBL621602,,
7597,,Autocuration,0,,BAO_0000218,,,22224,U,1,,CHEMBL621603,,
7598,,Autocuration,0,,BAO_0000218,,,22224,U,1,,CHEMBL621604,,
7599,,Autocuration,0,,BAO_0000218,,,22224,U,1,,CHEMBL621605,,
7600,,Autocuration,0,,BAO_0000218,,,22224,U,1,,CHEMBL621606,,
7601,,Autocuration,0,,BAO_0000218,,,22224,U,1,,CHEMBL621607,,
7602,,Autocuration,0,,BAO_0000218,,,22224,U,1,,CHEMBL621608,,
7603,,Autocuration,0,,BAO_0000019,,,22224,U,1,,CHEMBL621609,,
7604,,Autocuration,0,,BAO_0000218,,,22224,U,1,,CHEMBL621610,,
7605,,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL621611,,
7606,,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL621612,,
7607,,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL622308,,
7608,,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL622309,,
7609,,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL622310,,
7610,,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL622311,,
7611,,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL622312,,
7612,,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL622931,,
7613,,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL622932,,
7614,,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL622736,1969.0,
7615,,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL622737,1969.0,
7616,,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL622738,1969.0,
7617,,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL622739,1969.0,
7618,,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL622740,1969.0,
7619,,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL622741,1969.0,
7620,,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL622742,1969.0,
7621,,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL622743,1969.0,
7622,,Intermediate,1,,BAO_0000218,,,50594,N,1,,CHEMBL622744,1969.0,
7623,,Autocuration,0,,BAO_0000019,,,22224,U,1,,CHEMBL624134,,
7624,,Autocuration,0,,BAO_0000019,,,22224,U,1,,CHEMBL624135,,
7625,,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL624136,,
7626,,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL624137,,
7627,,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL624320,,
7628,,Intermediate,1,,BAO_0000218,,,50588,N,1,,CHEMBL624321,,
7629,,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL624322,,
7630,,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL624323,,
7631,,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL624324,,
7632,,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL624325,,
7633,,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL624326,,
7634,,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL624327,,
7635,,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL624328,,
7636,,Intermediate,1,,BAO_0000218,,,50588,N,1,,CHEMBL627848,,
7637,,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL627849,,
7638,,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL627850,,
7639,,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL627851,,
7640,,Intermediate,1,,BAO_0000218,,,50594,N,1,,CHEMBL627852,,
7641,,Intermediate,1,,BAO_0000218,,,50594,N,1,,CHEMBL627853,,
7642,,Intermediate,1,,BAO_0000218,,,50594,N,1,,CHEMBL627854,,
7643,,Intermediate,1,,BAO_0000218,,,50594,N,1,,CHEMBL627855,,
7644,,Intermediate,1,,BAO_0000218,,,50594,N,1,,CHEMBL627856,,
7645,,Intermediate,1,,BAO_0000218,,,50594,N,1,,CHEMBL875339,,
7646,,Intermediate,1,,BAO_0000218,,,50594,N,1,,CHEMBL627857,,
7647,In vivo,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL627858,2106.0,
7648,,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL627859,178.0,
