payment_date,rental_date,return_date,amount,payment_id,inventory_id,rstaff_id,pstaff_id,rental_id,customer_id
2005-05-25 11:30:37,2005-05-25 11:30:37,2005-06-03 12:00:37,2.99,1,3021,2,1,76,1
2005-06-15 18:02:53,2005-06-15 18:02:53,2005-06-19 15:54:53,0.99,4,1021,2,2,1422,1
2005-06-16 15:18:57,2005-06-16 15:18:57,2005-06-17 21:05:57,4.99,6,726,1,1,1725,1
2005-06-18 08:41:48,2005-06-18 08:41:48,2005-06-22 03:36:48,4.99,7,197,2,1,2308,1
2005-07-08 07:33:56,2005-07-08 07:33:56,2005-07-12 13:25:56,5.99,11,3486,2,1,4611,1
2005-07-09 16:38:01,2005-07-09 16:38:01,2005-07-13 18:02:01,4.99,13,797,1,1,5326,1
2005-07-28 19:20:07,2005-07-28 19:20:07,2005-07-29 22:54:07,0.99,19,4497,1,2,8116,1
2005-08-19 13:56:54,2005-08-19 13:56:54,2005-08-23 08:50:54,2.99,28,2269,2,2,13176,1
2005-08-22 01:27:57,2005-08-22 01:27:57,2005-08-27 07:01:57,1.99,30,1449,2,1,14825,1
2005-05-27 00:09:24,2005-05-27 00:09:24,2005-05-28 04:30:24,4.99,33,1090,2,1,320,2
2005-07-30 06:06:10,2005-07-30 06:06:10,2005-08-04 10:45:10,4.99,43,2377,2,1,9031,2
2005-07-30 14:14:11,2005-07-30 14:14:11,2005-08-05 11:19:11,0.99,45,1382,1,2,9248,2
2005-08-01 09:45:26,2005-08-01 09:45:26,2005-08-06 06:28:26,0.99,49,138,1,1,10466,2
2005-08-02 02:10:56,2005-08-02 02:10:56,2005-08-02 21:23:56,0.99,50,3418,1,1,10918,2
2005-08-17 03:52:18,2005-08-17 03:52:18,2005-08-20 07:04:18,2.99,54,805,1,1,11614,2
2005-08-21 22:41:56,2005-08-21 22:41:56,2005-08-29 00:18:56,5.99,57,4570,1,2,14743,2
2005-08-22 13:53:04,2005-08-22 13:53:04,2005-08-31 15:51:04,4.99,58,2179,1,2,15145,2
2005-05-29 22:43:55,2005-05-29 22:43:55,2005-06-01 17:43:55,2.99,61,3464,1,1,830,3
2005-06-17 05:15:15,2005-06-17 05:15:15,2005-06-24 11:05:15,6.99,64,910,2,2,1911,3
2005-07-07 10:23:25,2005-07-07 10:23:25,2005-07-10 13:18:25,4.99,66,1704,1,1,4180,3
2005-07-27 04:54:42,2005-07-27 04:54:42,2005-08-03 01:42:42,5.99,68,2575,2,1,7096,3
2005-07-27 20:23:12,2005-07-27 20:23:12,2005-08-05 18:46:12,10.99,69,579,2,2,7503,3
2005-07-28 03:59:21,2005-07-28 03:59:21,2005-08-05 08:52:21,7.99,70,2150,1,2,7703,3
2005-07-29 11:07:04,2005-07-29 11:07:04,2005-08-06 13:30:04,2.99,74,3261,2,1,8545,3
2005-07-31 03:27:58,2005-07-31 03:27:58,2005-08-03 05:58:58,2.99,77,2829,1,1,9595,3
2005-08-20 06:14:12,2005-08-20 06:14:12,2005-08-26 00:44:12,2.99,82,2526,2,2,13610,3
2005-08-22 09:37:27,2005-08-22 09:37:27,2005-08-23 14:39:27,0.99,84,1685,1,2,15038,3
2005-08-23 07:10:14,2005-08-23 07:10:14,2005-08-26 07:21:14,2.99,85,2468,2,1,15619,3
2005-06-16 08:08:40,2005-06-16 08:08:40,2005-06-17 11:12:40,0.99,87,280,1,1,1633,4
2005-06-16 15:51:52,2005-06-16 15:51:52,2005-06-20 13:27:52,0.99,89,97,1,2,1735,4
2005-06-17 14:31:12,2005-06-17 14:31:12,2005-06-19 11:04:12,0.99,90,2495,2,2,2043,4
2005-06-19 09:39:01,2005-06-19 09:39:01,2005-06-25 08:33:01,5.99,91,2065,1,1,2642,4
2005-07-30 08:46:09,2005-07-30 08:46:09,2005-08-05 10:34:09,5.99,95,4117,1,1,9100,4
2005-05-29 07:25:16,2005-05-29 07:25:16,2005-05-30 05:21:16,0.99,108,4124,1,1,731,5
2005-06-15 22:03:14,2005-06-15 22:03:14,2005-06-23 18:42:14,3.99,111,3277,2,1,1502,5
2005-06-17 15:56:53,2005-06-17 15:56:53,2005-06-21 14:19:53,4.99,113,4323,1,2,2063,5
2005-06-19 04:20:13,2005-06-19 04:20:13,2005-06-25 07:00:13,2.99,114,1105,1,2,2570,5
2005-07-06 09:11:58,2005-07-06 09:11:58,2005-07-08 10:50:58,4.99,116,600,2,2,3677,5
2005-07-09 07:13:52,2005-07-09 07:13:52,2005-07-18 05:18:52,5.99,119,957,2,2,5118,5
2005-07-12 12:16:28,2005-07-12 12:16:28,2005-07-19 17:03:28,4.99,124,1434,1,2,6685,5
2005-07-29 01:11:23,2005-07-29 01:11:23,2005-07-31 01:53:23,2.99,128,28,2,1,8263,5
2005-07-30 04:14:28,2005-07-30 04:14:28,2005-08-06 09:08:28,1.99,129,711,1,1,8978,5
2005-08-02 04:56:45,2005-08-02 04:56:45,2005-08-11 08:04:45,4.99,134,3701,1,2,11001,5
2005-08-20 15:16:18,2005-08-20 15:16:18,2005-08-22 18:20:18,0.99,140,3387,1,2,13877,5
2006-02-14 15:16:03,2006-02-14 15:16:03,,0.99,145,1574,2,2,13209,5
2005-06-16 23:44:13,2005-06-16 23:44:13,2005-06-22 04:09:13,2.99,150,2363,1,2,1841,6
2005-07-11 12:39:01,2005-07-11 12:39:01,2005-07-20 15:59:01,5.99,156,2699,2,2,6211,6
2005-07-11 15:01:54,2005-07-11 15:01:54,2005-07-19 16:58:54,7.99,157,2686,1,1,6248,6
2005-06-19 14:00:26,2005-06-19 14:00:26,2005-06-23 14:56:26,0.99,181,2877,2,1,2709,7
2005-07-07 13:22:20,2005-07-07 13:22:20,2005-07-10 07:44:20,2.99,185,3024,2,2,4238,7
2005-07-08 16:16:04,2005-07-08 16:16:04,2005-07-14 18:02:04,5.99,186,3929,2,2,4787,7
2005-07-08 18:47:38,2005-07-08 18:47:38,2005-07-13 15:02:38,4.99,187,2441,2,1,4856,7
2005-07-11 17:30:58,2005-07-11 17:30:58,2005-07-15 15:50:58,2.99,191,1393,1,1,6295,7
2005-07-31 04:30:03,2005-07-31 04:30:03,2005-08-06 09:13:03,7.99,194,3480,1,2,9624,7
2005-08-17 00:51:32,2005-08-17 00:51:32,2005-08-24 20:29:32,7.99,200,2155,2,2,11542,7
2005-08-18 21:55:01,2005-08-18 21:55:01,2005-08-22 01:23:01,2.99,202,75,1,1,12730,7
2005-06-15 09:59:16,2005-06-15 09:59:16,2005-06-19 09:48:16,2.99,208,187,2,2,1305,8
2005-07-08 02:17:12,2005-07-08 02:17:12,2005-07-13 08:12:12,3.99,215,1503,1,1,4503,8
2005-07-09 15:40:46,2005-07-09 15:40:46,2005-07-15 13:46:46,2.99,216,2520,1,1,5300,8
2005-07-09 17:13:23,2005-07-09 17:13:23,2005-07-14 18:11:23,2.99,217,2522,2,2,5341,8
2005-07-12 10:43:53,2005-07-12 10:43:53,2005-07-14 05:37:53,0.99,219,1841,1,1,6647,8
2005-07-31 22:08:29,2005-07-31 22:08:29,2005-08-06 16:59:29,0.99,222,8,1,2,10141,8
2005-08-02 13:04:12,2005-08-02 13:04:12,2005-08-10 15:39:12,9.99,224,971,1,1,11232,8
2005-08-21 01:07:11,2005-08-21 01:07:11,2005-08-24 20:33:11,0.99,227,2270,1,1,14114,8
2005-05-27 05:01:28,2005-05-27 05:01:28,2005-06-04 05:01:28,4.99,231,2756,2,2,350,9
2005-05-31 10:13:34,2005-05-31 10:13:34,2005-06-09 08:11:34,4.99,233,2279,1,2,1075,9
2005-07-10 07:45:40,2005-07-10 07:45:40,2005-07-15 05:20:40,2.99,239,4265,1,1,5659,9
2005-08-18 05:58:40,2005-08-18 05:58:40,2005-08-20 02:20:40,2.99,250,762,2,1,12309,9
2005-06-16 20:21:53,2005-06-16 20:21:53,2005-06-18 23:18:53,4.99,255,1015,1,1,1801,10
2005-07-07 14:14:13,2005-07-07 14:14:13,2005-07-12 18:32:13,1.99,262,749,1,1,4255,10
