doc_id,curated_by,assay_category,src_id,src_assay_id,assay_tax_id,assay_id,confidence_score,tid,assay_cell_type,assay_test_type,assay_tissue,description,variant_id,relationship_type,cell_id,assay_organism,bao_format,tissue_id,chembl_id,assay_strain,assay_subcellular_fraction,assay_type
11087,Autocuration,,1,,,1,8,12052,,,,The compound was tested for the in vitro inhibition of platelet 12-lipoxygenase at a concentration of 30 uM,,H,,,BAO_0000019,,CHEMBL615117,,,B
684,Autocuration,,1,,,2,0,22226,,,,Compound was evaluated for its ability to mobilize calcium in 1321NI cells,,U,,,BAO_0000219,,CHEMBL615118,,,F
15453,Autocuration,,1,,,3,0,22226,,,,,,U,,,BAO_0000019,,CHEMBL615119,,,B
17841,Autocuration,,1,,9913.0,4,4,104729,,,,Binding affinity against A2 adenosine receptor in bovine striatal membranes using [3H]CGS-21680,,H,,Bos taurus,BAO_0000249,,CHEMBL615120,,,B
17430,Intermediate,,1,,9606.0,5,1,80001,143B,,,In vitro cell cytotoxicity against 143-B cell lines (Human osteosarcoma cell line),,N,163.0,Homo sapiens,BAO_0000219,,CHEMBL615121,,,F
17430,Intermediate,,1,,9606.0,6,1,80001,143B,,,In vitro cell cytotoxicity against 143-B cell lines (Human osteosarcoma cell line),,N,163.0,Homo sapiens,BAO_0000219,,CHEMBL615122,,,F
13799,Intermediate,,1,,10090.0,7,1,80001,143B,,,Cytotoxic Activity was evaluated against 143B (TK-) tumor cells,,N,163.0,Mus musculus,BAO_0000219,,CHEMBL615123,,,F
17774,Expert,,1,,9606.0,8,1,80001,143B,,,In vitro cell cytotoxicity was determined against 143B cell line,,N,163.0,Homo sapiens,BAO_0000219,,CHEMBL615124,,,F
3801,Intermediate,,1,,9606.0,9,1,80001,143B,,,Inhibitory activity against tumor osteosarcoma cell line 143B after 72 hr continuous exposure to compound,,N,163.0,Homo sapiens,BAO_0000219,,CHEMBL615125,,,F
17430,Intermediate,,1,,9606.0,10,1,80001,143B,,,In vitro cell cytotoxicity against 143B-LTK cell lines expressed in HSV-1 TK,,N,163.0,Homo sapiens,BAO_0000219,,CHEMBL615126,,,F
17430,Intermediate,,1,,9606.0,11,1,80001,143B,,,In vitro cell cytotoxicity against 143B-LTK cell lines expressed in HSV-1 TK,,N,163.0,Homo sapiens,BAO_0000219,,CHEMBL615127,,,F
17774,Expert,,1,,9606.0,12,1,80001,143B,,,In vitro cell cytotoxicity was determined against 143B-LTK cell line,,N,163.0,Homo sapiens,BAO_0000219,,CHEMBL615128,,,F
11324,Intermediate,,1,,1280.0,13,1,50185,,,,"The compound was tested for minimum inhibitory concentration in Staphylococcus aureus,147N penicillin sensitive Staphylococcus aureus",,N,,Staphylococcus aureus,BAO_0000218,,CHEMBL857900,,,F
11324,Intermediate,,1,,1280.0,14,1,50185,,,,"The compound was tested for minimum inhibitory concentration in Staphylococcus aureus,147N penicillin sensitive Staphylococcus aureus",,N,,Staphylococcus aureus,BAO_0000218,,CHEMBL615129,,,F
11324,Intermediate,,1,,1280.0,15,1,50185,,,,"The compound was tested for minimum inhibitory concentration in Staphylococcus aureus,147N penicillin sensitive Staphylococcus aureus",,N,,Staphylococcus aureus,BAO_0000218,,CHEMBL615130,,,F
11324,Intermediate,,1,,1280.0,16,1,50185,,,,"The compound was tested for minimum inhibitory concentration in Staphylococcus aureus,147N penicillin sensitive Staphylococcus aureus",,N,,Staphylococcus aureus,BAO_0000218,,CHEMBL615131,,,F
11347,Expert,,1,,10116.0,17,9,100122,,,,Inhibition of cytochrome P450 progesterone 15-alpha hydroxylase,,D,,Rattus norvegicus,BAO_0000357,,CHEMBL884521,,,A
16474,Autocuration,,1,,,18,8,12054,,,,Concentration that cause 50% activation of human reticulocyte 15-lipoxygenase (15-HLO),,H,,,BAO_0000357,,CHEMBL615132,,,B
10091,Autocuration,,1,,,19,8,12054,,,,Inhibition of partially purified 15-lipoxygenase from human leukocytes,,H,,,BAO_0000019,,CHEMBL615133,,,B
16474,Autocuration,,1,,,20,8,12054,,,,Inhibitory activity against human reticulocyte 15-lipoxygenase (15-HLO),,H,,,BAO_0000357,,CHEMBL615134,,,B
16474,Autocuration,,1,,,21,8,12054,,,,Compound was evaluated for the percent increase in activation concentration of human reticulocyte 15-lipoxygenase (15-HLO),,H,,,BAO_0000357,,CHEMBL615135,,,B
16474,Autocuration,,1,,,22,8,12054,,,,Inhibitory activity against human reticulocyte 15-lipoxygenase (15-HLO),,H,,,BAO_0000357,,CHEMBL615136,,,B
16474,Autocuration,,1,,,23,8,12054,,,,Inhibitory activity against human reticulocyte 15-lipoxygenase (15-HLO); NI is no inhibition,,H,,,BAO_0000357,,CHEMBL615137,,,B
16474,Autocuration,,1,,,24,8,12054,,,,Inhibitory activity against human reticulocyte 15-lipoxygenase (15-HLO); NI is no inhibition,,H,,,BAO_0000357,,CHEMBL615138,,,B
14352,Autocuration,,1,,,25,0,22226,,,,"Inhibitory concentration against 15-lipoxygenase, by inhibiting 15-HETE production by human umbilical vein endothelial cells (HUVEC) stimulated by calcium ionophore A 23187 at concentration of 10e-5 M.",,U,,,BAO_0000219,,CHEMBL836324,,,B
5646,Autocuration,,1,,9986.0,26,8,12054,,,,In vitro inhibitory activity of compound on rabbit reticulocyte 15-lipoxygenase,,H,,Oryctolagus cuniculus,BAO_0000357,,CHEMBL615139,,,B
5646,Autocuration,,1,,9986.0,27,8,12054,,,,Inhibition of rabbit reticulocyte 15-lipoxygenase by compound (30 uM),,H,,Oryctolagus cuniculus,BAO_0000357,,CHEMBL615140,,,B
10997,Autocuration,,1,,,28,8,12426,,,,Inhibitory activity against 15-lipoxygenase in rat polymorphonuclear leukocytes,,H,,,BAO_0000219,,CHEMBL615141,,,B
6309,Autocuration,,1,,3847.0,29,8,12054,,,,Inhibitory activity against 15-lipoxygenase was determined obtained from soya bean,,H,,soya bean,BAO_0000357,,CHEMBL615142,,,B
167,Autocuration,,1,,3847.0,30,8,12054,,,,Inhibitory activity against soybean 15-lipoxygenase was evaluated,,H,,Glycine max,BAO_0000357,,CHEMBL615143,,,B
167,Autocuration,,1,,3847.0,31,8,12054,,,,Inhibitory activity against soybean 15-lipoxygenase was evaluated at 100 uM,,H,,Glycine max,BAO_0000357,,CHEMBL615144,,,B
11087,Autocuration,,1,,3847.0,32,8,12054,,,,The compound was tested for the in vitro inhibition of 15-lipoxygenase of soybean at a concentration of 10 uM,,H,,Glycine max,BAO_0000357,,CHEMBL872867,,,B
11087,Autocuration,,1,,3847.0,33,8,12054,,,,The compound was tested for the in vitro inhibition of 15-lipoxygenase of soybean at a concentration of 100 uM,,H,,Glycine max,BAO_0000357,,CHEMBL615145,,,B
13622,Autocuration,,1,,3847.0,34,8,12054,,,,Compound was tested in vitro for inhibition of 15-lipoxygenase soybean,,H,,Glycine max,BAO_0000357,,CHEMBL615146,,,B
13622,Autocuration,,1,,3847.0,35,8,12054,,,,Compound at 100 uM was tested in vitro for inhibition of 15-lipoxygenase soybean,,H,,Glycine max,BAO_0000357,,CHEMBL615147,,,B
11347,Autocuration,,1,,10116.0,36,0,22226,,,,Inhibition of cytochrome P450 progesterone 16-alpha hydroxylase,,U,,Rattus norvegicus,BAO_0000019,,CHEMBL615148,,,A
5926,Autocuration,,1,,562.0,37,0,22226,,,,Binding affinity against bacterial 16S rRNA using mass spectrometry based assay,,U,,Escherichia coli,BAO_0000019,,CHEMBL615149,,,B
4567,Autocuration,,1,,,38,0,22226,,,,Dissociation constant with dimeric 16S rRNA RNA construct B,,U,,,BAO_0000019,,CHEMBL615150,,,B
3782,Intermediate,,1,,,39,3,22222,,,,Dissociation constant towards 16S rRNA construct A,,M,,,BAO_0000225,,CHEMBL615151,,,B
3782,Intermediate,,1,,,40,3,22222,,,,Dissociation constant towards 16S rRNA construct B,,M,,,BAO_0000225,,CHEMBL615152,,,B
4466,Expert,,1,,562.0,41,3,100263,,,,Binding affinity of aminoglycoside to 16S ribosomal RNA A-site in Escherichia coli,,M,,Escherichia coli,BAO_0000225,,CHEMBL615153,,,B
6592,Expert,,1,,562.0,42,3,100263,,,,Binding affinity for the 16S ribosomal RNA A-site of Escherichia coli,,M,,Escherichia coli,BAO_0000225,,CHEMBL615154,,,B
898,Autocuration,,1,,,43,8,13053,,,,Inhibitory activity against human placenta 17-beta-hydroxysteroid dehydrogenase type 2 (17-beta-HSD type 2),,H,,,BAO_0000019,,CHEMBL615155,,,B
898,Autocuration,,1,,,44,8,13053,,,,Inhibitory constant against human placenta 17-beta-hydroxysteroid dehydrogenase type 2 (17-beta-HSD type 2),,H,,,BAO_0000019,,CHEMBL615156,,,B
13163,Autocuration,,1,,9606.0,45,8,20001,,,,The compound was tested at a concentration of 1 uM for inhibitory activity against 17 beta-hydroxysteroid dehydrogenase from human placental microsomes,,H,,Homo sapiens,BAO_0000019,,CHEMBL615157,,,B
13163,Autocuration,,1,,9606.0,46,8,20001,,,,The compound was tested at a concentration of 1 uM for inhibitory activity against 17 beta-hydroxysteroid dehydrogenase from human placental microsomes,,H,,Homo sapiens,BAO_0000019,,CHEMBL615158,,,B
10691,Expert,,1,,10116.0,47,9,12971,,,,"Inhibition of 17-alpha-hydroxylase/17,20 lyase from rat testes microsomal preparation",,D,,Rattus norvegicus,BAO_0000019,,CHEMBL615159,,,B
10691,Expert,,1,,10116.0,48,9,12971,,,,"Inhibition of 17-alpha-hydroxylase/17,20 lyase from rat testes microsomal preparation",,D,,Rattus norvegicus,BAO_0000019,,CHEMBL615172,,,B
10691,Expert,,1,,10116.0,49,9,12971,,,,"Percent inhibition of 17-alpha-hydroxylase/17,20 lyase of rat testes microsomes at 100 uM",,D,,Rattus norvegicus,BAO_0000019,,CHEMBL615173,,,B
10691,Expert,,1,,10116.0,50,9,12971,,,,"Percent inhibition of Steroid 17-alpha-hydroxylase/17,20 lyase of rat testes microsomes at 100 uM",,D,,Rattus norvegicus,BAO_0000019,,CHEMBL615174,,,B
898,Autocuration,,1,,,51,8,13053,,,,Inhibitory activity against human placenta 17-beta-hydroxysteroid dehydrogenase type 2 (17-beta-HSD type 2),,H,,,BAO_0000019,,CHEMBL884518,,,B
912,Autocuration,,1,,,52,8,11512,,,,Compound was tested for the inhibition of 17-beta-hydroxysteroid dehydrogenase type 1(17-beta-HSD type 1),,H,,,BAO_0000357,,CHEMBL615175,,,B
912,Autocuration,,1,,,53,8,11512,,,,Compound was tested for the inhibition of 17-beta-hydroxysteroid dehydrogenase type 1(17-beta-HSD type 1) at 1 uM concentration,,H,,,BAO_0000357,,CHEMBL615176,,,B
912,Autocuration,,1,,,54,8,11512,,,,Compound was tested for the inhibition of 17-beta-hydroxysteroid dehydrogenase type 1(17-beta-HSD type 1) at 10 uM concentration,,H,,,BAO_0000357,,CHEMBL615177,,,B
15103,Autocuration,,1,,10116.0,55,5,104740,,,,Selectivity ratio of binding affinity towards mu to delta receptors of rat brain membranes,,D,,Rattus norvegicus,BAO_0000249,,CHEMBL615178,,Membranes,B
5116,Intermediate,,1,,9606.0,56,1,80002,1A9,,,Cytotoxicity against ovarian cancer cell line (1A-9) of humans was determined,,N,506.0,Homo sapiens,BAO_0000219,,CHEMBL615179,,,F
14578,Autocuration,,1,,10116.0,57,7,104835,Oocytes,,,Functional antagonism by electrical assays in Xenopus oocytes expressing 1A/2A NMDA receptor subtype,,D,,Rattus norvegicus,BAO_0000219,,CHEMBL615180,,,F
14578,Autocuration,,1,,10116.0,58,7,104821,Oocytes,,,Functional antagonism by electrical assays in Xenopus oocytes expressing the 1A/2B NMDA receptor,,D,,Rattus norvegicus,BAO_0000219,,CHEMBL615181,,,F
14578,Autocuration,,1,,10116.0,59,7,104848,Oocytes,,,Functional antagonism by electrical assays in Xenopus oocytes expressing the 1A/2C NMDA receptor,,D,,Rattus norvegicus,BAO_0000219,,CHEMBL615182,,,F
4787,Expert,,1,,9606.0,60,1,80002,1A9,,,In vitro effective concentration required to reduce the number of human ovarian cancer (1A9) after 3-day incubation,,N,506.0,Homo sapiens,BAO_0000219,,CHEMBL615183,,,F
4787,Intermediate,,1,,9606.0,61,1,80002,1A9,,,In vitro effective concentration required to reduce the number of human ovarian cancer cells (1A9) after 3-day incubation,,N,506.0,Homo sapiens,BAO_0000219,,CHEMBL615184,,,F
3547,Intermediate,,1,,9606.0,62,1,80002,1A9,,,Cytotoxic activity against human ovarian cancer (1A9) cell line,,N,506.0,Homo sapiens,BAO_0000219,,CHEMBL615185,,,F
3547,Intermediate,,1,,9606.0,63,1,80002,1A9,,,Cytotoxic activity against human ovarian cancer (1A9) cell line; ND=Not determined,,N,506.0,Homo sapiens,BAO_0000219,,CHEMBL615186,,,F
6726,Intermediate,,1,,9606.0,64,1,80002,1A9,,,Effective dose of compound against replication of 1A9 cell line was evaluated,,N,506.0,Homo sapiens,BAO_0000219,,CHEMBL615187,,,F
3455,Expert,,1,,9606.0,65,1,80002,1A9,,,In vitro cytotoxic activity was determined against ovarian cancer (1A9) cell line,,N,506.0,Homo sapiens,BAO_0000219,,CHEMBL885343,,,F
5726,Intermediate,,1,,9606.0,66,1,80002,1A9,,,In vitro cytotoxicity evaluated against human ovarian cancer (1A9 cell line),,N,506.0,Homo sapiens,BAO_0000219,,CHEMBL615188,,,F
5726,Intermediate,,1,,9606.0,67,1,80002,1A9,,,In vitro cytotoxicity evaluated against human ovarian cancer (1A9 cell line); NA is not active,,N,506.0,Homo sapiens,BAO_0000219,,CHEMBL615189,,,F
5726,Intermediate,,1,,9606.0,68,1,80002,1A9,,,In vitro percent inhibition evaluated against human ovarian cancer (1A9 cell line) at >20 ug/mL,,N,506.0,Homo sapiens,BAO_0000219,,CHEMBL615190,,,F
3395,Intermediate,,1,,9606.0,69,1,80002,1A9,,,Inhibitory activity against Taxol resistant 1A9 cell lines,,N,506.0,Homo sapiens,BAO_0000219,,CHEMBL615191,,,F
3415,Expert,,1,,9606.0,70,1,80002,1A9,,,Cytotoxicity against human ovarian cancer (1A9) cell lines.,,N,506.0,Homo sapiens,BAO_0000219,,CHEMBL615192,,,F
3415,Expert,,1,,9606.0,71,1,80002,1A9,,,Percentage inhibition of human ovarian cancer (1A9) cell lines.,,N,506.0,Homo sapiens,BAO_0000219,,CHEMBL827083,,,F
17099,Expert,,1,,9606.0,72,1,80002,1A9,,,Effective dose required for inhibitory activity against 1A9 human tumor cell line.,,N,506.0,Homo sapiens,BAO_0000219,,CHEMBL615193,,,F
17099,Intermediate,,1,,9606.0,73,1,80002,1A9,,,Percent inhibition against 1A9 human tumor cell line at 0.10 ug/mL,,N,506.0,Homo sapiens,BAO_0000219,,CHEMBL615194,,,F
17099,Intermediate,,1,,9606.0,74,1,80002,1A9,,,Percent inhibition against 1A9 human tumor cell line at <0.00008 ug/mL,,N,506.0,Homo sapiens,BAO_0000219,,CHEMBL615195,,,F
17099,Intermediate,,1,,9606.0,75,1,80002,1A9,,,Percent inhibition against 1A9 human tumor cell line at >10 ug/mL,,N,506.0,Homo sapiens,BAO_0000219,,CHEMBL615196,,,F
17721,Intermediate,,1,,9606.0,76,1,81072,Jurkat,,,Inhibitory concentration against Jurkat cells,,N,503.0,Homo sapiens,BAO_0000219,,CHEMBL615197,,,F
1229,Intermediate,,1,,,77,0,22226,,,,In vitro anticancer activity against 2 NCI SCLC cell lines; inactive,,U,,,BAO_0000019,,CHEMBL615198,,,F
11347,Expert,,1,,10116.0,78,9,100121,,,,Inhibition of cytochrome P450 progesterone 2-alpha-hydroxylase,,D,,Rattus norvegicus,BAO_0000357,,CHEMBL615199,,,A
17117,Expert,,1,,,79,8,11231,,,,"In vitro inhibition of human 2,3-oxidosqualene cyclase.",,H,,,BAO_0000357,,CHEMBL615200,,,B
17117,Expert,,1,,,80,8,11231,,,,"In vitro inhibition of human 2,3-oxidosqualene cyclase.",,H,,,BAO_0000357,,CHEMBL615201,,,B
17117,Expert,,1,,,81,8,11231,,,,"In vitro inhibition of human 2,3-oxidosqualene cyclase at 100 nM.",,H,,,BAO_0000357,,CHEMBL615202,,,B
11375,Autocuration,,1,,5476.0,82,8,11231,,,,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene cyclase in Candida albicans microsomes",,H,,Candida albicans,BAO_0000251,,CHEMBL615203,,Microsomes,B
11375,Autocuration,,1,,5476.0,83,8,11231,,,,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene-lanosterol cyclase in Candida albicans microsomes",,H,,Candida albicans,BAO_0000251,,CHEMBL615204,,Microsomes,B
11375,Autocuration,,1,,4932.0,84,8,11231,,,,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene cyclase in Saccharomyces cerevisiae microsomes",,H,,Saccharomyces cerevisiae,BAO_0000251,,CHEMBL615205,,Microsomes,B
11375,Autocuration,,1,,4932.0,85,8,11231,,,,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene-lanosterol cyclase in Saccharomyces cerevisiae microsomes",,H,,Saccharomyces cerevisiae,BAO_0000251,,CHEMBL615206,,Microsomes,B
11375,Autocuration,,1,,9823.0,86,8,12083,,,Liver,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene-lanosterol cyclase in pig liver microsomes",,H,,Sus scrofa,BAO_0000251,2107.0,CHEMBL615207,,Microsomes,B
791,Autocuration,,1,,10116.0,87,8,11231,,,,"Concentration required to inhibit rat liver 2,3-oxidosqualene-lanosterol cyclase",,H,,Rattus norvegicus,BAO_0000019,,CHEMBL827084,,,B
791,Autocuration,,1,,10116.0,88,8,11231,,,,"Concentration required to inhibit rat liver 2,3-oxidosqualene-lanosterol cyclase (OSC)",,H,,Rattus norvegicus,BAO_0000019,,CHEMBL615208,,,B
791,Autocuration,,1,,10116.0,89,8,11231,,,,"Evaluated for its activity to inhibit rat liver 2,3-oxidosqualene-lanosterol cyclase, activity expressed as Ki",,H,,Rattus norvegicus,BAO_0000019,,CHEMBL615209,,,B
11375,Autocuration,,1,,10116.0,90,9,12083,,,Liver,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene cyclase in rat liver microsomes",,D,,Rattus norvegicus,BAO_0000251,2107.0,CHEMBL615210,,Microsomes,B
11375,Autocuration,,1,,10116.0,91,9,12083,,,Liver,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene-lanosterol cyclase in rat liver microsomes",,D,,Rattus norvegicus,BAO_0000251,2107.0,CHEMBL615211,,Microsomes,B
153,Autocuration,,1,,10116.0,92,9,12083,,,Liver,"Compound was evaluated for inhibitory activity against 2,3-oxidosqualene-lanosterol cyclase in rat liver microsomes",,D,,Rattus norvegicus,BAO_0000251,2107.0,CHEMBL615212,,Microsomes,B
8269,Expert,,1,,,93,8,11377,,,,Molar concentration needed to give 50% prevention of 2-5A (Adenosine dependent endoribonuclease),,H,,,BAO_0000357,,CHEMBL615213,,,B
8269,Expert,,1,,,94,8,11377,,,,Molar concentration required to displace 50% of the radiolabeled probe from 2-5A (Adenosine dependent endoribonuclease) in endonuclease-nitrocellulose complex,,H,,,BAO_0000357,,CHEMBL615273,,,B
17653,Expert,,1,,9606.0,95,1,81020,HepG2,,,In vitro cytotoxic concentration required to inhibit hepatitisB virus (HBV) replication in 2.2.15 cell line,,N,726.0,Homo sapiens,BAO_0000219,,CHEMBL615274,,,F
14277,Intermediate,,1,,9606.0,96,1,81020,HepG2,,,50% Effective concentration of compound required for inhibiting intracellular viral replicative intermediate DNA in HBV-transfected 2.2.15 cell line.,,N,726.0,Homo sapiens,BAO_0000219,,CHEMBL615275,,,F
1717,Intermediate,,1,,9606.0,97,1,81020,HepG2,,,Antiviral activity against Hepatitis B virus in 2.2.15 cell line,,N,726.0,Homo sapiens,BAO_0000219,,CHEMBL615276,,,F
14091,Intermediate,,1,,9606.0,98,1,81020,HepG2,,,In vitro effective concentration against hepatitis B virus was determined in 2.2.15 cells,,N,726.0,Homo sapiens,BAO_0000219,,CHEMBL615277,,,F
14091,Intermediate,,1,,9606.0,99,1,81020,HepG2,,,In vitro effective concentration against hepatitis B virus was determined in 2.2.15 cells; Not determined,,N,726.0,Homo sapiens,BAO_0000219,,CHEMBL615326,,,F
17653,Expert,,1,,10407.0,100,1,50606,,,,In vitro effective concentration required to inhibit hepatitisB virus (HBV) replication in 2.2.15 cell line,,N,,Hepatitis B virus,BAO_0000218,,CHEMBL883130,,,F
13105,Intermediate,,1,,9606.0,101,1,81020,HepG2,,,Ability to inhibit the episomal HBV-DNA in 2.2.15 cells.,,N,726.0,Homo sapiens,BAO_0000219,,CHEMBL884519,,,F
1717,Intermediate,,1,,9606.0,102,1,81020,HepG2,,,Concentration required to inhibit 50% of 2.2.15 cell line,,N,726.0,Homo sapiens,BAO_0000219,,CHEMBL615327,,,F
13105,Intermediate,,1,,9606.0,103,1,81020,HepG2,,,Anti viral activity against 2.2.15 cells (concentration required to reduce the log phase cell growth by 50%).,,N,726.0,Homo sapiens,BAO_0000219,,CHEMBL615328,,,A
13600,Intermediate,,1,,9606.0,104,1,50587,2.2.15,,,Cytotoxic activity of compound against uninfected 2.2.15 cells.,,N,,Homo sapiens,BAO_0000218,,CHEMBL615329,,,F
13467,Intermediate,,1,,9606.0,105,1,50587,2.2.15,,,Anti hepatitis-B virus activity was evaluated in 2.2.15 cells.,,N,,Homo sapiens,BAO_0000218,,CHEMBL615330,,,F
17477,Expert,,1,,10407.0,106,1,50606,2.2.15,,,"Inhibition of the replication of HBV in 2.2.15 cells, by DNA hybridization assay",,N,,Hepatitis B virus,BAO_0000218,,CHEMBL615331,,,F
1593,Intermediate,,1,,9606.0,107,1,50587,2.2.15,,,In vitro anti-HBV activity in 2.2.15 cells,,N,,Homo sapiens,BAO_0000218,,CHEMBL615332,,,F
